"name","value"
"theta_Ji",2.5489819053482e-05
"sigIi",0.272918818919492
"sigF",5.21634826695909e-08
"sigP",7.98711220360011e-08
"f_Si",0.00064946174098385
"ri",249.352669804934
"k_Ii",1.16618086377864
"k_Si",70.0123079896826
"sigJi",0.372207293982671
"probi",0.665066882266764
"theta_Si",0.572530142022863
"theta_Ii",0.174079263375835
"theta_P",1.70645759019849e-06
"xi",73.3245718600533
"sigSi",0
