"b","unit","day","dentadult","dentinf"
13,"u8",22,11,0
13,"u8",27,16,0
13,"u8",32,6,0
13,"u8",37,4,3
13,"u8",42,5,1
13,"u8",47,0,3
13,"u8",52,2,0
13,"u9",7,4,0
13,"u9",12,4,0
13,"u9",17,8,0
13,"u9",22,0,0
13,"u9",27,6,0
13,"u9",32,9,0
13,"u9",37,6,0
13,"u9",42,7,0
13,"u9",47,4,0
13,"u9",52,12,0
14,"u1",7,5,0
14,"u1",12,3,0
14,"u1",17,17,0
14,"u1",22,25,1
14,"u1",27,21,2
14,"u1",32,17,0
14,"u1",37,8,2
14,"u1",42,5,0
14,"u1",47,1,2
14,"u1",52,3,1
14,"u2",7,3,0
14,"u2",12,2,1
14,"u2",17,13,0
14,"u2",22,24,0
14,"u2",27,48,3
14,"u2",32,18,1
14,"u2",37,3,0
14,"u2",42,6,0
14,"u2",47,1,1
14,"u2",52,1,0
14,"u3",7,9,0
14,"u3",12,12,0
14,"u3",17,5,0
14,"u3",22,37,0
14,"u3",27,27,2
14,"u3",32,12,13
14,"u3",37,3,0
14,"u3",42,0,0
14,"u3",47,1,0
14,"u3",52,1,0
14,"u4",7,0,0
14,"u4",12,13,0
14,"u4",17,35,0
14,"u4",22,24,1
14,"u4",27,15,0
14,"u4",32,8,2
14,"u4",37,5,0
14,"u4",42,7,0
14,"u4",47,1,0
14,"u4",52,1,2
14,"u5",7,2,0
14,"u5",12,11,0
14,"u5",17,10,0
14,"u5",22,12,0
14,"u5",27,12,1
14,"u5",32,40,2
14,"u5",37,7,2
14,"u5",42,5,0
14,"u5",47,6,0
14,"u5",52,7,1
14,"u6",7,7,0
14,"u6",12,23,0
14,"u6",17,29,2
14,"u6",22,35,2
14,"u6",27,15,0
14,"u6",32,21,1
14,"u6",37,9,2
14,"u6",42,3,1
14,"u6",47,7,2
14,"u6",52,10,0
14,"u7",7,1,0
14,"u7",12,0,0
14,"u7",17,18,0
14,"u7",22,6,0
14,"u7",27,6,1
14,"u7",32,19,0
14,"u7",37,13,2
14,"u7",42,28,2
14,"u7",47,55,9
14,"u7",52,37,0
14,"u8",7,1,0
14,"u8",12,4,0
14,"u8",17,3,0
14,"u8",22,6,0
14,"u8",27,13,0
14,"u8",32,27,0
14,"u8",37,37,1
14,"u8",42,16,1
14,"u8",47,15,1
14,"u8",52,7,6
14,"u9",7,1,0
14,"u9",12,19,0
14,"u9",17,25,6
14,"u9",22,23,0
14,"u9",27,29,0
14,"u9",32,11,0
14,"u9",37,1,5
14,"u9",42,1,0
14,"u9",47,3,0
14,"u9",52,0,0
15,"u1",7,8,0
15,"u1",12,4,0
15,"u1",17,9,0
15,"u1",22,11,1
15,"u1",27,11,1
15,"u1",32,23,0
15,"u1",37,43,0
15,"u1",42,27,0
15,"u1",47,16,3
15,"u1",52,3,0
15,"u2",7,3,0
15,"u2",12,2,0
15,"u2",17,11,0
15,"u2",22,50,3
15,"u2",27,40,2
15,"u2",32,30,5
15,"u2",37,21,10
15,"u2",42,8,0
15,"u2",47,1,3
15,"u2",52,0,0
15,"u3",7,5,0
15,"u3",12,17,1
15,"u3",17,23,8
15,"u3",22,5,0
15,"u3",27,1,0
15,"u3",32,2,0
15,"u3",37,6,0
15,"u3",42,6,4
15,"u3",47,8,0
15,"u3",52,16,15
15,"u4",7,2,0
15,"u4",12,3,0
15,"u4",17,14,0
15,"u4",22,24,0
15,"u4",27,16,2
15,"u4",32,7,0
15,"u4",37,2,0
15,"u4",42,7,0
15,"u4",47,3,0
15,"u4",52,4,3
15,"u5",7,6,0
15,"u5",12,8,1
15,"u5",17,17,1
15,"u5",22,33,2
15,"u5",27,27,5
15,"u5",32,31,2
15,"u5",37,11,4
15,"u5",42,4,2
15,"u5",47,1,2
15,"u5",52,0,0
15,"u6",7,5,1
15,"u6",12,1,0
15,"u6",17,4,1
15,"u6",22,10,0
15,"u6",27,15,1
15,"u6",32,29,0
15,"u6",37,13,2
15,"u6",42,30,3
15,"u6",47,23,1
15,"u6",52,7,2
15,"u7",7,4,0
15,"u7",12,13,0
15,"u7",17,12,1
15,"u7",22,30,1
15,"u7",27,20,0
15,"u7",32,5,2
15,"u7",37,4,0
15,"u7",42,1,1
15,"u7",47,0,0
15,"u7",52,2,0
15,"u8",7,2,0
15,"u8",12,8,0
15,"u8",17,19,0
15,"u8",22,59,0
15,"u8",27,51,12
15,"u8",32,74,2
15,"u8",37,24,11
15,"u8",42,13,4
15,"u8",47,7,17
15,"u8",52,1,2
15,"u9",7,1,0
15,"u9",12,3,0
15,"u9",17,13,0
15,"u9",22,16,0
15,"u9",27,58,0
15,"u9",32,197,4
15,"u9",37,120,18
15,"u9",42,68,3
15,"u9",47,46,12
15,"u9",52,29,8
16,"u1",7,4,0
16,"u1",12,4,0
16,"u1",17,10,0
16,"u1",22,19,0
16,"u1",27,46,1
16,"u1",32,45,2
16,"u1",37,29,2
16,"u1",42,16,14
16,"u1",47,6,0
16,"u1",52,3,0
16,"u2",7,6,0
16,"u2",12,22,0
16,"u2",17,22,1
16,"u2",22,30,5
16,"u2",27,15,1
16,"u2",32,5,3
16,"u2",37,4,0
16,"u2",42,0,1
16,"u2",47,2,0
16,"u2",52,1,1
16,"u3",7,1,0
16,"u3",12,9,0
16,"u3",17,14,0
16,"u3",22,36,1
16,"u3",27,83,10
16,"u3",32,25,6
16,"u3",37,19,1
16,"u3",42,3,1
16,"u3",47,0,1
16,"u3",52,2,0
16,"u4",7,2,0
16,"u4",12,9,1
16,"u4",17,6,1
16,"u4",22,11,3
16,"u4",27,5,1
16,"u4",32,20,0
16,"u4",37,14,2
16,"u4",42,11,3
16,"u4",47,4,1
16,"u4",52,4,1
16,"u5",7,3,0
16,"u5",12,3,0
16,"u5",17,5,0
16,"u5",22,14,0
16,"u5",27,14,4
16,"u5",32,24,0
16,"u5",37,44,3
16,"u5",42,30,12
16,"u5",47,35,0
16,"u5",52,60,44
16,"u6",7,2,0
16,"u6",12,23,1
16,"u6",17,14,1
16,"u6",22,9,0
16,"u6",27,21,0
16,"u6",32,7,2
16,"u6",37,2,0
16,"u6",42,1,1
16,"u6",47,1,0
16,"u6",52,2,0
16,"u7",7,3,0
16,"u7",12,3,1
16,"u7",17,4,0
16,"u7",22,4,0
16,"u7",27,18,0
16,"u7",32,17,0
16,"u7",37,56,2
16,"u7",42,14,2
16,"u7",47,3,1
16,"u7",52,0,2
16,"u8",7,4,0
16,"u8",12,14,0
16,"u8",17,24,1
16,"u8",22,14,3
16,"u8",27,20,0
16,"u8",32,3,3
16,"u8",37,3,0
16,"u8",42,2,0
16,"u8",47,3,2
16,"u8",52,4,0
16,"u9",7,2,0
16,"u9",12,6,0
16,"u9",17,7,0
16,"u9",22,24,1
16,"u9",27,77,0
16,"u9",32,86,0
16,"u9",37,61,12
16,"u9",42,40,7
16,"u9",47,23,19
16,"u9",52,12,1
17,"u1",7,3,0
17,"u1",12,17,1
17,"u1",17,33,0
17,"u1",22,22,0
17,"u1",27,19,1
17,"u1",32,17,1
17,"u1",37,23,3
17,"u1",42,35,0
17,"u1",47,56,1
17,"u1",52,28,22
17,"u2",7,0,0
17,"u2",12,6,0
17,"u2",17,18,1
17,"u2",22,12,0
17,"u2",27,24,0
17,"u2",32,19,8
17,"u2",37,17,1
17,"u2",42,17,0
17,"u2",47,10,0
17,"u2",52,6,0
17,"u3",7,10,0
17,"u3",12,15,0
17,"u3",17,32,0
17,"u3",22,11,1
17,"u3",27,6,0
17,"u3",32,4,0
17,"u3",37,3,4
17,"u3",42,5,0
17,"u3",47,5,0
17,"u3",52,8,0
17,"u4",7,4,0
17,"u4",12,32,1
17,"u4",17,120,2
17,"u4",22,30,1
17,"u4",27,22,3
17,"u4",32,15,1
17,"u4",37,4,1
17,"u4",42,8,4
17,"u4",47,5,2
17,"u4",52,2,0
17,"u5",7,1,0
17,"u5",12,23,0
17,"u5",17,31,0
17,"u5",22,25,2
17,"u5",27,18,1
17,"u5",32,28,6
17,"u5",37,12,3
17,"u5",42,5,2
17,"u5",47,0,2
17,"u5",52,1,0
17,"u6",7,1,0
17,"u6",12,0,0
17,"u6",17,1,0
17,"u6",22,13,0
17,"u6",27,19,0
17,"u6",32,15,0
17,"u6",37,14,0
17,"u6",42,9,3
17,"u6",47,9,0
17,"u6",52,4,4
17,"u7",7,2,0
17,"u7",12,7,0
17,"u7",17,15,0
17,"u7",22,50,0
17,"u7",27,102,2
17,"u7",32,52,50
17,"u7",37,31,0
17,"u7",42,22,0
17,"u7",47,10,0
17,"u7",52,7,3
17,"u8",7,1,0
17,"u8",12,2,0
17,"u8",17,5,2
17,"u8",22,10,0
17,"u8",27,9,0
17,"u8",32,23,4
17,"u8",37,26,1
17,"u8",42,25,0
17,"u8",47,3,2
17,"u8",52,3,1
17,"u9",7,8,0
17,"u9",12,8,0
17,"u9",17,14,0
17,"u9",22,15,0
17,"u9",27,38,1
17,"u9",32,26,3
17,"u9",37,51,4
17,"u9",42,13,7
17,"u9",47,8,6
17,"u9",52,2,0
18,"u1",7,4,0
18,"u1",12,5,0
18,"u1",17,14,3
18,"u1",22,31,0
18,"u1",27,33,2
18,"u1",32,20,8
18,"u1",37,10,2
18,"u1",42,9,6
18,"u1",47,1,5
18,"u1",52,0,0
18,"u2",7,3,0
18,"u2",12,5,0
18,"u2",17,6,0
18,"u2",22,13,0
18,"u2",27,13,0
18,"u2",32,8,1
18,"u2",37,0,0
18,"u2",42,1,0
18,"u2",47,1,0
18,"u2",52,3,0
18,"u3",7,2,0
18,"u3",12,0,0
18,"u3",17,8,0
18,"u3",22,32,0
18,"u3",27,26,1
18,"u3",32,23,2
18,"u3",37,64,1
18,"u3",42,21,8
18,"u3",47,2,3
18,"u3",52,0,4
18,"u4",7,6,0
18,"u4",12,11,0
18,"u4",17,19,0
18,"u4",22,14,5
18,"u4",27,1,0
18,"u4",32,2,2
18,"u4",37,1,0
18,"u4",42,0,2
18,"u4",47,0,0
18,"u4",52,0,0
18,"u5",7,1,0
18,"u5",12,8,0
18,"u5",17,9,0
18,"u5",22,29,0
18,"u5",27,40,2
18,"u5",32,15,1
18,"u5",37,6,1
18,"u5",42,9,0
18,"u5",47,5,1
18,"u5",52,1,0
18,"u6",7,1,0
18,"u6",12,7,0
18,"u6",17,18,0
18,"u6",22,8,1
18,"u6",27,22,0
18,"u6",32,22,0
18,"u6",37,68,8
18,"u6",42,34,3
18,"u6",47,33,1
18,"u6",52,49,38
18,"u7",7,7,0
18,"u7",12,9,0
18,"u7",17,16,1
18,"u7",22,5,2
18,"u7",27,8,2
18,"u7",32,15,0
18,"u7",37,17,0
18,"u7",42,3,1
18,"u7",47,3,0
18,"u7",52,5,2
18,"u8",7,5,0
18,"u8",12,3,0
18,"u8",17,12,0
18,"u8",22,10,1
18,"u8",27,9,0
18,"u8",32,10,1
18,"u8",37,26,0
18,"u8",42,15,2
18,"u8",47,25,1
18,"u8",52,6,10
18,"u9",7,2,0
18,"u9",12,3,0
18,"u9",17,10,0
18,"u9",22,22,1
18,"u9",27,50,0
18,"u9",32,29,2
18,"u9",37,10,2
18,"u9",42,11,3
18,"u9",47,4,0
18,"u9",52,2,1
19,"u1",7,9,0
19,"u1",12,8,0
19,"u1",17,5,0
19,"u1",22,18,1
19,"u1",27,11,0
19,"u1",32,4,0
19,"u1",37,1,0
19,"u1",42,1,0
19,"u1",47,3,0
19,"u1",52,1,0
19,"u2",7,1,0
19,"u2",12,11,0
19,"u2",17,36,0
19,"u2",22,51,5
19,"u2",27,56,19
19,"u2",32,12,3
19,"u2",37,3,1
19,"u2",42,2,1
19,"u2",47,0,0
19,"u2",52,1,0
19,"u3",7,0,0
19,"u3",12,12,0
19,"u3",17,39,0
19,"u3",22,44,1
19,"u3",27,5,2
19,"u3",32,1,0
19,"u3",37,1,0
19,"u3",42,0,0
19,"u3",47,0,0
19,"u3",52,2,0
19,"u4",7,2,0
19,"u4",12,4,0
19,"u4",17,8,0
19,"u4",22,13,3
19,"u4",27,27,2
19,"u4",32,6,0
19,"u4",37,5,3
19,"u4",42,2,0
19,"u4",47,1,0
19,"u4",52,0,0
19,"u5",7,0,0
19,"u5",12,4,0
19,"u5",17,8,0
19,"u5",22,17,0
19,"u5",27,28,0
19,"u5",32,22,1
19,"u5",37,9,1
19,"u5",42,4,0
19,"u5",47,11,5
19,"u5",52,12,1
19,"u6",7,3,0
19,"u6",12,7,0
19,"u6",17,12,0
19,"u6",22,23,1
19,"u6",27,21,0
19,"u6",32,19,0
19,"u6",37,7,1
19,"u6",42,7,0
19,"u6",47,4,1
19,"u6",52,0,2
19,"u7",7,0,0
19,"u7",12,13,0
19,"u7",17,11,1
19,"u7",22,16,1
19,"u7",27,13,0
19,"u7",32,17,0
19,"u7",37,19,4
19,"u7",42,11,3
19,"u7",47,7,0
19,"u7",52,7,0
19,"u8",7,0,0
19,"u8",12,2,1
19,"u8",17,4,0
19,"u8",22,15,0
19,"u8",27,19,0
19,"u8",32,23,0
19,"u8",37,18,0
19,"u8",42,8,5
19,"u8",47,4,2
19,"u8",52,6,0
19,"u9",7,3,0
19,"u9",12,9,0
19,"u9",17,10,2
19,"u9",22,36,6
19,"u9",27,43,2
19,"u9",32,53,1
19,"u9",37,28,2
19,"u9",42,10,1
19,"u9",47,9,1
19,"u9",52,0,2
20,"u1",7,2,0
20,"u1",12,4,0
20,"u1",17,5,1
20,"u1",22,8,0
20,"u1",27,12,0
20,"u1",32,8,0
20,"u1",37,3,0
20,"u1",42,7,0
20,"u1",47,8,0
20,"u1",52,2,1
20,"u2",7,5,0
20,"u2",12,11,0
20,"u2",17,13,0
20,"u2",22,10,0
20,"u2",27,13,0
20,"u2",32,9,0
20,"u2",37,5,0
20,"u2",42,3,3
20,"u2",47,4,0
20,"u2",52,2,4
20,"u3",7,3,0
20,"u3",12,12,0
20,"u3",17,18,3
20,"u3",22,27,0
20,"u3",27,26,0
20,"u3",32,14,8
20,"u3",37,1,1
20,"u3",42,1,0
20,"u3",47,1,2
20,"u3",52,2,1
20,"u4",7,0,0
20,"u4",12,6,0
20,"u4",17,12,0
20,"u4",22,16,0
20,"u4",27,16,0
20,"u4",32,5,3
20,"u4",37,6,0
20,"u4",42,9,0
20,"u4",47,15,0
20,"u4",52,9,2
20,"u5",7,5,0
20,"u5",12,2,0
20,"u5",17,25,0
20,"u5",22,45,1
20,"u5",27,97,41
20,"u5",32,48,33
20,"u5",37,22,0
20,"u5",42,4,6
20,"u5",47,0,1
20,"u5",52,0,2
20,"u6",7,4,0
20,"u6",12,1,0
20,"u6",17,5,1
20,"u6",22,13,0
20,"u6",27,29,1
20,"u6",32,25,1
20,"u6",37,7,1
20,"u6",42,5,0
20,"u6",47,6,0
20,"u6",52,10,1
20,"u7",7,3,0
20,"u7",12,7,0
20,"u7",17,29,1
20,"u7",22,27,5
20,"u7",27,21,0
20,"u7",32,25,10
20,"u7",37,15,7
20,"u7",42,20,2
20,"u7",47,10,3
20,"u7",52,6,4
20,"u8",7,3,0
20,"u8",12,5,0
20,"u8",17,16,0
20,"u8",22,20,1
20,"u8",27,21,2
20,"u8",32,49,8
20,"u8",37,32,2
20,"u8",42,51,18
20,"u8",47,11,3
20,"u8",52,8,2
20,"u9",7,3,0
20,"u9",12,16,0
20,"u9",17,12,0
20,"u9",22,15,1
20,"u9",27,19,0
20,"u9",32,30,9
20,"u9",37,21,0
20,"u9",42,5,4
20,"u9",47,2,1
20,"u9",52,1,0
21,"u1",7,2,0
21,"u1",12,12,0
21,"u1",17,13,0
21,"u1",22,19,0
21,"u1",27,14,0
21,"u1",32,11,1
21,"u1",37,18,2
21,"u1",42,2,0
21,"u1",47,2,2
21,"u1",52,2,0
21,"u2",7,1,0
21,"u2",12,1,0
21,"u2",17,11,2
21,"u2",22,13,0
21,"u2",27,10,2
21,"u2",32,10,1
21,"u2",37,10,3
21,"u2",42,5,0
21,"u2",47,4,1
21,"u2",52,1,0
21,"u3",7,7,0
21,"u3",12,12,1
21,"u3",17,10,0
21,"u3",22,11,1
21,"u3",27,24,0
21,"u3",32,38,1
21,"u3",37,12,1
21,"u3",42,6,1
21,"u3",47,1,1
21,"u3",52,2,2
21,"u4",7,6,0
21,"u4",12,25,1
21,"u4",17,49,4
21,"u4",22,37,5
21,"u4",27,6,1
21,"u4",32,2,0
21,"u4",37,0,0
21,"u4",42,0,0
21,"u4",47,0,0
21,"u4",52,0,0
21,"u5",7,0,0
21,"u5",12,8,0
21,"u5",17,13,0
21,"u5",22,42,0
21,"u5",27,35,0
21,"u5",32,19,1
21,"u5",37,25,9
21,"u5",42,29,2
21,"u5",47,31,3
21,"u5",52,24,3
21,"u6",7,1,0
21,"u6",12,5,0
21,"u6",17,25,0
21,"u6",22,45,0
21,"u6",27,88,8
21,"u6",32,33,5
21,"u6",37,27,17
21,"u6",42,9,0
21,"u6",47,8,2
21,"u6",52,0,1
21,"u7",7,5,0
21,"u7",12,1,0
21,"u7",17,12,0
21,"u7",22,27,1
21,"u7",27,16,4
21,"u7",32,14,0
21,"u7",37,11,0
21,"u7",42,2,0
21,"u7",47,1,2
21,"u7",52,1,0
21,"u8",7,1,0
21,"u8",12,18,0
21,"u8",17,26,1
21,"u8",22,26,1
21,"u8",27,13,3
21,"u8",32,6,1
21,"u8",37,2,0
21,"u8",42,6,0
21,"u8",47,6,1
21,"u8",52,4,0
21,"u9",7,10,0
21,"u9",12,18,1
21,"u9",17,34,0
21,"u9",22,46,0
21,"u9",27,10,1
21,"u9",32,10,0
21,"u9",37,6,0
21,"u9",42,9,1
21,"u9",47,10,0
21,"u9",52,5,1
22,"u1",7,2,0
22,"u1",12,2,0
22,"u1",17,14,0
22,"u1",22,7,0
22,"u1",27,11,0
22,"u1",32,5,0
22,"u1",37,19,0
22,"u1",42,42,5
22,"u1",47,48,0
22,"u1",52,35,2
22,"u2",7,3,0
22,"u2",12,8,0
22,"u2",17,13,1
22,"u2",22,4,0
22,"u2",27,19,2
22,"u2",32,7,1
22,"u2",37,5,1
22,"u2",42,3,1
22,"u2",47,3,1
22,"u2",52,4,1
22,"u3",7,3,0
22,"u3",12,23,0
22,"u3",17,56,0
22,"u3",22,35,4
22,"u3",27,21,3
22,"u3",32,45,0
22,"u3",37,112,51
22,"u3",42,90,18
22,"u3",47,121,18
22,"u3",52,141,33
22,"u4",7,3,0
22,"u4",12,5,0
22,"u4",17,12,0
22,"u4",22,27,0
22,"u4",27,12,3
22,"u4",32,12,1
22,"u4",37,1,0
22,"u4",42,1,0
22,"u4",47,0,0
22,"u4",52,1,0
22,"u5",7,7,0
22,"u5",12,15,0
22,"u5",17,15,0
22,"u5",22,8,0
22,"u5",27,12,0
22,"u5",32,5,1
22,"u5",37,6,1
22,"u5",42,3,1
22,"u5",47,0,0
22,"u5",52,4,0
22,"u6",7,5,0
22,"u6",12,3,1
22,"u6",17,23,0
22,"u6",22,19,0
22,"u6",27,18,9
22,"u6",32,51,3
22,"u6",37,47,8
22,"u6",42,21,11
22,"u6",47,19,0
22,"u6",52,10,4
22,"u7",7,2,0
22,"u7",12,8,0
22,"u7",17,14,1
22,"u7",22,31,3
22,"u7",27,33,2
22,"u7",32,17,9
22,"u7",37,15,2
22,"u7",42,6,1
22,"u7",47,14,0
22,"u7",52,2,0
22,"u8",7,1,1
22,"u8",12,5,2
22,"u8",17,15,2
22,"u8",22,33,0
22,"u8",27,8,0
22,"u8",32,3,0
22,"u8",37,0,0
22,"u8",42,2,1
22,"u8",47,1,0
22,"u8",52,1,1
22,"u9",7,7,0
22,"u9",12,9,0
22,"u9",17,10,0
22,"u9",22,16,0
22,"u9",27,30,0
22,"u9",32,13,1
22,"u9",37,14,1
22,"u9",42,18,0
22,"u9",47,15,2
22,"u9",52,2,3
23,"u1",7,2,0
23,"u1",12,12,0
23,"u1",17,26,0
23,"u1",22,122,3
23,"u1",27,65,10
23,"u1",32,49,38
23,"u1",37,15,12
23,"u1",42,6,2
23,"u1",47,3,8
23,"u1",52,2,0
23,"u2",7,1,0
23,"u2",12,1,0
23,"u2",17,10,0
23,"u2",22,11,1
23,"u2",27,19,0
23,"u2",32,19,1
23,"u2",37,16,7
23,"u2",42,1,4
23,"u2",47,1,3
23,"u2",52,0,1
23,"u3",7,1,0
23,"u3",12,11,1
23,"u3",17,20,0
23,"u3",22,11,0
23,"u3",27,0,4
23,"u3",32,1,0
23,"u3",37,2,1
23,"u3",42,0,0
23,"u3",47,1,0
23,"u3",52,0,1
23,"u4",7,1,0
23,"u4",12,6,0
23,"u4",17,16,2
23,"u4",22,17,0
23,"u4",27,16,1
23,"u4",32,36,1
23,"u4",37,21,0
23,"u4",42,14,6
23,"u4",47,14,1
23,"u4",52,6,1
23,"u5",7,2,0
23,"u5",12,6,0
23,"u5",17,7,1
23,"u5",22,15,0
23,"u5",27,62,3
23,"u5",32,49,2
23,"u5",37,31,1
23,"u5",42,17,18
23,"u5",47,1,1
23,"u5",52,1,2
23,"u6",7,3,0
23,"u6",12,11,0
23,"u6",17,11,1
23,"u6",22,49,2
23,"u6",27,38,0
23,"u6",32,21,2
23,"u6",37,15,2
23,"u6",42,5,0
23,"u6",47,2,1
23,"u6",52,1,2
23,"u7",7,2,2
23,"u7",12,4,1
23,"u7",17,5,0
23,"u7",22,5,0
23,"u7",27,7,2
23,"u7",32,38,1
23,"u7",37,40,0
23,"u7",42,40,6
23,"u7",47,13,5
23,"u7",52,8,1
23,"u8",7,2,0
23,"u8",12,6,0
23,"u8",17,20,1
23,"u8",22,23,0
23,"u8",27,8,1
23,"u8",32,7,0
23,"u8",37,3,1
23,"u8",42,7,0
23,"u8",47,5,2
23,"u8",52,0,0
23,"u9",7,6,0
23,"u9",12,17,0
23,"u9",17,21,1
23,"u9",22,22,1
23,"u9",27,26,2
23,"u9",32,5,2
23,"u9",37,4,0
23,"u9",42,2,1
23,"u9",47,2,0
23,"u9",52,1,0
24,"u1",7,6,0
24,"u1",12,5,0
24,"u1",17,21,1
24,"u1",22,22,0
24,"u1",27,22,1
24,"u1",32,11,1
24,"u1",37,7,0
24,"u1",42,4,1
24,"u1",47,5,0
24,"u1",52,1,2
24,"u2",7,2,0
24,"u2",12,10,0
24,"u2",17,19,0
24,"u2",22,48,2
24,"u2",27,8,2
24,"u2",32,17,0
24,"u2",37,36,1
24,"u2",42,40,0
24,"u2",47,16,2
24,"u2",52,5,2
24,"u3",7,2,0
24,"u3",12,10,0
24,"u3",17,23,1
24,"u3",22,35,0
24,"u3",27,10,0
24,"u3",32,2,1
24,"u3",37,3,0
24,"u3",42,0,1
24,"u3",47,1,0
24,"u3",52,0,0
24,"u4",7,5,0
24,"u4",12,12,0
24,"u4",17,24,0
24,"u4",22,38,0
24,"u4",27,21,14
24,"u4",32,13,13
24,"u4",37,11,1
24,"u4",42,5,0
24,"u4",47,12,3
24,"u4",52,6,3
24,"u5",7,2,0
24,"u5",12,2,0
24,"u5",17,2,0
24,"u5",22,7,0
24,"u5",27,17,2
24,"u5",32,4,0
24,"u5",37,5,0
24,"u5",42,16,0
24,"u5",47,11,0
24,"u5",52,17,0
24,"u6",7,3,0
24,"u6",12,8,0
24,"u6",17,38,2
24,"u6",22,62,0
24,"u6",27,31,3
24,"u6",32,23,1
24,"u6",37,6,9
24,"u6",42,10,0
24,"u6",47,48,9
24,"u6",52,13,19
24,"u7",7,4,0
24,"u7",12,6,0
24,"u7",17,42,1
24,"u7",22,63,1
24,"u7",27,20,18
24,"u7",32,2,5
24,"u7",37,0,0
24,"u7",42,2,0
24,"u7",47,1,1
24,"u7",52,1,0
24,"u8",7,5,0
24,"u8",12,10,0
24,"u8",17,16,2
24,"u8",22,31,3
24,"u8",27,7,1
24,"u8",32,11,2
24,"u8",37,4,0
24,"u8",42,4,1
24,"u8",47,14,1
24,"u8",52,3,3
24,"u9",7,3,0
24,"u9",12,12,0
24,"u9",17,19,0
24,"u9",22,31,4
24,"u9",27,24,4
24,"u9",32,18,2
24,"u9",37,75,2
24,"u9",42,39,7
24,"u9",47,24,5
24,"u9",52,6,3
25,"u1",7,2,0
25,"u1",12,13,1
25,"u1",17,12,1
25,"u1",22,19,2
25,"u1",27,2,0
25,"u1",32,1,2
25,"u1",37,0,3
25,"u1",42,3,1
25,"u1",47,2,0
25,"u1",52,3,0
25,"u2",7,2,0
25,"u2",12,6,0
25,"u2",17,8,0
25,"u2",22,30,2
25,"u2",27,22,1
25,"u2",32,31,17
25,"u2",37,25,2
25,"u2",42,16,1
25,"u2",47,10,10
25,"u2",52,4,16
25,"u3",7,10,0
25,"u3",12,7,0
25,"u3",17,24,2
25,"u3",22,16,1
25,"u3",27,6,2
25,"u3",32,11,1
25,"u3",37,20,2
25,"u3",42,3,3
25,"u3",47,0,0
25,"u3",52,1,0
25,"u4",7,3,0
25,"u4",12,3,0
25,"u4",17,5,0
25,"u4",22,16,0
25,"u4",27,26,2
25,"u4",32,24,5
25,"u4",37,6,1
25,"u4",42,0,0
25,"u4",47,2,0
25,"u4",52,1,0
25,"u5",7,2,0
25,"u5",12,6,0
25,"u5",17,15,0
25,"u5",22,48,0
25,"u5",27,96,4
25,"u5",32,21,8
25,"u5",37,14,0
25,"u5",42,10,1
25,"u5",47,11,5
25,"u5",52,4,2
25,"u6",7,2,0
25,"u6",12,4,1
25,"u6",17,38,0
25,"u6",22,54,0
25,"u6",27,22,7
25,"u6",32,3,0
25,"u6",37,5,1
25,"u6",42,8,3
25,"u6",47,2,1
25,"u6",52,5,2
25,"u7",7,1,0
25,"u7",12,1,0
25,"u7",17,5,0
25,"u7",22,4,0
25,"u7",27,5,0
25,"u7",32,9,0
25,"u7",37,7,1
25,"u7",42,10,1
25,"u7",47,5,0
25,"u7",52,4,1
25,"u8",7,2,0
25,"u8",12,13,0
25,"u8",17,16,0
25,"u8",22,41,0
25,"u8",27,29,3
25,"u8",32,26,4
25,"u8",37,25,23
25,"u8",42,44,10
25,"u8",47,5,2
25,"u8",52,3,0
25,"u9",7,5,0
25,"u9",12,8,0
25,"u9",17,27,0
25,"u9",22,45,2
25,"u9",27,55,0
25,"u9",32,44,7
25,"u9",37,17,4
25,"u9",42,5,0
25,"u9",47,2,5
25,"u9",52,0,1
26,"u1",7,3,0
26,"u1",12,6,0
26,"u1",17,23,1
26,"u1",22,39,7
26,"u1",27,72,5
26,"u1",32,44,6
26,"u1",37,41,11
26,"u1",42,39,11
26,"u1",47,40,16
26,"u1",52,14,5
26,"u2",7,7,0
26,"u2",12,10,0
26,"u2",17,22,0
26,"u2",22,18,4
26,"u2",27,29,2
26,"u2",32,4,3
26,"u2",37,1,4
26,"u2",42,3,1
26,"u2",47,5,2
26,"u2",52,3,0
26,"u3",7,3,0
26,"u3",12,8,1
26,"u3",17,8,0
26,"u3",22,6,0
26,"u3",27,10,0
26,"u3",32,12,1
26,"u3",37,28,2
26,"u3",42,36,16
26,"u3",47,11,11
26,"u3",52,3,3
26,"u4",7,3,0
26,"u4",12,12,0
26,"u4",17,37,0
26,"u4",22,50,3
26,"u4",27,41,7
26,"u4",32,48,3
26,"u4",37,54,2
26,"u4",42,15,15
26,"u4",47,4,3
26,"u4",52,11,2
26,"u5",7,2,0
26,"u5",12,5,2
26,"u5",17,3,1
26,"u5",22,7,0
26,"u5",27,15,0
26,"u5",32,6,2
26,"u5",37,3,0
26,"u5",42,1,0
26,"u5",47,6,1
26,"u5",52,6,0
26,"u6",7,1,0
26,"u6",12,5,0
26,"u6",17,3,0
26,"u6",22,4,0
26,"u6",27,5,0
26,"u6",32,6,0
26,"u6",37,6,2
26,"u6",42,6,0
26,"u6",47,5,0
26,"u6",52,4,2
26,"u7",7,3,1
26,"u7",12,2,0
26,"u7",17,14,0
26,"u7",22,10,2
26,"u7",27,11,2
26,"u7",32,28,1
26,"u7",37,7,1
26,"u7",42,3,5
