"b","unit","day","dentadult","dentinf"
29,"u7",32,177,8
29,"u7",37,132,61
29,"u7",42,49,38
29,"u7",47,81,0
29,"u7",52,50,3
29,"u8",7,7,0
29,"u8",12,14,0
29,"u8",17,44,0
29,"u8",22,74,0
29,"u8",27,260,2
29,"u8",32,196,1
29,"u8",37,226,0
29,"u8",42,198,25
29,"u8",47,60,48
29,"u8",52,47,26
30,"u1",7,2,0
30,"u1",12,20,0
30,"u1",17,54,0
30,"u1",22,47,0
30,"u1",27,89,3
30,"u1",32,79,3
30,"u1",37,24,14
30,"u1",42,23,0
30,"u1",47,7,4
30,"u1",52,5,7
30,"u2",7,5,0
30,"u2",12,15,0
30,"u2",17,60,0
30,"u2",22,55,0
30,"u2",27,146,0
30,"u2",32,219,23
30,"u2",37,97,18
30,"u2",42,101,20
30,"u2",47,52,3
30,"u2",52,10,2
30,"u3",7,8,0
30,"u3",12,15,1
30,"u3",17,37,0
30,"u3",22,56,0
30,"u3",27,122,0
30,"u3",32,225,0
30,"u3",37,287,52
30,"u3",42,329,33
30,"u3",47,220,98
30,"u3",52,56,46
30,"u4",7,10,0
30,"u4",12,11,0
30,"u4",17,30,0
30,"u4",22,49,1
30,"u4",27,90,4
30,"u4",32,78,12
30,"u4",37,84,22
30,"u4",42,36,16
30,"u4",47,41,0
30,"u4",52,31,3
30,"u5",7,13,0
30,"u5",12,36,0
30,"u5",17,56,0
30,"u5",22,92,0
30,"u5",27,131,2
30,"u5",32,157,0
30,"u5",37,142,47
30,"u5",42,45,8
30,"u5",47,21,0
30,"u5",52,9,4
30,"u6",7,6,0
30,"u6",12,15,0
30,"u6",17,51,0
30,"u6",22,128,16
30,"u6",27,74,104
30,"u6",32,89,55
30,"u6",37,60,17
30,"u6",42,11,0
30,"u6",47,9,4
30,"u6",52,25,3
30,"u7",7,9,0
30,"u7",12,12,0
30,"u7",17,51,0
30,"u7",22,82,4
30,"u7",27,129,10
30,"u7",32,104,183
30,"u7",37,75,223
30,"u7",42,8,1
30,"u7",47,0,0
30,"u7",52,0,1
30,"u8",7,1,0
30,"u8",12,13,0
30,"u8",17,21,0
30,"u8",22,56,0
30,"u8",27,58,0
30,"u8",32,175,1
30,"u8",37,223,21
30,"u8",42,168,3
30,"u8",47,105,0
30,"u8",52,63,49
31,"u1",7,6,0
31,"u1",12,8,0
31,"u1",17,68,0
31,"u1",22,85,9
31,"u1",27,212,13
31,"u1",32,132,27
31,"u1",37,83,10
31,"u1",42,65,23
31,"u1",47,26,4
31,"u1",52,19,0
31,"u2",7,15,1
31,"u2",12,42,0
31,"u2",17,212,0
31,"u2",22,328,1
31,"u2",27,231,0
31,"u2",32,112,38
31,"u2",37,53,71
31,"u2",42,44,0
31,"u2",47,10,0
31,"u2",52,18,0
31,"u3",7,8,0
31,"u3",12,16,1
31,"u3",17,55,1
31,"u3",22,43,10
31,"u3",27,37,14
31,"u3",32,14,6
31,"u3",37,41,9
31,"u3",42,14,63
31,"u3",47,13,3
31,"u3",52,7,3
31,"u4",7,9,0
31,"u4",12,15,0
31,"u4",17,42,0
31,"u4",22,144,0
31,"u4",27,430,16
31,"u4",32,61,31
31,"u4",37,36,11
31,"u4",42,16,0
31,"u4",47,16,0
31,"u4",52,16,0
31,"u5",7,11,1
31,"u5",12,18,0
31,"u5",17,79,1
31,"u5",22,81,0
31,"u5",27,103,1
31,"u5",32,243,70
31,"u5",37,42,7
31,"u5",42,6,24
31,"u5",47,1,3
31,"u5",52,1,2
31,"u6",7,9,1
31,"u6",12,17,1
31,"u6",17,57,1
31,"u6",22,74,0
31,"u6",27,55,10
31,"u6",32,31,24
31,"u6",37,7,4
31,"u6",42,20,23
31,"u6",47,11,0
31,"u6",52,17,0
31,"u7",7,7,1
31,"u7",12,22,0
31,"u7",17,73,2
31,"u7",22,103,1
31,"u7",27,143,9
31,"u7",32,188,91
31,"u7",37,46,128
31,"u7",42,31,88
31,"u7",47,4,54
31,"u7",52,5,2
31,"u8",7,8,0
31,"u8",12,22,0
31,"u8",17,15,0
31,"u8",22,49,1
31,"u8",27,64,1
31,"u8",32,92,0
31,"u8",37,179,1
31,"u8",42,153,16
31,"u8",47,144,68
31,"u8",52,62,9
32,"u1",7,3,0
32,"u1",12,14,0
32,"u1",17,19,0
32,"u1",22,46,0
32,"u1",27,119,1
32,"u1",32,211,0
32,"u1",37,211,0
32,"u1",42,84,26
32,"u1",47,102,2
32,"u1",52,23,0
32,"u2",7,6,0
32,"u2",12,15,0
32,"u2",17,42,0
32,"u2",22,52,0
32,"u2",27,72,0
32,"u2",32,78,0
32,"u2",37,57,0
32,"u2",42,95,14
32,"u2",47,96,15
32,"u2",52,96,13
32,"u3",7,6,0
32,"u3",12,17,0
32,"u3",17,49,0
32,"u3",22,53,3
32,"u3",27,167,6
32,"u3",32,39,19
32,"u3",37,6,22
32,"u3",42,1,0
32,"u3",47,4,0
32,"u3",52,6,1
32,"u4",7,6,0
32,"u4",12,21,0
32,"u4",17,61,0
32,"u4",22,123,0
32,"u4",27,203,0
32,"u4",32,144,0
32,"u4",37,162,11
32,"u4",42,185,14
32,"u4",47,55,10
32,"u4",52,41,197
32,"u5",7,9,0
32,"u5",12,16,0
32,"u5",17,98,0
32,"u5",22,242,2
32,"u5",27,63,6
32,"u5",32,33,22
32,"u5",37,64,4
32,"u5",42,38,0
32,"u5",47,40,0
32,"u5",52,38,1
32,"u6",7,5,0
32,"u6",12,53,1
32,"u6",17,100,0
32,"u6",22,160,11
32,"u6",27,141,4
32,"u6",32,92,128
32,"u6",37,215,48
32,"u6",42,69,97
32,"u6",47,58,49
32,"u6",52,21,0
32,"u7",7,7,0
32,"u7",12,16,1
32,"u7",17,18,0
32,"u7",22,74,0
32,"u7",27,111,8
32,"u7",32,147,3
32,"u7",37,113,129
32,"u7",42,38,1
32,"u7",47,18,3
32,"u7",52,17,2
32,"u8",7,9,0
32,"u8",12,24,0
32,"u8",17,23,0
32,"u8",22,69,0
32,"u8",27,119,0
32,"u8",32,249,0
32,"u8",37,292,6
32,"u8",42,222,13
32,"u8",47,53,27
32,"u8",52,40,16
33,"u1",7,5,0
33,"u1",12,9,0
33,"u1",17,33,0
33,"u1",22,64,0
33,"u1",27,87,0
33,"u1",32,198,0
33,"u1",37,559,0
33,"u1",42,338,10
33,"u1",47,141,1
33,"u1",52,85,88
33,"u2",7,2,0
33,"u2",12,8,0
33,"u2",17,13,0
33,"u2",22,30,8
33,"u2",27,26,2
33,"u2",32,9,1
33,"u2",37,17,0
33,"u2",42,22,0
33,"u2",47,10,0
33,"u2",52,46,0
33,"u3",7,4,0
33,"u3",12,13,0
33,"u3",17,34,0
33,"u3",22,56,0
33,"u3",27,129,0
33,"u3",32,150,1
33,"u3",37,146,0
33,"u3",42,99,8
33,"u3",47,75,53
33,"u3",52,22,50
33,"u4",7,6,0
33,"u4",12,25,0
33,"u4",17,32,0
33,"u4",22,65,0
33,"u4",27,81,0
33,"u4",32,143,5
33,"u4",37,292,53
33,"u4",42,114,26
33,"u4",47,57,2
33,"u4",52,4,45
33,"u5",7,5,0
33,"u5",12,6,0
33,"u5",17,42,0
33,"u5",22,58,0
33,"u5",27,250,5
33,"u5",32,100,11
33,"u5",37,88,5
33,"u5",42,14,3
33,"u5",47,2,20
33,"u5",52,2,0
33,"u6",7,7,0
33,"u6",12,11,0
33,"u6",17,21,0
33,"u6",22,80,3
33,"u6",27,85,0
33,"u6",32,113,13
33,"u6",37,200,7
33,"u6",42,51,1
33,"u6",47,47,5
33,"u6",52,25,7
33,"u7",7,11,0
33,"u7",12,37,0
33,"u7",17,39,1
33,"u7",22,104,0
33,"u7",27,169,0
33,"u7",32,218,1
33,"u7",37,148,3
33,"u7",42,64,24
33,"u7",47,5,86
33,"u7",52,11,1
33,"u8",7,6,0
33,"u8",12,7,0
33,"u8",17,66,0
33,"u8",22,107,0
33,"u8",27,162,2
33,"u8",32,281,3
33,"u8",37,121,158
33,"u8",42,62,7
33,"u8",47,20,10
33,"u8",52,10,6
34,"u1",7,4,0
34,"u1",12,23,1
34,"u1",17,37,1
34,"u1",22,88,3
34,"u1",27,96,13
34,"u1",32,71,28
34,"u1",37,75,1
34,"u1",42,22,21
34,"u1",47,12,19
34,"u1",52,7,5
34,"u2",7,3,0
34,"u2",12,10,1
34,"u2",17,19,0
34,"u2",22,68,0
34,"u2",27,152,0
34,"u2",32,215,21
34,"u2",37,76,81
34,"u2",42,32,11
34,"u2",47,26,53
34,"u2",52,19,0
34,"u3",7,4,0
34,"u3",12,11,0
34,"u3",17,39,0
34,"u3",22,50,0
34,"u3",27,53,0
34,"u3",32,114,0
34,"u3",37,301,1
34,"u3",42,350,9
34,"u3",47,375,94
34,"u3",52,94,6
34,"u4",7,12,0
34,"u4",12,14,0
34,"u4",17,29,1
34,"u4",22,96,1
34,"u4",27,110,0
34,"u4",32,146,2
34,"u4",37,53,9
34,"u4",42,56,8
34,"u4",47,91,19
34,"u4",52,17,29
34,"u5",7,5,0
34,"u5",12,11,0
34,"u5",17,11,1
34,"u5",22,42,2
34,"u5",27,57,1
34,"u5",32,121,3
34,"u5",37,59,10
34,"u5",42,56,2
34,"u5",47,91,3
34,"u5",52,90,14
34,"u6",7,8,0
34,"u6",12,22,0
34,"u6",17,62,0
34,"u6",22,39,0
34,"u6",27,103,9
34,"u6",32,221,8
34,"u6",37,209,20
34,"u6",42,111,4
34,"u6",47,93,20
34,"u6",52,86,11
34,"u7",7,2,0
34,"u7",12,25,1
34,"u7",17,27,0
34,"u7",22,37,0
34,"u7",27,101,11
34,"u7",32,187,31
34,"u7",37,131,3
34,"u7",42,51,0
34,"u7",47,38,0
34,"u7",52,38,13
34,"u8",7,7,0
34,"u8",12,12,0
34,"u8",17,27,0
34,"u8",22,173,0
34,"u8",27,370,0
34,"u8",32,281,5
34,"u8",37,89,58
34,"u8",42,68,41
34,"u8",47,46,10
34,"u8",52,32,19
35,"u1",7,6,1
35,"u1",12,22,0
35,"u1",17,101,0
35,"u1",22,149,8
35,"u1",27,124,0
35,"u1",32,43,15
35,"u1",37,22,23
35,"u1",42,3,13
35,"u1",47,4,0
35,"u1",52,4,0
35,"u2",7,6,0
35,"u2",12,19,0
35,"u2",17,39,0
35,"u2",22,91,0
35,"u2",27,259,0
35,"u2",32,299,5
35,"u2",37,282,43
35,"u2",42,133,16
35,"u2",47,17,13
35,"u2",52,15,1
35,"u3",7,10,0
35,"u3",12,33,0
35,"u3",17,113,0
35,"u3",22,141,0
35,"u3",27,164,0
35,"u3",32,308,12
35,"u3",37,90,29
35,"u3",42,45,10
35,"u3",47,16,17
35,"u3",52,9,0
35,"u4",7,2,0
35,"u4",12,9,1
35,"u4",17,29,1
35,"u4",22,30,7
35,"u4",27,64,0
35,"u4",32,130,18
35,"u4",37,92,6
35,"u4",42,112,0
35,"u4",47,91,0
35,"u4",52,28,13
35,"u5",7,8,0
35,"u5",12,20,0
35,"u5",17,38,0
35,"u5",22,67,0
35,"u5",27,88,2
35,"u5",32,98,5
35,"u5",37,108,21
35,"u5",42,195,24
35,"u5",47,97,13
35,"u5",52,62,6
35,"u6",7,9,0
35,"u6",12,20,0
35,"u6",17,36,0
35,"u6",22,32,0
35,"u6",27,73,0
35,"u6",32,121,1
35,"u6",37,99,31
35,"u6",42,117,20
35,"u6",47,63,23
35,"u6",52,57,28
35,"u7",7,2,0
35,"u7",12,22,0
35,"u7",17,42,1
35,"u7",22,71,0
35,"u7",27,155,11
35,"u7",32,158,29
35,"u7",37,47,0
35,"u7",42,8,67
35,"u7",47,2,17
35,"u7",52,4,2
35,"u8",7,6,0
35,"u8",12,23,0
35,"u8",17,29,0
35,"u8",22,55,0
35,"u8",27,106,0
35,"u8",32,116,0
35,"u8",37,98,21
35,"u8",42,73,38
35,"u8",47,51,33
35,"u8",52,43,26
36,"u1",7,3,0
36,"u1",12,18,0
36,"u1",17,57,0
36,"u1",22,23,3
36,"u1",27,23,28
36,"u1",32,21,23
36,"u1",37,57,24
36,"u1",42,56,8
36,"u1",47,51,18
36,"u1",52,29,60
36,"u2",7,4,0
36,"u2",12,18,0
36,"u2",17,32,0
36,"u2",22,143,1
36,"u2",27,170,3
36,"u2",32,217,1
36,"u2",37,239,2
36,"u2",42,176,43
36,"u2",47,77,15
36,"u2",52,10,1
36,"u3",7,7,0
36,"u3",12,36,0
36,"u3",17,27,3
36,"u3",22,167,1
36,"u3",27,133,1
36,"u3",32,71,27
36,"u3",37,46,69
36,"u3",42,11,9
36,"u3",47,1,7
36,"u3",52,2,0
36,"u4",7,1,0
36,"u4",12,9,0
36,"u4",17,14,0
36,"u4",22,40,0
36,"u4",27,46,0
36,"u4",32,63,0
36,"u4",37,67,0
36,"u4",42,169,1
36,"u4",47,203,11
36,"u4",52,95,118
36,"u5",7,5,0
36,"u5",12,9,0
36,"u5",17,24,0
36,"u5",22,89,0
36,"u5",27,190,3
36,"u5",32,171,4
36,"u5",37,149,106
36,"u5",42,78,10
36,"u5",47,42,21
36,"u5",52,24,0
36,"u6",7,12,0
36,"u6",12,14,0
36,"u6",17,31,0
36,"u6",22,55,0
36,"u6",27,157,0
36,"u6",32,196,4
36,"u6",37,125,28
36,"u6",42,35,6
36,"u6",47,7,3
36,"u6",52,2,1
36,"u7",7,4,0
36,"u7",12,8,0
36,"u7",17,35,2
36,"u7",22,46,0
36,"u7",27,120,66
36,"u7",32,64,11
36,"u7",37,32,11
36,"u7",42,40,2
36,"u7",47,39,4
36,"u7",52,17,14
36,"u8",7,6,0
36,"u8",12,11,0
36,"u8",17,35,0
36,"u8",22,41,0
36,"u8",27,109,4
36,"u8",32,82,0
36,"u8",37,106,2
36,"u8",42,95,13
36,"u8",47,107,110
36,"u8",52,79,26
37,"u1",7,7,0
37,"u1",12,20,0
37,"u1",17,44,0
37,"u1",22,116,1
37,"u1",27,109,0
37,"u1",32,111,14
37,"u1",37,100,6
37,"u1",42,147,4
37,"u1",47,87,31
37,"u1",52,37,115
37,"u2",7,10,0
37,"u2",12,13,0
37,"u2",17,31,0
37,"u2",22,87,0
37,"u2",27,150,0
37,"u2",32,133,177
37,"u2",37,116,1
37,"u2",42,10,8
37,"u2",47,1,8
37,"u2",52,1,1
37,"u3",7,12,0
37,"u3",12,21,0
37,"u3",17,72,2
37,"u3",22,112,1
37,"u3",27,146,53
37,"u3",32,71,178
37,"u3",37,61,15
37,"u3",42,28,14
37,"u3",47,14,1
37,"u3",52,1,0
37,"u4",7,3,0
37,"u4",12,15,0
37,"u4",17,32,0
37,"u4",22,64,0
37,"u4",27,190,0
37,"u4",32,137,10
37,"u4",37,73,53
37,"u4",42,18,0
37,"u4",47,29,11
37,"u4",52,31,1
37,"u5",7,7,0
37,"u5",12,16,0
37,"u5",17,27,0
37,"u5",22,106,0
37,"u5",27,183,0
37,"u5",32,240,6
37,"u5",37,138,100
37,"u5",42,70,52
37,"u5",47,251,20
37,"u5",52,149,37
37,"u6",7,12,0
37,"u6",12,18,0
37,"u6",17,38,0
37,"u6",22,141,0
37,"u6",27,257,6
37,"u6",32,175,8
37,"u6",37,129,59
37,"u6",42,40,17
37,"u6",47,15,133
37,"u6",52,1,6
37,"u7",7,3,0
37,"u7",12,6,2
37,"u7",17,34,0
37,"u7",22,99,0
37,"u7",27,259,2
37,"u7",32,140,128
37,"u7",37,48,5
37,"u7",42,48,21
37,"u7",47,17,1
37,"u7",52,13,3
37,"u8",7,4,0
37,"u8",12,22,0
37,"u8",17,47,1
37,"u8",22,75,11
37,"u8",27,148,3
37,"u8",32,180,2
37,"u8",37,97,4
37,"u8",42,81,5
37,"u8",47,44,1
37,"u8",52,68,3
38,"u1",7,4,0
38,"u1",12,12,0
38,"u1",17,20,0
38,"u1",22,45,0
38,"u1",27,64,0
38,"u1",32,91,1
38,"u1",37,140,1
38,"u1",42,35,45
38,"u1",47,27,4
38,"u1",52,17,1
38,"u2",7,15,1
38,"u2",12,19,0
38,"u2",17,71,0
38,"u2",22,113,0
38,"u2",27,269,2
38,"u2",32,297,19
38,"u2",37,188,48
38,"u2",42,36,185
38,"u2",47,30,6
38,"u2",52,77,13
38,"u3",7,10,0
38,"u3",12,42,0
38,"u3",17,94,0
38,"u3",22,239,0
38,"u3",27,161,6
38,"u3",32,82,1
38,"u3",37,22,46
38,"u3",42,2,0
38,"u3",47,2,6
38,"u3",52,3,5
38,"u4",7,3,0
38,"u4",12,14,0
38,"u4",17,29,2
38,"u4",22,54,1
38,"u4",27,153,15
38,"u4",32,135,1
38,"u4",37,54,16
38,"u4",42,61,1
38,"u4",47,19,13
38,"u4",52,23,6
38,"u5",7,4,0
38,"u5",12,15,0
38,"u5",17,24,0
38,"u5",22,56,0
38,"u5",27,92,0
38,"u5",32,239,0
38,"u5",37,86,76
38,"u5",42,65,1
38,"u5",47,21,3
38,"u5",52,17,0
38,"u6",7,1,0
38,"u6",12,13,0
38,"u6",17,54,0
38,"u6",22,100,0
38,"u6",27,67,6
38,"u6",32,93,6
38,"u6",37,123,11
38,"u6",42,83,143
38,"u6",47,44,24
38,"u6",52,35,0
38,"u7",7,5,0
38,"u7",12,33,0
38,"u7",17,38,0
38,"u7",22,74,0
38,"u7",27,155,10
38,"u7",32,248,17
38,"u7",37,118,98
38,"u7",42,35,74
38,"u7",47,20,10
38,"u7",52,6,14
38,"u8",7,9,0
38,"u8",12,22,0
38,"u8",17,74,0
38,"u8",22,98,0
38,"u8",27,146,0
38,"u8",32,113,4
38,"u8",37,180,4
38,"u8",42,54,47
38,"u8",47,29,13
38,"u8",52,13,3
39,"u1",7,2,0
39,"u1",12,9,2
39,"u1",17,21,0
39,"u1",22,77,0
39,"u1",27,60,0
39,"u1",32,90,7
39,"u1",37,85,2
39,"u1",42,69,16
39,"u1",47,45,11
39,"u1",52,13,11
39,"u2",7,10,0
39,"u2",12,29,0
39,"u2",17,53,0
39,"u2",22,110,0
39,"u2",27,410,1
39,"u2",32,310,53
39,"u2",37,92,82
39,"u2",42,44,53
39,"u2",47,6,12
39,"u2",52,0,0
39,"u3",7,12,0
39,"u3",12,12,0
39,"u3",17,28,0
39,"u3",22,29,0
39,"u3",27,146,3
39,"u3",32,159,57
39,"u3",37,122,244
39,"u3",42,69,126
39,"u3",47,19,10
39,"u3",52,22,0
39,"u4",7,5,0
39,"u4",12,18,0
39,"u4",17,25,0
39,"u4",22,70,0
39,"u4",27,86,0
39,"u4",32,274,0
39,"u4",37,342,1
39,"u4",42,259,222
39,"u4",47,172,234
39,"u4",52,139,1
39,"u5",7,5,0
39,"u5",12,16,1
39,"u5",17,43,0
39,"u5",22,217,6
39,"u5",27,163,122
39,"u5",32,12,104
39,"u5",37,8,2
39,"u5",42,16,2
39,"u5",47,20,1
39,"u5",52,25,0
39,"u6",7,7,0
39,"u6",12,11,0
39,"u6",17,21,0
39,"u6",22,92,0
39,"u6",27,367,6
39,"u6",32,172,5
39,"u6",37,132,99
39,"u6",42,36,2
39,"u6",47,14,6
39,"u6",52,11,6
39,"u7",7,6,0
39,"u7",12,30,0
39,"u7",17,72,0
39,"u7",22,85,0
39,"u7",27,163,3
39,"u7",32,100,9
39,"u7",37,109,16
39,"u7",42,85,1
39,"u7",47,33,1
39,"u7",52,42,9
39,"u8",7,12,0
39,"u8",12,31,1
39,"u8",17,69,0
39,"u8",22,174,1
39,"u8",27,89,3
39,"u8",32,77,21
39,"u8",37,91,4
39,"u8",42,56,12
39,"u8",47,100,10
39,"u8",52,36,78
40,"u1",7,8,0
40,"u1",12,34,0
40,"u1",17,95,0
40,"u1",22,158,2
40,"u1",27,74,5
40,"u1",32,151,6
40,"u1",37,41,93
40,"u1",42,28,0
40,"u1",47,60,2
40,"u1",52,59,5
40,"u2",7,7,0
40,"u2",12,39,0
40,"u2",17,40,0
40,"u2",22,89,0
40,"u2",27,91,3
40,"u2",32,117,19
40,"u2",37,49,37
40,"u2",42,11,4
40,"u2",47,19,5
40,"u2",52,13,2
40,"u3",7,8,0
40,"u3",12,20,0
40,"u3",17,82,0
40,"u3",22,122,0
40,"u3",27,173,0
40,"u3",32,275,6
40,"u3",37,236,190
40,"u3",42,43,18
40,"u3",47,12,49
40,"u3",52,14,9
40,"u4",7,12,0
40,"u4",12,34,0
40,"u4",17,40,4
40,"u4",22,324,3
40,"u4",27,168,15
40,"u4",32,227,109
40,"u4",37,60,23
40,"u4",42,18,8
40,"u4",47,6,1
40,"u4",52,18,1
40,"u5",7,6,0
40,"u5",12,13,1
40,"u5",17,70,0
40,"u5",22,140,2
40,"u5",27,160,0
40,"u5",32,131,9
40,"u5",37,88,55
40,"u5",42,58,46
40,"u5",47,68,23
40,"u5",52,36,32
40,"u6",7,3,1
40,"u6",12,14,0
40,"u6",17,46,0
40,"u6",22,109,1
40,"u6",27,205,18
40,"u6",32,112,3
40,"u6",37,39,15
40,"u6",42,14,1
40,"u6",47,18,9
40,"u6",52,24,0
40,"u7",7,3,0
40,"u7",12,10,0
40,"u7",17,23,0
40,"u7",22,61,5
40,"u7",27,144,2
40,"u7",32,152,25
40,"u7",37,79,2
40,"u7",42,52,54
40,"u7",47,52,5
40,"u7",52,66,11
40,"u8",7,8,0
40,"u8",12,6,0
40,"u8",17,25,0
40,"u8",22,69,0
40,"u8",27,192,0
40,"u8",32,221,8
40,"u8",37,189,12
40,"u8",42,67,4
40,"u8",47,32,35
40,"u8",52,44,2
41,"u1",7,3,0
41,"u1",12,21,0
41,"u1",17,45,1
41,"u1",22,171,11
41,"u1",27,129,72
41,"u1",32,47,74
41,"u1",37,14,13
41,"u1",42,3,8
41,"u1",47,6,1
41,"u1",52,5,0
41,"u2",7,12,0
41,"u2",12,13,0
41,"u2",17,42,0
41,"u2",22,110,0
41,"u2",27,222,0
41,"u2",32,168,6
41,"u2",37,166,8
41,"u2",42,34,0
41,"u2",47,39,2
41,"u2",52,40,3
41,"u3",7,6,0
41,"u3",12,11,0
41,"u3",17,66,0
41,"u3",22,73,0
41,"u3",27,125,1
41,"u3",32,176,17
41,"u3",37,406,36
41,"u3",42,533,49
41,"u3",47,416,177
41,"u3",52,95,1
41,"u4",7,13,0
41,"u4",12,11,0
41,"u4",17,23,0
41,"u4",22,23,0
41,"u4",27,77,0
41,"u4",32,90,0
41,"u4",37,131,22
41,"u4",42,126,7
41,"u4",47,86,21
41,"u4",52,46,4
41,"u5",7,14,0
41,"u5",12,12,0
41,"u5",17,49,1
41,"u5",22,65,0
41,"u5",27,119,5
41,"u5",32,78,6
41,"u5",37,66,2
41,"u5",42,24,1
41,"u5",47,6,2
41,"u5",52,3,1
41,"u6",7,6,0
41,"u6",12,14,0
41,"u6",17,42,0
41,"u6",22,143,0
41,"u6",27,103,8
41,"u6",32,91,13
41,"u6",37,58,5
41,"u6",42,75,1
41,"u6",47,55,0
41,"u6",52,41,1
41,"u7",7,4,0
41,"u7",12,15,0
41,"u7",17,19,0
41,"u7",22,69,0
41,"u7",27,203,0
41,"u7",32,247,11
41,"u7",37,168,10
41,"u7",42,180,21
41,"u7",47,84,18
41,"u7",52,13,1
41,"u8",7,11,0
41,"u8",12,15,0
41,"u8",17,27,1
41,"u8",22,71,0
41,"u8",27,56,2
41,"u8",32,85,44
41,"u8",37,63,12
41,"u8",42,46,4
41,"u8",47,4,5
41,"u8",52,0,3
42,"u1",7,6,0
42,"u1",12,22,0
42,"u1",17,16,0
42,"u1",22,55,0
42,"u1",27,193,0
42,"u1",32,344,1
42,"u1",37,183,16
42,"u1",42,41,41
42,"u1",47,45,8
42,"u1",52,15,5
42,"u2",7,10,1
42,"u2",12,9,0
42,"u2",17,31,1
42,"u2",22,115,0
42,"u2",27,136,0
42,"u2",32,259,2
42,"u2",37,166,9
42,"u2",42,45,79
42,"u2",47,13,20
42,"u2",52,2,0
42,"u3",7,8,0
42,"u3",12,12,1
42,"u3",17,16,0
42,"u3",22,67,0
42,"u3",27,131,3
42,"u3",32,273,1
42,"u3",37,104,20
42,"u3",42,35,12
42,"u3",47,15,2
42,"u3",52,7,5
42,"u4",7,3,0
42,"u4",12,33,0
42,"u4",17,43,0
42,"u4",22,86,1
42,"u4",27,274,0
42,"u4",32,280,1
42,"u4",37,132,22
42,"u4",42,34,33
42,"u4",47,13,1
42,"u4",52,5,4
42,"u5",7,6,0
42,"u5",12,15,0
42,"u5",17,29,0
42,"u5",22,79,0
42,"u5",27,153,0
42,"u5",32,206,0
42,"u5",37,354,20
42,"u5",42,164,23
42,"u5",47,37,16
42,"u5",52,12,12
42,"u6",7,6,0
42,"u6",12,14,0
42,"u6",17,20,0
42,"u6",22,48,0
42,"u6",27,62,0
42,"u6",32,260,0
42,"u6",37,178,2
42,"u6",42,121,27
42,"u6",47,47,10
42,"u6",52,32,21
42,"u7",7,1,0
42,"u7",12,12,0
42,"u7",17,51,0
42,"u7",22,70,1
42,"u7",27,38,1
42,"u7",32,65,14
42,"u7",37,12,51
42,"u7",42,1,2
42,"u7",47,0,0
42,"u7",52,0,0
42,"u8",7,0,0
42,"u8",12,13,0
42,"u8",17,45,0
42,"u8",22,69,0
42,"u8",27,108,4
42,"u8",32,58,51
42,"u8",37,34,49
42,"u8",42,27,8
42,"u8",47,43,0
42,"u8",52,41,26
43,"u1",7,8,0
43,"u1",12,29,0
43,"u1",17,93,0
43,"u1",22,109,0
43,"u1",27,138,6
43,"u1",32,159,19
43,"u1",37,113,49
43,"u1",42,23,1
43,"u1",47,12,4
43,"u1",52,8,1
43,"u2",7,5,0
43,"u2",12,26,1
43,"u2",17,84,0
43,"u2",22,167,10
43,"u2",27,218,16
43,"u2",32,93,22
43,"u2",37,69,6
43,"u2",42,66,0
43,"u2",47,55,5
43,"u2",52,31,2
43,"u3",7,2,0
43,"u3",12,10,0
43,"u3",17,49,0
43,"u3",22,115,0
43,"u3",27,162,0
43,"u3",32,160,47
43,"u3",37,112,47
43,"u3",42,31,3
43,"u3",47,22,3
43,"u3",52,10,2
43,"u4",7,5,0
43,"u4",12,32,0
43,"u4",17,79,0
43,"u4",22,94,1
43,"u4",27,165,5
43,"u4",32,344,2
43,"u4",37,148,18
43,"u4",42,55,24
43,"u4",47,28,4
43,"u4",52,48,29
43,"u5",7,11,0
43,"u5",12,39,0
43,"u5",17,76,0
43,"u5",22,122,5
43,"u5",27,111,56
43,"u5",32,50,16
43,"u5",37,20,0
43,"u5",42,17,3
43,"u5",47,20,0
43,"u5",52,23,7
43,"u6",7,0,0
43,"u6",12,19,0
43,"u6",17,60,0
43,"u6",22,118,0
43,"u6",27,103,1
43,"u6",32,157,5
43,"u6",37,129,28
43,"u6",42,23,25
43,"u6",47,12,4
43,"u6",52,6,1
43,"u7",7,2,0
43,"u7",12,6,0
43,"u7",17,33,1
43,"u7",22,84,11
43,"u7",27,60,5
43,"u7",32,44,12
43,"u7",37,45,2
43,"u7",42,58,23
43,"u7",47,14,5
43,"u7",52,8,2
43,"u8",7,4,0
43,"u8",12,8,0
43,"u8",17,16,0
43,"u8",22,52,4
43,"u8",27,67,1
43,"u8",32,218,1
43,"u8",37,56,100
43,"u8",42,43,13
43,"u8",47,38,20
43,"u8",52,47,12
44,"u1",7,17,0
44,"u1",12,48,0
44,"u1",17,145,0
44,"u1",22,196,4
44,"u1",27,292,14
44,"u1",32,122,32
44,"u1",37,33,6
44,"u1",42,65,2
44,"u1",47,39,4
44,"u1",52,10,1
44,"u2",7,4,0
44,"u2",12,32,0
44,"u2",17,61,1
44,"u2",22,131,5
44,"u2",27,201,4
44,"u2",32,83,16
44,"u2",37,42,52
44,"u2",42,16,1
44,"u2",47,5,27
44,"u2",52,3,0
44,"u3",7,6,2
44,"u3",12,23,0
44,"u3",17,54,0
44,"u3",22,68,0
44,"u3",27,156,1
44,"u3",32,124,9
44,"u3",37,71,49
44,"u3",42,12,0
44,"u3",47,12,1
44,"u3",52,4,1
