"b","unit","day","dentadult","dentinf"
15,"u3",7,7,0
15,"u3",12,17,1
15,"u3",17,36,1
15,"u3",22,148,3
15,"u3",27,289,13
15,"u3",32,60,19
15,"u3",37,149,17
15,"u3",42,159,24
15,"u3",47,43,69
15,"u3",52,44,27
15,"u4",7,7,1
15,"u4",12,24,0
15,"u4",17,27,1
15,"u4",22,84,0
15,"u4",27,69,0
15,"u4",32,159,0
15,"u4",37,242,4
15,"u4",42,163,29
15,"u4",47,87,4
15,"u4",52,66,3
15,"u5",7,9,0
15,"u5",12,14,0
15,"u5",17,44,0
15,"u5",22,81,1
15,"u5",27,115,2
15,"u5",32,84,20
15,"u5",37,41,59
15,"u5",42,17,23
15,"u5",47,4,4
15,"u5",52,8,1
15,"u6",7,13,1
15,"u6",12,34,1
15,"u6",17,23,1
15,"u6",22,111,3
15,"u6",27,174,0
15,"u6",32,129,15
15,"u6",37,56,6
15,"u6",42,8,10
15,"u6",47,1,0
15,"u6",52,5,0
15,"u7",7,6,1
15,"u7",12,31,1
15,"u7",17,40,0
15,"u7",22,193,15
15,"u7",27,114,1
15,"u7",32,32,11
15,"u7",37,6,51
15,"u7",42,2,0
15,"u7",47,6,0
15,"u7",52,1,0
15,"u8",7,5,1
15,"u8",12,22,0
15,"u8",17,61,0
15,"u8",22,68,3
15,"u8",27,81,4
15,"u8",32,31,14
15,"u8",37,31,4
15,"u8",42,19,19
15,"u8",47,9,1
15,"u8",52,7,4
16,"u1",7,5,0
16,"u1",12,10,0
16,"u1",17,24,0
16,"u1",22,73,0
16,"u1",27,125,3
16,"u1",32,102,1
16,"u1",37,39,0
16,"u1",42,19,18
16,"u1",47,38,33
16,"u1",52,12,0
16,"u2",7,3,1
16,"u2",12,23,0
16,"u2",17,35,0
16,"u2",22,145,1
16,"u2",27,206,0
16,"u2",32,164,105
16,"u2",37,172,8
16,"u2",42,98,21
16,"u2",47,19,5
16,"u2",52,8,1
16,"u3",7,5,0
16,"u3",12,7,0
16,"u3",17,58,2
16,"u3",22,47,3
16,"u3",27,73,9
16,"u3",32,54,3
16,"u3",37,97,11
16,"u3",42,89,31
16,"u3",47,2,0
16,"u3",52,0,2
16,"u4",7,4,0
16,"u4",12,13,0
16,"u4",17,30,0
16,"u4",22,145,0
16,"u4",27,216,1
16,"u4",32,141,0
16,"u4",37,44,8
16,"u4",42,15,101
16,"u4",47,7,0
16,"u4",52,1,0
16,"u5",7,8,0
16,"u5",12,15,0
16,"u5",17,37,0
16,"u5",22,177,8
16,"u5",27,389,6
16,"u5",32,218,21
16,"u5",37,45,35
16,"u5",42,48,12
16,"u5",47,17,1
16,"u5",52,19,36
16,"u6",7,3,0
16,"u6",12,38,1
16,"u6",17,98,9
16,"u6",22,109,41
16,"u6",27,117,9
16,"u6",32,40,1
16,"u6",37,52,6
16,"u6",42,30,0
16,"u6",47,30,1
16,"u6",52,16,0
16,"u7",7,2,0
16,"u7",12,11,0
16,"u7",17,29,0
16,"u7",22,73,0
16,"u7",27,82,0
16,"u7",32,138,0
16,"u7",37,111,37
16,"u7",42,39,3
16,"u7",47,32,0
16,"u7",52,29,0
16,"u8",7,7,0
16,"u8",12,19,0
16,"u8",17,57,1
16,"u8",22,90,2
16,"u8",27,198,10
16,"u8",32,121,9
16,"u8",37,41,6
16,"u8",42,34,5
16,"u8",47,9,2
16,"u8",52,9,0
17,"u1",7,11,0
17,"u1",12,31,1
17,"u1",17,85,6
17,"u1",22,133,9
17,"u1",27,247,33
17,"u1",32,100,113
17,"u1",37,21,10
17,"u1",42,22,3
17,"u1",47,10,0
17,"u1",52,2,0
17,"u2",7,5,0
17,"u2",12,33,1
17,"u2",17,114,1
17,"u2",22,137,4
17,"u2",27,98,8
17,"u2",32,37,42
17,"u2",37,45,3
17,"u2",42,45,0
17,"u2",47,68,1
17,"u2",52,34,6
17,"u3",7,4,0
17,"u3",12,7,0
17,"u3",17,21,0
17,"u3",22,112,0
17,"u3",27,222,2
17,"u3",32,188,49
17,"u3",37,78,2
17,"u3",42,62,7
17,"u3",47,53,0
17,"u3",52,49,3
17,"u4",7,8,0
17,"u4",12,26,0
17,"u4",17,10,0
17,"u4",22,54,0
17,"u4",27,94,2
17,"u4",32,128,45
17,"u4",37,104,0
17,"u4",42,84,12
17,"u4",47,53,4
17,"u4",52,54,3
17,"u5",7,8,0
17,"u5",12,3,0
17,"u5",17,13,0
17,"u5",22,56,0
17,"u5",27,99,0
17,"u5",32,243,3
17,"u5",37,386,5
17,"u5",42,87,58
17,"u5",47,45,8
17,"u5",52,22,1
17,"u6",7,4,0
17,"u6",12,13,0
17,"u6",17,30,0
17,"u6",22,49,14
17,"u6",27,29,6
17,"u6",32,22,0
17,"u6",37,13,0
17,"u6",42,22,2
17,"u6",47,23,2
17,"u6",52,30,1
17,"u7",7,3,0
17,"u7",12,33,0
17,"u7",17,80,0
17,"u7",22,236,0
17,"u7",27,263,1
17,"u7",32,221,0
17,"u7",37,281,1
17,"u7",42,271,1
17,"u7",47,87,9
17,"u7",52,130,79
17,"u8",7,8,0
17,"u8",12,7,0
17,"u8",17,41,0
17,"u8",22,129,0
17,"u8",27,168,17
17,"u8",32,165,17
17,"u8",37,203,1
17,"u8",42,132,171
17,"u8",47,59,20
17,"u8",52,49,0
18,"u1",7,5,0
18,"u1",12,19,0
18,"u1",17,51,0
18,"u1",22,84,1
18,"u1",27,42,0
18,"u1",32,16,21
18,"u1",37,26,33
18,"u1",42,39,0
18,"u1",47,27,4
18,"u1",52,47,0
18,"u2",7,9,0
18,"u2",12,26,0
18,"u2",17,113,0
18,"u2",22,212,13
18,"u2",27,146,84
18,"u2",32,50,47
18,"u2",37,13,7
18,"u2",42,22,8
18,"u2",47,20,26
18,"u2",52,40,3
18,"u3",7,9,0
18,"u3",12,25,0
18,"u3",17,37,0
18,"u3",22,57,0
18,"u3",27,164,26
18,"u3",32,224,11
18,"u3",37,162,3
18,"u3",42,103,18
18,"u3",47,47,0
18,"u3",52,40,6
18,"u4",7,5,0
18,"u4",12,12,0
18,"u4",17,37,1
18,"u4",22,87,1
18,"u4",27,96,12
18,"u4",32,64,12
18,"u4",37,14,7
18,"u4",42,12,5
18,"u4",47,12,1
18,"u4",52,12,3
18,"u5",7,3,0
18,"u5",12,22,0
18,"u5",17,88,0
18,"u5",22,185,1
18,"u5",27,111,3
18,"u5",32,89,95
18,"u5",37,56,28
18,"u5",42,38,0
18,"u5",47,27,37
18,"u5",52,14,28
18,"u6",7,5,0
18,"u6",12,29,0
18,"u6",17,41,6
18,"u6",22,130,0
18,"u6",27,244,22
18,"u6",32,54,11
18,"u6",37,7,3
18,"u6",42,5,0
18,"u6",47,5,0
18,"u6",52,2,0
18,"u7",7,11,0
18,"u7",12,27,0
18,"u7",17,35,0
18,"u7",22,110,0
18,"u7",27,122,0
18,"u7",32,231,10
18,"u7",37,164,28
18,"u7",42,46,26
18,"u7",47,27,0
18,"u7",52,33,10
18,"u8",7,10,0
18,"u8",12,14,0
18,"u8",17,51,0
18,"u8",22,50,0
18,"u8",27,196,11
18,"u8",32,66,21
18,"u8",37,5,0
18,"u8",42,12,9
18,"u8",47,4,0
18,"u8",52,6,3
19,"u1",7,8,0
19,"u1",12,17,1
19,"u1",17,12,0
19,"u1",22,68,1
19,"u1",27,61,0
19,"u1",32,204,0
19,"u1",37,177,17
19,"u1",42,108,21
19,"u1",47,51,133
19,"u1",52,46,23
19,"u2",7,7,0
19,"u2",12,19,0
19,"u2",17,52,1
19,"u2",22,89,1
19,"u2",27,237,2
19,"u2",32,145,10
19,"u2",37,113,30
19,"u2",42,59,8
19,"u2",47,21,4
19,"u2",52,12,17
19,"u3",7,3,0
19,"u3",12,18,0
19,"u3",17,49,0
19,"u3",22,62,0
19,"u3",27,146,0
19,"u3",32,351,5
19,"u3",37,292,7
19,"u3",42,95,110
19,"u3",47,115,11
19,"u3",52,102,7
19,"u4",7,4,0
19,"u4",12,22,0
19,"u4",17,28,0
19,"u4",22,79,0
19,"u4",27,85,0
19,"u4",32,190,0
19,"u4",37,214,5
19,"u4",42,264,67
19,"u4",47,71,29
19,"u4",52,36,2
19,"u5",7,6,0
19,"u5",12,25,0
19,"u5",17,91,0
19,"u5",22,109,159
19,"u5",27,56,24
19,"u5",32,43,16
19,"u5",37,11,5
19,"u5",42,2,0
19,"u5",47,0,1
19,"u5",52,0,0
19,"u6",7,13,0
19,"u6",12,33,0
19,"u6",17,83,0
19,"u6",22,175,0
19,"u6",27,195,5
19,"u6",32,206,13
19,"u6",37,28,2
19,"u6",42,27,81
19,"u6",47,23,13
19,"u6",52,17,17
19,"u7",7,3,0
19,"u7",12,11,0
19,"u7",17,84,0
19,"u7",22,87,1
19,"u7",27,164,6
19,"u7",32,86,86
19,"u7",37,42,5
19,"u7",42,5,25
19,"u7",47,0,0
19,"u7",52,2,1
19,"u8",7,12,1
19,"u8",12,41,0
19,"u8",17,107,14
19,"u8",22,88,6
19,"u8",27,120,68
19,"u8",32,30,3
19,"u8",37,24,9
19,"u8",42,86,0
19,"u8",47,61,3
19,"u8",52,48,1
20,"u1",7,10,0
20,"u1",12,17,0
20,"u1",17,76,0
20,"u1",22,113,0
20,"u1",27,137,0
20,"u1",32,173,4
20,"u1",37,220,31
20,"u1",42,38,4
20,"u1",47,9,4
20,"u1",52,5,0
20,"u2",7,11,0
20,"u2",12,34,0
20,"u2",17,41,0
20,"u2",22,82,0
20,"u2",27,145,2
20,"u2",32,101,13
20,"u2",37,99,23
20,"u2",42,46,187
20,"u2",47,63,1
20,"u2",52,62,17
20,"u3",7,6,0
20,"u3",12,23,0
20,"u3",17,68,0
20,"u3",22,135,2
20,"u3",27,133,9
20,"u3",32,43,47
20,"u3",37,64,12
20,"u3",42,25,25
20,"u3",47,21,1
20,"u3",52,20,3
20,"u4",7,8,0
20,"u4",12,10,0
20,"u4",17,28,0
20,"u4",22,91,0
20,"u4",27,378,1
20,"u4",32,416,69
20,"u4",37,124,46
20,"u4",42,35,6
20,"u4",47,13,0
20,"u4",52,11,6
20,"u5",7,11,0
20,"u5",12,25,0
20,"u5",17,56,0
20,"u5",22,154,4
20,"u5",27,179,7
20,"u5",32,115,5
20,"u5",37,4,42
20,"u5",42,4,5
20,"u5",47,0,0
20,"u5",52,0,0
20,"u6",7,11,0
20,"u6",12,20,0
20,"u6",17,37,0
20,"u6",22,76,1
20,"u6",27,116,69
20,"u6",32,50,115
20,"u6",37,44,4
20,"u6",42,38,19
20,"u6",47,9,5
20,"u6",52,4,0
20,"u7",7,9,0
20,"u7",12,25,0
20,"u7",17,93,7
20,"u7",22,377,15
20,"u7",27,249,154
20,"u7",32,36,13
20,"u7",37,23,4
20,"u7",42,6,1
20,"u7",47,1,0
20,"u7",52,10,0
20,"u8",7,10,0
20,"u8",12,15,0
20,"u8",17,72,0
20,"u8",22,102,0
20,"u8",27,308,0
20,"u8",32,164,17
20,"u8",37,136,93
20,"u8",42,22,10
20,"u8",47,4,3
20,"u8",52,4,3
21,"u1",7,10,0
21,"u1",12,22,0
21,"u1",17,57,0
21,"u1",22,138,0
21,"u1",27,115,1
21,"u1",32,219,6
21,"u1",37,127,2
21,"u1",42,82,61
21,"u1",47,43,2
21,"u1",52,40,4
21,"u2",7,2,0
21,"u2",12,14,0
21,"u2",17,23,0
21,"u2",22,123,0
21,"u2",27,72,0
21,"u2",32,126,12
21,"u2",37,52,15
21,"u2",42,39,6
21,"u2",47,41,3
21,"u2",52,8,3
21,"u3",7,6,0
21,"u3",12,13,0
21,"u3",17,11,0
21,"u3",22,39,0
21,"u3",27,169,0
21,"u3",32,615,1
21,"u3",37,584,210
21,"u3",42,91,6
21,"u3",47,127,0
21,"u3",52,34,26
21,"u4",7,3,0
21,"u4",12,26,0
21,"u4",17,80,0
21,"u4",22,84,8
21,"u4",27,111,2
21,"u4",32,77,18
21,"u4",37,11,23
21,"u4",42,50,2
21,"u4",47,53,3
21,"u4",52,53,3
21,"u5",7,8,0
21,"u5",12,7,0
21,"u5",17,29,0
21,"u5",22,49,1
21,"u5",27,162,0
21,"u5",32,77,10
21,"u5",37,117,46
21,"u5",42,39,13
21,"u5",47,12,5
21,"u5",52,17,6
21,"u6",7,6,0
21,"u6",12,44,0
21,"u6",17,115,0
21,"u6",22,217,9
21,"u6",27,226,0
21,"u6",32,186,7
21,"u6",37,93,213
21,"u6",42,54,25
21,"u6",47,23,19
21,"u6",52,51,4
21,"u7",7,11,0
21,"u7",12,20,0
21,"u7",17,120,0
21,"u7",22,197,0
21,"u7",27,374,0
21,"u7",32,328,4
21,"u7",37,228,4
21,"u7",42,260,6
21,"u7",47,71,27
21,"u7",52,45,6
21,"u8",7,5,0
21,"u8",12,14,0
21,"u8",17,10,0
21,"u8",22,32,0
21,"u8",27,33,0
21,"u8",32,77,0
21,"u8",37,50,0
21,"u8",42,127,1
21,"u8",47,162,7
21,"u8",52,69,102
22,"u1",7,2,0
22,"u1",12,5,0
22,"u1",17,32,0
22,"u1",22,77,0
22,"u1",27,140,0
22,"u1",32,252,0
22,"u1",37,411,5
22,"u1",42,522,166
22,"u1",47,79,20
22,"u1",52,35,2
22,"u2",7,7,0
22,"u2",12,4,0
22,"u2",17,24,0
22,"u2",22,80,0
22,"u2",27,107,0
22,"u2",32,119,1
22,"u2",37,32,11
22,"u2",42,34,1
22,"u2",47,22,9
22,"u2",52,11,2
22,"u3",7,8,0
22,"u3",12,8,0
22,"u3",17,61,0
22,"u3",22,179,3
22,"u3",27,139,18
22,"u3",32,185,27
22,"u3",37,45,44
22,"u3",42,46,12
22,"u3",47,3,17
22,"u3",52,8,4
22,"u4",7,6,0
22,"u4",12,18,1
22,"u4",17,66,1
22,"u4",22,129,0
22,"u4",27,90,5
22,"u4",32,65,3
22,"u4",37,26,15
22,"u4",42,7,52
22,"u4",47,9,2
22,"u4",52,18,5
22,"u5",7,8,0
22,"u5",12,10,0
22,"u5",17,32,0
22,"u5",22,73,0
22,"u5",27,168,0
22,"u5",32,142,19
22,"u5",37,37,56
22,"u5",42,8,26
22,"u5",47,7,5
22,"u5",52,16,0
22,"u6",7,7,0
22,"u6",12,23,0
22,"u6",17,68,0
22,"u6",22,102,0
22,"u6",27,122,1
22,"u6",32,207,3
22,"u6",37,139,321
22,"u6",42,119,39
22,"u6",47,16,20
22,"u6",52,8,15
22,"u7",7,0,0
22,"u7",12,12,0
22,"u7",17,25,1
22,"u7",22,123,1
22,"u7",27,198,3
22,"u7",32,141,14
22,"u7",37,92,136
22,"u7",42,74,70
22,"u7",47,32,16
22,"u7",52,8,7
22,"u8",7,10,0
22,"u8",12,16,0
22,"u8",17,23,0
22,"u8",22,44,0
22,"u8",27,66,1
22,"u8",32,45,4
22,"u8",37,15,6
22,"u8",42,3,4
22,"u8",47,2,3
22,"u8",52,1,0
23,"u1",7,9,0
23,"u1",12,35,0
23,"u1",17,138,0
23,"u1",22,212,0
23,"u1",27,171,4
23,"u1",32,150,18
23,"u1",37,20,152
23,"u1",42,23,19
23,"u1",47,9,1
23,"u1",52,1,3
23,"u2",7,6,0
23,"u2",12,13,0
23,"u2",17,21,0
23,"u2",22,45,0
23,"u2",27,202,0
23,"u2",32,159,1
23,"u2",37,236,0
23,"u2",42,101,66
23,"u2",47,72,193
23,"u2",52,27,61
23,"u3",7,3,0
23,"u3",12,20,1
23,"u3",17,59,3
23,"u3",22,123,1
23,"u3",27,170,26
23,"u3",32,70,4
23,"u3",37,40,3
23,"u3",42,20,31
23,"u3",47,28,7
23,"u3",52,17,0
23,"u4",7,6,0
23,"u4",12,28,0
23,"u4",17,114,0
23,"u4",22,270,3
23,"u4",27,394,27
23,"u4",32,218,48
23,"u4",37,58,28
23,"u4",42,26,2
23,"u4",47,21,4
23,"u4",52,22,4
23,"u5",7,8,0
23,"u5",12,10,1
23,"u5",17,85,2
23,"u5",22,85,1
23,"u5",27,158,5
23,"u5",32,100,6
23,"u5",37,45,9
23,"u5",42,67,11
23,"u5",47,44,8
23,"u5",52,18,5
23,"u6",7,1,0
23,"u6",12,27,0
23,"u6",17,64,0
23,"u6",22,97,1
23,"u6",27,107,0
23,"u6",32,128,13
23,"u6",37,24,25
23,"u6",42,17,0
23,"u6",47,38,12
23,"u6",52,18,18
23,"u7",7,2,0
23,"u7",12,16,0
23,"u7",17,66,2
23,"u7",22,174,1
23,"u7",27,112,1
23,"u7",32,222,8
23,"u7",37,65,28
23,"u7",42,21,26
23,"u7",47,28,8
23,"u7",52,30,8
23,"u8",7,4,0
23,"u8",12,13,0
23,"u8",17,95,1
23,"u8",22,262,0
23,"u8",27,186,144
23,"u8",32,66,1
23,"u8",37,32,13
23,"u8",42,13,17
23,"u8",47,7,1
23,"u8",52,6,0
24,"u1",7,4,0
24,"u1",12,17,0
24,"u1",17,61,0
24,"u1",22,138,0
24,"u1",27,98,1
24,"u1",32,233,0
24,"u1",37,119,37
24,"u1",42,185,34
24,"u1",47,120,137
24,"u1",52,20,23
24,"u2",7,13,0
24,"u2",12,14,0
24,"u2",17,55,0
24,"u2",22,53,6
24,"u2",27,44,13
24,"u2",32,41,9
24,"u2",37,18,7
24,"u2",42,4,13
24,"u2",47,4,0
24,"u2",52,6,2
24,"u3",7,5,0
24,"u3",12,7,0
24,"u3",17,11,0
24,"u3",22,52,0
24,"u3",27,90,0
24,"u3",32,113,0
24,"u3",37,161,4
24,"u3",42,170,16
24,"u3",47,81,164
24,"u3",52,49,39
24,"u4",7,3,1
24,"u4",12,18,0
24,"u4",17,62,1
24,"u4",22,91,68
24,"u4",27,22,0
24,"u4",32,14,8
24,"u4",37,20,1
24,"u4",42,24,2
24,"u4",47,25,1
24,"u4",52,4,4
24,"u5",7,8,0
24,"u5",12,25,0
24,"u5",17,126,0
24,"u5",22,197,5
24,"u5",27,222,1
24,"u5",32,59,56
24,"u5",37,40,35
24,"u5",42,22,2
24,"u5",47,58,0
24,"u5",52,18,13
24,"u6",7,9,0
24,"u6",12,19,0
24,"u6",17,19,0
24,"u6",22,74,2
24,"u6",27,61,5
24,"u6",32,108,5
24,"u6",37,25,67
24,"u6",42,36,4
24,"u6",47,67,40
24,"u6",52,78,16
24,"u7",7,2,0
24,"u7",12,18,0
24,"u7",17,22,0
24,"u7",22,51,0
24,"u7",27,65,0
24,"u7",32,102,0
24,"u7",37,335,3
24,"u7",42,449,1
24,"u7",47,179,174
24,"u7",52,72,7
24,"u8",7,9,0
24,"u8",12,10,0
24,"u8",17,42,0
24,"u8",22,46,0
24,"u8",27,175,1
24,"u8",32,177,10
24,"u8",37,153,6
24,"u8",42,112,22
24,"u8",47,41,5
24,"u8",52,33,10
25,"u1",7,6,0
25,"u1",12,6,0
25,"u1",17,41,0
25,"u1",22,85,0
25,"u1",27,88,11
25,"u1",32,245,14
25,"u1",37,76,12
25,"u1",42,32,29
25,"u1",47,17,0
25,"u1",52,17,0
25,"u2",7,7,0
25,"u2",12,13,0
25,"u2",17,37,0
25,"u2",22,38,0
25,"u2",27,157,14
25,"u2",32,193,22
25,"u2",37,89,0
25,"u2",42,23,5
25,"u2",47,1,11
25,"u2",52,1,0
25,"u3",7,9,0
25,"u3",12,16,1
25,"u3",17,23,4
25,"u3",22,23,0
25,"u3",27,48,1
25,"u3",32,79,66
25,"u3",37,44,153
25,"u3",42,15,0
25,"u3",47,6,0
25,"u3",52,9,0
25,"u4",7,9,0
25,"u4",12,12,0
25,"u4",17,29,0
25,"u4",22,30,0
25,"u4",27,76,2
25,"u4",32,120,26
25,"u4",37,65,6
25,"u4",42,63,7
25,"u4",47,44,0
25,"u4",52,52,2
25,"u5",7,4,0
25,"u5",12,26,0
25,"u5",17,72,0
25,"u5",22,83,0
25,"u5",27,148,0
25,"u5",32,379,6
25,"u5",37,344,1
25,"u5",42,93,50
25,"u5",47,50,18
25,"u5",52,38,17
25,"u6",7,6,0
25,"u6",12,13,0
25,"u6",17,43,0
25,"u6",22,144,3
25,"u6",27,131,95
25,"u6",32,151,3
25,"u6",37,37,10
25,"u6",42,25,0
25,"u6",47,25,11
25,"u6",52,12,4
25,"u7",7,4,0
25,"u7",12,13,1
25,"u7",17,35,0
25,"u7",22,41,0
25,"u7",27,97,0
25,"u7",32,363,3
25,"u7",37,386,32
25,"u7",42,159,135
25,"u7",47,256,67
25,"u7",52,176,20
25,"u8",7,6,0
25,"u8",12,37,0
25,"u8",17,39,0
25,"u8",22,74,2
25,"u8",27,148,2
25,"u8",32,150,6
25,"u8",37,66,25
25,"u8",42,40,237
25,"u8",47,18,0
25,"u8",52,6,0
26,"u1",7,8,0
26,"u1",12,17,0
26,"u1",17,48,0
26,"u1",22,85,0
26,"u1",27,229,5
26,"u1",32,273,9
26,"u1",37,36,10
26,"u1",42,18,5
26,"u1",47,13,8
26,"u1",52,8,2
26,"u2",7,15,0
26,"u2",12,23,0
26,"u2",17,101,3
26,"u2",22,197,5
26,"u2",27,161,2
26,"u2",32,80,17
26,"u2",37,55,4
26,"u2",42,62,0
26,"u2",47,81,6
26,"u2",52,69,26
26,"u3",7,8,0
26,"u3",12,22,0
26,"u3",17,25,0
26,"u3",22,151,1
26,"u3",27,92,19
26,"u3",32,87,229
26,"u3",37,28,20
26,"u3",42,5,1
26,"u3",47,1,0
26,"u3",52,2,0
26,"u4",7,5,0
26,"u4",12,26,0
26,"u4",17,22,2
26,"u4",22,99,10
26,"u4",27,178,1
26,"u4",32,97,47
26,"u4",37,17,20
26,"u4",42,8,0
26,"u4",47,5,0
26,"u4",52,6,0
26,"u5",7,15,0
26,"u5",12,24,0
26,"u5",17,56,0
26,"u5",22,132,1
26,"u5",27,157,5
26,"u5",32,100,13
26,"u5",37,57,8
26,"u5",42,35,29
26,"u5",47,12,2
26,"u5",52,8,2
26,"u6",7,5,0
26,"u6",12,20,0
26,"u6",17,24,1
26,"u6",22,36,0
26,"u6",27,67,1
26,"u6",32,80,7
26,"u6",37,60,2
26,"u6",42,67,4
26,"u6",47,5,26
26,"u6",52,5,1
26,"u7",7,5,0
26,"u7",12,15,0
26,"u7",17,57,0
26,"u7",22,175,1
26,"u7",27,311,111
26,"u7",32,151,24
26,"u7",37,189,89
26,"u7",42,56,45
26,"u7",47,92,43
26,"u7",52,165,153
26,"u8",7,9,0
26,"u8",12,18,0
26,"u8",17,40,0
26,"u8",22,101,19
26,"u8",27,139,0
26,"u8",32,103,70
26,"u8",37,51,5
26,"u8",42,38,11
26,"u8",47,35,1
26,"u8",52,30,1
27,"u1",7,3,0
27,"u1",12,14,2
27,"u1",17,22,0
27,"u1",22,26,0
27,"u1",27,22,0
27,"u1",32,71,0
27,"u1",37,173,32
27,"u1",42,112,264
27,"u1",47,75,0
27,"u1",52,14,0
27,"u2",7,7,0
27,"u2",12,23,0
27,"u2",17,172,0
27,"u2",22,229,0
27,"u2",27,331,6
27,"u2",32,204,95
27,"u2",37,93,8
27,"u2",42,42,26
27,"u2",47,35,0
27,"u2",52,19,2
27,"u3",7,10,0
27,"u3",12,9,0
27,"u3",17,25,0
27,"u3",22,71,3
27,"u3",27,37,2
27,"u3",32,95,0
27,"u3",37,111,33
27,"u3",42,88,6
27,"u3",47,66,4
27,"u3",52,19,8
27,"u4",7,4,0
27,"u4",12,12,0
27,"u4",17,46,0
27,"u4",22,235,2
27,"u4",27,120,38
27,"u4",32,59,29
27,"u4",37,11,42
27,"u4",42,5,1
27,"u4",47,0,6
27,"u4",52,2,1
27,"u5",7,5,0
27,"u5",12,31,0
27,"u5",17,59,0
27,"u5",22,64,0
27,"u5",27,267,2
27,"u5",32,160,5
27,"u5",37,116,6
27,"u5",42,68,16
27,"u5",47,23,3
27,"u5",52,6,32
27,"u6",7,9,0
27,"u6",12,9,0
27,"u6",17,24,0
27,"u6",22,58,1
27,"u6",27,124,0
27,"u6",32,158,2
27,"u6",37,129,10
27,"u6",42,62,7
27,"u6",47,19,34
27,"u6",52,4,17
27,"u7",7,4,0
27,"u7",12,14,0
27,"u7",17,35,0
27,"u7",22,63,0
27,"u7",27,263,2
27,"u7",32,362,18
27,"u7",37,104,10
27,"u7",42,30,28
27,"u7",47,9,2
27,"u7",52,3,72
27,"u8",7,3,0
27,"u8",12,14,0
27,"u8",17,34,1
27,"u8",22,55,0
27,"u8",27,68,20
27,"u8",32,33,11
27,"u8",37,93,5
27,"u8",42,99,6
27,"u8",47,46,5
27,"u8",52,21,6
28,"u1",7,4,0
28,"u1",12,8,0
28,"u1",17,28,1
28,"u1",22,130,2
28,"u1",27,102,56
28,"u1",32,143,2
28,"u1",37,79,54
28,"u1",42,40,30
28,"u1",47,21,3
28,"u1",52,15,3
28,"u2",7,5,0
28,"u2",12,17,0
28,"u2",17,17,0
28,"u2",22,47,1
28,"u2",27,75,1
28,"u2",32,76,0
28,"u2",37,225,0
28,"u2",42,198,148
28,"u2",47,94,9
28,"u2",52,77,0
28,"u3",7,8,0
28,"u3",12,12,1
28,"u3",17,36,0
28,"u3",22,53,0
28,"u3",27,90,3
28,"u3",32,110,27
28,"u3",37,192,31
28,"u3",42,96,18
28,"u3",47,51,11
28,"u3",52,24,43
28,"u4",7,10,0
28,"u4",12,8,0
28,"u4",17,48,0
28,"u4",22,37,0
28,"u4",27,124,1
28,"u4",32,101,9
28,"u4",37,69,5
28,"u4",42,13,11
28,"u4",47,10,1
28,"u4",52,2,0
28,"u5",7,1,1
28,"u5",12,15,0
28,"u5",17,21,1
28,"u5",22,49,1
28,"u5",27,69,0
28,"u5",32,99,0
28,"u5",37,126,25
28,"u5",42,77,4
28,"u5",47,36,4
28,"u5",52,14,0
28,"u6",7,6,0
28,"u6",12,28,0
28,"u6",17,33,0
28,"u6",22,60,0
28,"u6",27,176,0
28,"u6",32,249,6
28,"u6",37,272,10
28,"u6",42,61,38
28,"u6",47,29,5
28,"u6",52,15,1
28,"u7",7,4,0
28,"u7",12,48,0
28,"u7",17,50,0
28,"u7",22,137,0
28,"u7",27,213,0
28,"u7",32,135,1
28,"u7",37,126,13
28,"u7",42,92,67
28,"u7",47,24,15
28,"u7",52,93,5
28,"u8",7,3,0
28,"u8",12,6,0
28,"u8",17,46,0
28,"u8",22,48,0
28,"u8",27,115,0
28,"u8",32,298,0
28,"u8",37,157,1
28,"u8",42,216,24
28,"u8",47,134,9
28,"u8",52,15,56
29,"u1",7,5,0
29,"u1",12,22,1
29,"u1",17,145,0
29,"u1",22,140,0
29,"u1",27,249,14
29,"u1",32,108,25
29,"u1",37,50,2
29,"u1",42,33,2
29,"u1",47,69,4
29,"u1",52,84,8
29,"u2",7,7,0
29,"u2",12,8,0
29,"u2",17,23,3
29,"u2",22,70,1
29,"u2",27,109,3
29,"u2",32,26,53
29,"u2",37,12,6
29,"u2",42,7,5
29,"u2",47,3,0
29,"u2",52,0,1
29,"u3",7,6,0
29,"u3",12,21,0
29,"u3",17,38,0
29,"u3",22,77,0
29,"u3",27,115,0
29,"u3",32,105,6
29,"u3",37,90,12
29,"u3",42,31,22
29,"u3",47,29,3
29,"u3",52,32,0
29,"u4",7,9,0
29,"u4",12,21,0
29,"u4",17,56,0
29,"u4",22,123,1
29,"u4",27,208,1
29,"u4",32,130,1
29,"u4",37,39,36
29,"u4",42,18,2
29,"u4",47,13,1
29,"u4",52,12,2
29,"u5",7,8,0
29,"u5",12,30,0
29,"u5",17,106,0
29,"u5",22,315,20
29,"u5",27,164,24
29,"u5",32,79,15
29,"u5",37,66,3
29,"u5",42,29,9
29,"u5",47,50,3
29,"u5",52,23,0
29,"u6",7,3,0
29,"u6",12,12,0
29,"u6",17,31,0
29,"u6",22,85,0
29,"u6",27,198,0
29,"u6",32,221,0
29,"u6",37,290,0
29,"u6",42,254,29
29,"u6",47,141,188
29,"u6",52,76,22
29,"u7",7,6,0
29,"u7",12,9,0
29,"u7",17,113,0
29,"u7",22,139,0
29,"u7",27,226,7
