b,unit,day,dentadult,dentinf,lumadult,luminf
50,u7,37.0,3.0,10.0,8.0,10.0
50,u7,42.0,1.0,2.0,3.0,11.0
50,u7,47.0,5.0,0.0,4.0,1.0
50,u7,52.0,0.0,2.0,1.0,5.0
50,u8,7.0,2.0,0.0,1.0,0.0
50,u8,12.0,13.0,0.0,3.0,0.0
50,u8,17.0,73.0,2.0,3.0,0.0
50,u8,22.0,38.0,14.0,24.0,1.0
50,u8,27.0,112.0,43.0,43.0,14.0
50,u8,32.0,159.0,18.0,9.0,36.0
50,u8,37.0,72.0,29.0,11.0,7.0
50,u8,42.0,34.0,7.0,5.0,1.0
50,u8,47.0,15.0,0.0,4.0,2.0
50,u8,52.0,13.0,2.0,0.0,0.0
51,u1,7.0,8.0,0.0,0.0,0.0
51,u1,12.0,10.0,0.0,3.0,0.0
51,u1,17.0,14.0,1.0,0.0,0.0
51,u1,22.0,30.0,0.0,5.0,0.0
51,u1,27.0,41.0,1.0,3.0,0.0
51,u1,32.0,28.0,4.0,8.0,4.0
51,u1,37.0,37.0,5.0,24.0,1.0
51,u1,42.0,102.0,10.0,3.0,2.0
51,u1,47.0,34.0,19.0,1.0,0.0
51,u1,52.0,17.0,0.0,2.0,0.0
51,u2,7.0,7.0,0.0,0.0,0.0
51,u2,12.0,10.0,0.0,1.0,0.0
51,u2,17.0,20.0,0.0,20.0,0.0
51,u2,22.0,57.0,3.0,20.0,0.0
51,u2,27.0,89.0,3.0,24.0,6.0
51,u2,32.0,135.0,45.0,25.0,18.0
51,u2,37.0,35.0,19.0,15.0,13.0
51,u2,42.0,3.0,3.0,22.0,18.0
51,u2,47.0,1.0,1.0,6.0,3.0
51,u2,52.0,3.0,0.0,0.0,1.0
51,u3,7.0,4.0,0.0,1.0,0.0
51,u3,12.0,20.0,2.0,4.0,0.0
51,u3,17.0,65.0,2.0,2.0,4.0
51,u3,22.0,7.0,10.0,14.0,2.0
51,u3,27.0,63.0,17.0,9.0,12.0
51,u3,32.0,69.0,31.0,2.0,0.0
51,u3,37.0,14.0,55.0,4.0,0.0
51,u3,42.0,5.0,0.0,1.0,1.0
51,u3,47.0,3.0,2.0,0.0,1.0
51,u3,52.0,4.0,4.0,1.0,0.0
51,u4,7.0,5.0,0.0,2.0,0.0
51,u4,12.0,35.0,0.0,4.0,0.0
51,u4,17.0,50.0,3.0,7.0,0.0
51,u4,22.0,117.0,3.0,9.0,0.0
51,u4,27.0,79.0,7.0,10.0,3.0
51,u4,32.0,114.0,2.0,4.0,2.0
51,u4,37.0,19.0,1.0,3.0,7.0
51,u4,42.0,11.0,14.0,0.0,0.0
51,u4,47.0,9.0,4.0,2.0,2.0
51,u4,52.0,16.0,2.0,3.0,0.0
51,u5,7.0,7.0,0.0,0.0,0.0
51,u5,12.0,3.0,0.0,3.0,0.0
51,u5,17.0,16.0,0.0,11.0,0.0
51,u5,22.0,28.0,3.0,12.0,0.0
51,u5,27.0,23.0,6.0,12.0,0.0
51,u5,32.0,60.0,2.0,7.0,0.0
51,u5,37.0,33.0,22.0,16.0,11.0
51,u5,42.0,8.0,4.0,7.0,0.0
51,u5,47.0,2.0,6.0,5.0,2.0
51,u5,52.0,9.0,1.0,0.0,5.0
51,u6,7.0,5.0,0.0,0.0,0.0
51,u6,12.0,22.0,0.0,1.0,0.0
51,u6,17.0,25.0,0.0,5.0,0.0
51,u6,22.0,52.0,0.0,18.0,1.0
51,u6,27.0,135.0,0.0,90.0,4.0
51,u6,32.0,131.0,38.0,55.0,32.0
51,u6,37.0,38.0,32.0,9.0,39.0
51,u6,42.0,36.0,9.0,14.0,20.0
51,u6,47.0,8.0,1.0,2.0,5.0
51,u6,52.0,10.0,6.0,0.0,5.0
51,u7,7.0,7.0,0.0,3.0,0.0
51,u7,12.0,21.0,1.0,2.0,0.0
51,u7,17.0,53.0,0.0,4.0,0.0
51,u7,22.0,141.0,0.0,17.0,0.0
51,u7,27.0,6.0,2.0,1.0,1.0
51,u7,32.0,89.0,14.0,6.0,1.0
51,u7,37.0,52.0,3.0,5.0,14.0
51,u7,42.0,28.0,2.0,11.0,0.0
51,u7,47.0,23.0,3.0,11.0,0.0
51,u7,52.0,41.0,6.0,2.0,0.0
51,u8,7.0,4.0,0.0,0.0,0.0
51,u8,12.0,29.0,0.0,7.0,1.0
51,u8,17.0,58.0,1.0,30.0,0.0
51,u8,22.0,173.0,7.0,75.0,11.0
51,u8,27.0,81.0,23.0,25.0,7.0
51,u8,32.0,60.0,6.0,20.0,5.0
51,u8,37.0,9.0,33.0,1.0,4.0
51,u8,42.0,5.0,7.0,2.0,3.0
51,u8,47.0,8.0,8.0,2.0,0.0
51,u8,52.0,19.0,12.0,0.0,1.0
52,u1,7.0,1.0,0.0,1.0,0.0
52,u1,12.0,2.0,0.0,3.0,1.0
52,u1,17.0,8.0,0.0,5.0,0.0
52,u1,22.0,23.0,0.0,10.0,0.0
52,u1,27.0,21.0,3.0,12.0,1.0
52,u1,32.0,26.0,2.0,3.0,6.0
52,u1,37.0,64.0,1.0,11.0,4.0
52,u1,42.0,35.0,0.0,16.0,1.0
52,u1,47.0,1.0,1.0,5.0,1.0
52,u1,52.0,6.0,3.0,5.0,5.0
52,u2,7.0,9.0,0.0,1.0,0.0
52,u2,12.0,7.0,0.0,2.0,0.0
52,u2,17.0,14.0,3.0,19.0,0.0
52,u2,22.0,95.0,5.0,26.0,0.0
52,u2,27.0,24.0,11.0,28.0,0.0
52,u2,32.0,57.0,6.0,3.0,1.0
52,u2,37.0,30.0,51.0,1.0,1.0
52,u2,42.0,6.0,0.0,0.0,0.0
52,u2,47.0,11.0,1.0,2.0,1.0
52,u2,52.0,14.0,2.0,0.0,0.0
52,u3,7.0,7.0,0.0,0.0,0.0
52,u3,12.0,5.0,0.0,10.0,0.0
52,u3,17.0,47.0,0.0,21.0,1.0
52,u3,22.0,31.0,5.0,52.0,1.0
52,u3,27.0,102.0,6.0,21.0,12.0
52,u3,32.0,95.0,22.0,12.0,17.0
52,u3,37.0,4.0,0.0,37.0,9.0
52,u3,42.0,8.0,0.0,3.0,6.0
52,u3,47.0,1.0,0.0,5.0,1.0
52,u3,52.0,0.0,0.0,3.0,2.0
52,u4,7.0,5.0,0.0,0.0,0.0
52,u4,12.0,4.0,0.0,0.0,0.0
52,u4,17.0,24.0,0.0,3.0,0.0
52,u4,22.0,12.0,2.0,7.0,0.0
52,u4,27.0,23.0,3.0,31.0,0.0
52,u4,32.0,30.0,15.0,28.0,0.0
52,u4,37.0,28.0,50.0,14.0,7.0
52,u4,42.0,21.0,0.0,16.0,5.0
52,u4,47.0,8.0,0.0,4.0,2.0
52,u4,52.0,0.0,0.0,2.0,2.0
52,u5,7.0,3.0,0.0,6.0,0.0
52,u5,12.0,16.0,0.0,5.0,0.0
52,u5,17.0,41.0,0.0,9.0,0.0
52,u5,22.0,100.0,0.0,21.0,0.0
52,u5,27.0,92.0,8.0,14.0,12.0
52,u5,32.0,18.0,3.0,7.0,2.0
52,u5,37.0,6.0,4.0,3.0,6.0
52,u5,42.0,7.0,6.0,6.0,0.0
52,u5,47.0,10.0,0.0,3.0,3.0
52,u5,52.0,5.0,0.0,3.0,2.0
52,u6,7.0,0.0,0.0,1.0,0.0
52,u6,12.0,3.0,0.0,13.0,0.0
52,u6,17.0,15.0,2.0,16.0,2.0
52,u6,22.0,84.0,0.0,69.0,0.0
52,u6,27.0,131.0,16.0,23.0,7.0
52,u6,32.0,113.0,75.0,13.0,0.0
52,u6,37.0,22.0,25.0,10.0,5.0
52,u6,42.0,13.0,8.0,4.0,1.0
52,u6,47.0,7.0,2.0,3.0,0.0
52,u6,52.0,9.0,0.0,3.0,1.0
52,u7,7.0,4.0,0.0,0.0,0.0
52,u7,12.0,22.0,0.0,3.0,0.0
52,u7,17.0,22.0,0.0,2.0,0.0
52,u7,22.0,31.0,1.0,9.0,3.0
52,u7,27.0,24.0,3.0,31.0,1.0
52,u7,32.0,106.0,13.0,28.0,9.0
52,u7,37.0,31.0,2.0,13.0,3.0
52,u7,42.0,43.0,2.0,6.0,0.0
52,u7,47.0,82.0,73.0,18.0,1.0
52,u7,52.0,32.0,4.0,4.0,0.0
52,u8,7.0,7.0,0.0,1.0,0.0
52,u8,12.0,13.0,0.0,2.0,0.0
52,u8,17.0,22.0,1.0,9.0,1.0
52,u8,22.0,143.0,0.0,53.0,1.0
52,u8,27.0,101.0,5.0,39.0,0.0
52,u8,32.0,132.0,29.0,45.0,2.0
52,u8,37.0,28.0,49.0,0.0,17.0
52,u8,42.0,8.0,2.0,0.0,8.0
52,u8,47.0,16.0,16.0,3.0,2.0
52,u8,52.0,6.0,4.0,0.0,1.0
53,u1,7.0,6.0,0.0,2.0,0.0
53,u1,12.0,6.0,2.0,2.0,0.0
53,u1,17.0,28.0,2.0,6.0,0.0
53,u1,22.0,27.0,2.0,22.0,13.0
53,u1,27.0,43.0,1.0,26.0,13.0
53,u1,32.0,25.0,9.0,12.0,6.0
53,u1,37.0,11.0,13.0,4.0,1.0
53,u1,42.0,11.0,1.0,2.0,0.0
53,u1,47.0,5.0,3.0,2.0,1.0
53,u1,52.0,2.0,0.0,3.0,0.0
53,u2,7.0,7.0,0.0,1.0,0.0
53,u2,12.0,19.0,0.0,11.0,0.0
53,u2,17.0,22.0,0.0,28.0,0.0
53,u2,22.0,101.0,2.0,32.0,1.0
53,u2,27.0,73.0,5.0,64.0,9.0
53,u2,32.0,46.0,27.0,83.0,45.0
53,u2,37.0,21.0,18.0,20.0,21.0
53,u2,42.0,4.0,2.0,13.0,40.0
53,u2,47.0,11.0,1.0,10.0,6.0
53,u2,52.0,3.0,0.0,2.0,4.0
53,u3,7.0,2.0,0.0,0.0,0.0
53,u3,12.0,10.0,0.0,3.0,0.0
53,u3,17.0,6.0,0.0,14.0,0.0
53,u3,22.0,129.0,2.0,17.0,2.0
53,u3,27.0,26.0,6.0,12.0,0.0
53,u3,32.0,108.0,27.0,5.0,13.0
53,u3,37.0,78.0,25.0,1.0,1.0
53,u3,42.0,32.0,39.0,2.0,0.0
53,u3,47.0,15.0,4.0,0.0,0.0
53,u3,52.0,2.0,1.0,0.0,1.0
53,u4,7.0,5.0,0.0,2.0,0.0
53,u4,12.0,32.0,1.0,5.0,0.0
53,u4,17.0,27.0,0.0,11.0,0.0
53,u4,22.0,27.0,6.0,6.0,1.0
53,u4,27.0,4.0,33.0,12.0,1.0
53,u4,32.0,11.0,14.0,17.0,7.0
53,u4,37.0,20.0,13.0,2.0,0.0
53,u4,42.0,7.0,53.0,7.0,16.0
53,u4,47.0,2.0,3.0,2.0,1.0
53,u4,52.0,5.0,6.0,1.0,1.0
53,u5,7.0,4.0,0.0,3.0,0.0
53,u5,12.0,0.0,0.0,7.0,0.0
53,u5,17.0,33.0,1.0,21.0,0.0
53,u5,22.0,47.0,0.0,53.0,29.0
53,u5,27.0,20.0,4.0,24.0,1.0
53,u5,32.0,10.0,3.0,19.0,15.0
53,u5,37.0,8.0,4.0,42.0,6.0
53,u5,42.0,4.0,3.0,22.0,3.0
53,u5,47.0,0.0,0.0,0.0,12.0
53,u5,52.0,1.0,0.0,1.0,2.0
53,u6,7.0,4.0,0.0,0.0,0.0
53,u6,12.0,1.0,0.0,3.0,0.0
53,u6,17.0,33.0,0.0,5.0,0.0
53,u6,22.0,22.0,0.0,4.0,0.0
53,u6,27.0,27.0,10.0,7.0,0.0
53,u6,32.0,15.0,4.0,21.0,1.0
53,u6,37.0,18.0,3.0,10.0,7.0
53,u6,42.0,14.0,9.0,7.0,2.0
53,u6,47.0,11.0,18.0,1.0,7.0
53,u6,52.0,5.0,3.0,2.0,3.0
53,u7,7.0,2.0,0.0,1.0,0.0
53,u7,12.0,11.0,0.0,6.0,0.0
53,u7,17.0,37.0,0.0,4.0,0.0
53,u7,22.0,32.0,2.0,30.0,0.0
53,u7,27.0,97.0,1.0,40.0,10.0
53,u7,32.0,74.0,10.0,14.0,10.0
53,u7,37.0,39.0,6.0,8.0,8.0
53,u7,42.0,21.0,25.0,11.0,0.0
53,u7,47.0,25.0,13.0,4.0,4.0
53,u7,52.0,14.0,1.0,0.0,3.0
53,u8,7.0,8.0,0.0,5.0,0.0
53,u8,12.0,20.0,0.0,5.0,0.0
53,u8,17.0,17.0,0.0,19.0,0.0
53,u8,22.0,82.0,4.0,17.0,1.0
53,u8,27.0,24.0,44.0,4.0,2.0
53,u8,32.0,63.0,5.0,4.0,12.0
53,u8,37.0,26.0,2.0,0.0,4.0
53,u8,42.0,6.0,3.0,1.0,1.0
53,u8,47.0,7.0,5.0,0.0,2.0
53,u8,52.0,24.0,0.0,0.0,0.0
54,u1,7.0,4.0,0.0,2.0,0.0
54,u1,12.0,8.0,0.0,5.0,0.0
54,u1,17.0,28.0,0.0,7.0,0.0
54,u1,22.0,88.0,0.0,30.0,0.0
54,u1,27.0,59.0,9.0,31.0,14.0
54,u1,32.0,36.0,4.0,24.0,1.0
54,u1,37.0,21.0,7.0,26.0,59.0
54,u1,42.0,2.0,1.0,3.0,17.0
54,u1,47.0,0.0,0.0,2.0,8.0
54,u1,52.0,0.0,0.0,0.0,0.0
54,u2,7.0,1.0,0.0,1.0,0.0
54,u2,12.0,3.0,1.0,1.0,0.0
54,u2,17.0,8.0,0.0,6.0,0.0
54,u2,22.0,12.0,0.0,11.0,0.0
54,u2,27.0,82.0,1.0,16.0,1.0
54,u2,32.0,132.0,3.0,42.0,1.0
54,u2,37.0,50.0,11.0,54.0,9.0
54,u2,42.0,25.0,8.0,13.0,6.0
54,u2,47.0,13.0,13.0,2.0,8.0
54,u2,52.0,2.0,0.0,6.0,1.0
54,u3,7.0,4.0,0.0,1.0,0.0
54,u3,12.0,13.0,1.0,7.0,0.0
54,u3,17.0,45.0,1.0,13.0,0.0
54,u3,22.0,60.0,0.0,24.0,0.0
54,u3,27.0,43.0,13.0,8.0,3.0
54,u3,32.0,42.0,15.0,6.0,4.0
54,u3,37.0,18.0,3.0,1.0,1.0
54,u3,42.0,3.0,1.0,7.0,1.0
54,u3,47.0,18.0,3.0,0.0,3.0
54,u3,52.0,5.0,1.0,1.0,0.0
54,u4,7.0,3.0,0.0,3.0,0.0
54,u4,12.0,17.0,0.0,5.0,0.0
54,u4,17.0,97.0,2.0,28.0,0.0
54,u4,22.0,81.0,0.0,14.0,2.0
54,u4,27.0,9.0,83.0,25.0,0.0
54,u4,32.0,17.0,41.0,5.0,10.0
54,u4,37.0,14.0,22.0,5.0,1.0
54,u4,42.0,6.0,7.0,2.0,4.0
54,u4,47.0,6.0,0.0,2.0,2.0
54,u4,52.0,5.0,0.0,0.0,0.0
54,u5,7.0,2.0,0.0,1.0,0.0
54,u5,12.0,3.0,0.0,4.0,0.0
54,u5,17.0,3.0,0.0,1.0,0.0
54,u5,22.0,50.0,1.0,4.0,1.0
54,u5,27.0,45.0,2.0,6.0,0.0
54,u5,32.0,75.0,4.0,39.0,1.0
54,u5,37.0,84.0,3.0,7.0,0.0
54,u5,42.0,18.0,0.0,21.0,4.0
54,u5,47.0,27.0,2.0,2.0,0.0
54,u5,52.0,29.0,3.0,6.0,1.0
54,u6,7.0,8.0,0.0,1.0,0.0
54,u6,12.0,8.0,0.0,5.0,1.0
54,u6,17.0,52.0,3.0,8.0,0.0
54,u6,22.0,18.0,4.0,41.0,1.0
54,u6,27.0,29.0,1.0,27.0,22.0
54,u6,32.0,17.0,15.0,4.0,0.0
54,u6,37.0,13.0,4.0,1.0,2.0
54,u6,42.0,7.0,4.0,0.0,1.0
54,u6,47.0,13.0,0.0,1.0,2.0
54,u6,52.0,21.0,0.0,0.0,0.0
54,u7,7.0,8.0,0.0,1.0,0.0
54,u7,12.0,14.0,0.0,7.0,0.0
54,u7,17.0,48.0,1.0,8.0,0.0
54,u7,22.0,173.0,6.0,14.0,0.0
54,u7,27.0,84.0,8.0,16.0,1.0
54,u7,32.0,49.0,3.0,5.0,5.0
54,u7,37.0,41.0,3.0,6.0,3.0
54,u7,42.0,25.0,21.0,1.0,0.0
54,u7,47.0,1.0,8.0,0.0,1.0
54,u7,52.0,12.0,14.0,0.0,4.0
54,u8,7.0,2.0,0.0,1.0,0.0
54,u8,12.0,14.0,0.0,5.0,0.0
54,u8,17.0,83.0,0.0,11.0,0.0
54,u8,22.0,59.0,0.0,38.0,3.0
54,u8,27.0,29.0,17.0,35.0,4.0
54,u8,32.0,45.0,13.0,26.0,63.0
54,u8,37.0,7.0,4.0,18.0,5.0
54,u8,42.0,7.0,7.0,1.0,16.0
54,u8,47.0,1.0,1.0,0.0,5.0
54,u8,52.0,1.0,1.0,3.0,1.0
55,u1,7.0,9.0,0.0,1.0,0.0
55,u1,12.0,11.0,0.0,2.0,0.0
55,u1,17.0,24.0,1.0,17.0,0.0
55,u1,22.0,80.0,1.0,14.0,0.0
55,u1,27.0,58.0,29.0,23.0,2.0
55,u1,32.0,65.0,42.0,10.0,1.0
55,u1,37.0,27.0,21.0,7.0,4.0
55,u1,42.0,1.0,4.0,0.0,2.0
55,u1,47.0,1.0,0.0,0.0,0.0
55,u1,52.0,3.0,3.0,1.0,0.0
55,u2,7.0,12.0,0.0,2.0,0.0
55,u2,12.0,27.0,0.0,4.0,0.0
55,u2,17.0,35.0,0.0,7.0,0.0
55,u2,22.0,43.0,1.0,11.0,2.0
55,u2,27.0,227.0,3.0,19.0,4.0
55,u2,32.0,43.0,3.0,40.0,4.0
55,u2,37.0,35.0,5.0,5.0,3.0
55,u2,42.0,5.0,4.0,2.0,2.0
55,u2,47.0,1.0,2.0,0.0,7.0
55,u2,52.0,1.0,0.0,0.0,0.0
55,u3,7.0,1.0,0.0,0.0,0.0
55,u3,12.0,12.0,0.0,3.0,0.0
55,u3,17.0,22.0,0.0,7.0,0.0
55,u3,22.0,52.0,0.0,7.0,1.0
55,u3,27.0,33.0,4.0,8.0,0.0
55,u3,32.0,40.0,22.0,9.0,0.0
55,u3,37.0,50.0,4.0,6.0,0.0
55,u3,42.0,8.0,1.0,4.0,2.0
55,u3,47.0,8.0,0.0,2.0,0.0
55,u3,52.0,12.0,0.0,3.0,0.0
55,u4,7.0,7.0,0.0,1.0,0.0
55,u4,12.0,15.0,0.0,1.0,1.0
55,u4,17.0,18.0,3.0,7.0,0.0
55,u4,22.0,18.0,0.0,2.0,0.0
55,u4,27.0,22.0,7.0,7.0,0.0
55,u4,32.0,33.0,49.0,2.0,2.0
55,u4,37.0,5.0,31.0,1.0,3.0
55,u4,42.0,9.0,2.0,1.0,1.0
55,u4,47.0,3.0,6.0,1.0,0.0
55,u4,52.0,7.0,2.0,1.0,0.0
55,u5,7.0,12.0,0.0,0.0,0.0
55,u5,12.0,6.0,0.0,3.0,1.0
55,u5,17.0,26.0,0.0,5.0,0.0
55,u5,22.0,27.0,1.0,8.0,0.0
55,u5,27.0,39.0,10.0,18.0,2.0
55,u5,32.0,40.0,10.0,15.0,6.0
55,u5,37.0,38.0,7.0,3.0,1.0
55,u5,42.0,7.0,2.0,2.0,2.0
55,u5,47.0,25.0,1.0,5.0,0.0
55,u5,52.0,18.0,1.0,5.0,1.0
55,u6,7.0,7.0,0.0,3.0,0.0
55,u6,12.0,15.0,0.0,8.0,0.0
55,u6,17.0,28.0,2.0,5.0,0.0
55,u6,22.0,64.0,0.0,27.0,0.0
55,u6,27.0,19.0,2.0,17.0,1.0
55,u6,32.0,64.0,3.0,16.0,14.0
55,u6,37.0,24.0,8.0,11.0,1.0
55,u6,42.0,17.0,4.0,2.0,1.0
55,u6,47.0,5.0,0.0,0.0,2.0
55,u6,52.0,3.0,1.0,2.0,1.0
55,u7,7.0,4.0,0.0,3.0,0.0
55,u7,12.0,5.0,0.0,2.0,0.0
55,u7,17.0,11.0,0.0,2.0,0.0
55,u7,22.0,27.0,1.0,17.0,3.0
55,u7,27.0,37.0,2.0,57.0,8.0
55,u7,32.0,43.0,16.0,77.0,40.0
55,u7,37.0,34.0,16.0,52.0,1.0
55,u7,42.0,23.0,1.0,5.0,14.0
55,u7,47.0,3.0,0.0,19.0,33.0
55,u7,52.0,0.0,0.0,4.0,3.0
55,u8,7.0,6.0,0.0,0.0,0.0
55,u8,12.0,16.0,1.0,1.0,0.0
55,u8,17.0,79.0,0.0,22.0,1.0
55,u8,22.0,161.0,15.0,22.0,0.0
55,u8,27.0,93.0,34.0,34.0,43.0
55,u8,32.0,22.0,9.0,13.0,14.0
55,u8,37.0,12.0,13.0,6.0,6.0
55,u8,42.0,13.0,0.0,5.0,3.0
55,u8,47.0,4.0,3.0,0.0,0.0
55,u8,52.0,3.0,0.0,0.0,0.0
56,u1,7.0,2.0,0.0,1.0,0.0
56,u1,12.0,9.0,0.0,8.0,0.0
56,u1,17.0,27.0,2.0,3.0,0.0
56,u1,22.0,71.0,0.0,56.0,3.0
56,u1,27.0,26.0,10.0,10.0,37.0
56,u1,32.0,17.0,2.0,15.0,2.0
56,u1,37.0,5.0,10.0,1.0,1.0
56,u1,42.0,3.0,0.0,3.0,9.0
56,u1,47.0,0.0,0.0,1.0,0.0
56,u1,52.0,0.0,1.0,0.0,1.0
56,u2,7.0,5.0,0.0,3.0,0.0
56,u2,12.0,9.0,1.0,3.0,0.0
56,u2,17.0,37.0,1.0,4.0,0.0
56,u2,22.0,24.0,1.0,8.0,0.0
56,u2,27.0,62.0,0.0,5.0,0.0
56,u2,32.0,88.0,2.0,5.0,5.0
56,u2,37.0,32.0,10.0,13.0,0.0
56,u2,42.0,9.0,7.0,5.0,3.0
56,u2,47.0,17.0,0.0,5.0,2.0
56,u2,52.0,9.0,1.0,6.0,1.0
56,u3,7.0,0.0,0.0,1.0,0.0
56,u3,12.0,22.0,0.0,4.0,0.0
56,u3,17.0,17.0,1.0,15.0,0.0
56,u3,22.0,85.0,13.0,22.0,4.0
56,u3,27.0,54.0,35.0,52.0,11.0
56,u3,32.0,5.0,73.0,21.0,17.0
56,u3,37.0,3.0,1.0,5.0,32.0
56,u3,42.0,1.0,2.0,16.0,6.0
56,u3,47.0,0.0,0.0,13.0,4.0
56,u3,52.0,0.0,1.0,6.0,5.0
56,u4,7.0,1.0,0.0,3.0,0.0
56,u4,12.0,5.0,0.0,3.0,0.0
56,u4,17.0,48.0,3.0,17.0,0.0
56,u4,22.0,41.0,0.0,42.0,0.0
56,u4,27.0,78.0,0.0,53.0,22.0
56,u4,32.0,27.0,48.0,55.0,2.0
56,u4,37.0,37.0,38.0,7.0,23.0
56,u4,42.0,12.0,7.0,3.0,18.0
56,u4,47.0,4.0,2.0,4.0,0.0
56,u4,52.0,5.0,1.0,0.0,1.0
56,u5,7.0,0.0,0.0,1.0,0.0
56,u5,12.0,17.0,0.0,4.0,0.0
56,u5,17.0,29.0,0.0,5.0,0.0
56,u5,22.0,56.0,0.0,7.0,0.0
56,u5,27.0,51.0,1.0,24.0,0.0
56,u5,32.0,90.0,0.0,43.0,2.0
56,u5,37.0,31.0,1.0,12.0,4.0
56,u5,42.0,8.0,1.0,6.0,23.0
56,u5,47.0,7.0,0.0,7.0,19.0
56,u5,52.0,3.0,1.0,1.0,14.0
56,u6,7.0,11.0,0.0,1.0,0.0
56,u6,12.0,5.0,0.0,9.0,0.0
56,u6,17.0,86.0,1.0,23.0,1.0
56,u6,22.0,43.0,7.0,64.0,24.0
56,u6,27.0,23.0,22.0,61.0,48.0
56,u6,32.0,1.0,9.0,18.0,54.0
56,u6,37.0,12.0,0.0,2.0,3.0
56,u6,42.0,11.0,0.0,7.0,13.0
56,u6,47.0,14.0,6.0,3.0,1.0
56,u6,52.0,10.0,1.0,8.0,0.0
56,u7,7.0,6.0,0.0,1.0,0.0
56,u7,12.0,2.0,0.0,2.0,0.0
56,u7,17.0,9.0,0.0,2.0,0.0
56,u7,22.0,15.0,0.0,13.0,0.0
56,u7,27.0,17.0,0.0,9.0,2.0
56,u7,32.0,47.0,19.0,12.0,8.0
56,u7,37.0,24.0,0.0,12.0,4.0
56,u7,42.0,19.0,5.0,0.0,3.0
56,u7,47.0,2.0,0.0,0.0,3.0
56,u7,52.0,0.0,1.0,1.0,0.0
56,u8,7.0,3.0,0.0,3.0,0.0
56,u8,12.0,1.0,1.0,3.0,0.0
56,u8,17.0,21.0,1.0,16.0,2.0
56,u8,22.0,75.0,7.0,20.0,0.0
56,u8,27.0,24.0,3.0,15.0,5.0
56,u8,32.0,15.0,2.0,14.0,1.0
56,u8,37.0,11.0,5.0,6.0,3.0
56,u8,42.0,26.0,0.0,1.0,0.0
56,u8,47.0,7.0,3.0,1.0,0.0
56,u8,52.0,8.0,1.0,0.0,0.0
57,u1,7.0,4.0,0.0,1.0,0.0
57,u1,12.0,14.0,0.0,0.0,0.0
57,u1,17.0,6.0,0.0,6.0,0.0
57,u1,22.0,22.0,5.0,30.0,2.0
57,u1,27.0,32.0,0.0,24.0,36.0
57,u1,32.0,62.0,7.0,26.0,14.0
57,u1,37.0,27.0,7.0,7.0,0.0
57,u1,42.0,16.0,11.0,0.0,1.0
57,u1,47.0,6.0,1.0,0.0,0.0
57,u1,52.0,11.0,1.0,0.0,0.0
57,u2,7.0,1.0,0.0,1.0,0.0
57,u2,12.0,9.0,0.0,1.0,0.0
57,u2,17.0,15.0,0.0,1.0,0.0
57,u2,22.0,58.0,0.0,9.0,0.0
57,u2,27.0,22.0,2.0,15.0,1.0
57,u2,32.0,22.0,28.0,9.0,8.0
57,u2,37.0,10.0,18.0,12.0,6.0
57,u2,42.0,31.0,2.0,4.0,2.0
57,u2,47.0,7.0,5.0,0.0,1.0
57,u2,52.0,4.0,2.0,1.0,0.0
57,u3,7.0,7.0,0.0,2.0,0.0
57,u3,12.0,10.0,0.0,1.0,0.0
57,u3,17.0,27.0,1.0,10.0,0.0
57,u3,22.0,20.0,0.0,15.0,0.0
57,u3,27.0,111.0,3.0,12.0,2.0
57,u3,32.0,18.0,3.0,23.0,6.0
57,u3,37.0,43.0,3.0,14.0,19.0
57,u3,42.0,10.0,7.0,7.0,2.0
57,u3,47.0,2.0,3.0,2.0,2.0
57,u3,52.0,5.0,7.0,2.0,3.0
57,u4,7.0,3.0,0.0,1.0,0.0
57,u4,12.0,17.0,0.0,3.0,0.0
57,u4,17.0,39.0,0.0,9.0,0.0
57,u4,22.0,61.0,4.0,32.0,0.0
57,u4,27.0,29.0,6.0,29.0,15.0
57,u4,32.0,48.0,40.0,8.0,14.0
57,u4,37.0,4.0,10.0,5.0,2.0
57,u4,42.0,1.0,1.0,1.0,0.0
57,u4,47.0,0.0,0.0,0.0,0.0
57,u4,52.0,1.0,0.0,0.0,0.0
57,u5,7.0,2.0,0.0,2.0,0.0
57,u5,12.0,5.0,0.0,5.0,0.0
57,u5,17.0,10.0,0.0,4.0,0.0
57,u5,22.0,9.0,0.0,20.0,0.0
57,u5,27.0,57.0,3.0,13.0,1.0
57,u5,32.0,53.0,3.0,14.0,11.0
57,u5,37.0,25.0,2.0,11.0,12.0
57,u5,42.0,7.0,4.0,4.0,1.0
57,u5,47.0,4.0,6.0,3.0,0.0
57,u5,52.0,7.0,1.0,2.0,1.0
57,u6,7.0,12.0,0.0,2.0,0.0
57,u6,12.0,2.0,0.0,9.0,0.0
57,u6,17.0,30.0,2.0,17.0,0.0
57,u6,22.0,133.0,0.0,30.0,0.0
57,u6,27.0,71.0,0.0,49.0,16.0
57,u6,32.0,35.0,5.0,10.0,15.0
57,u6,37.0,1.0,21.0,3.0,10.0
57,u6,42.0,5.0,1.0,0.0,0.0
57,u6,47.0,6.0,1.0,0.0,0.0
57,u6,52.0,1.0,3.0,1.0,0.0
57,u7,7.0,4.0,2.0,3.0,0.0
57,u7,12.0,4.0,0.0,8.0,0.0
57,u7,17.0,66.0,0.0,6.0,0.0
57,u7,22.0,207.0,3.0,18.0,2.0
