b,unit,day,dentadult,dentinf,lumadult,luminf
26,u5,12.0,10.0,0.0,3.0,0.0
26,u5,17.0,32.0,0.0,4.0,1.0
26,u5,22.0,57.0,10.0,48.0,4.0
26,u5,27.0,33.0,4.0,15.0,3.0
26,u5,32.0,12.0,1.0,11.0,8.0
26,u5,37.0,2.0,1.0,1.0,30.0
26,u5,42.0,6.0,2.0,1.0,0.0
26,u5,47.0,3.0,1.0,1.0,7.0
26,u5,52.0,4.0,0.0,2.0,0.0
26,u6,7.0,9.0,0.0,1.0,0.0
26,u6,12.0,39.0,2.0,7.0,0.0
26,u6,17.0,33.0,2.0,9.0,0.0
26,u6,22.0,65.0,4.0,18.0,2.0
26,u6,27.0,62.0,5.0,24.0,5.0
26,u6,32.0,16.0,8.0,4.0,7.0
26,u6,37.0,15.0,0.0,2.0,0.0
26,u6,42.0,10.0,3.0,1.0,0.0
26,u6,47.0,2.0,0.0,0.0,0.0
26,u6,52.0,0.0,0.0,0.0,0.0
26,u7,7.0,4.0,0.0,0.0,0.0
26,u7,12.0,9.0,0.0,3.0,0.0
26,u7,17.0,15.0,0.0,5.0,0.0
26,u7,22.0,19.0,8.0,13.0,1.0
26,u7,27.0,24.0,47.0,11.0,1.0
26,u7,32.0,71.0,20.0,4.0,2.0
26,u7,37.0,22.0,23.0,1.0,1.0
26,u7,42.0,28.0,46.0,2.0,3.0
26,u7,47.0,16.0,5.0,0.0,0.0
26,u7,52.0,7.0,2.0,0.0,0.0
26,u8,7.0,2.0,0.0,1.0,0.0
26,u8,12.0,15.0,0.0,7.0,0.0
26,u8,17.0,30.0,1.0,9.0,1.0
26,u8,22.0,72.0,4.0,14.0,1.0
26,u8,27.0,88.0,13.0,47.0,11.0
26,u8,32.0,53.0,96.0,18.0,6.0
26,u8,37.0,7.0,19.0,16.0,32.0
26,u8,42.0,9.0,0.0,9.0,25.0
26,u8,47.0,3.0,25.0,3.0,37.0
26,u8,52.0,0.0,3.0,0.0,5.0
27,u1,7.0,5.0,0.0,2.0,0.0
27,u1,12.0,18.0,0.0,8.0,0.0
27,u1,17.0,58.0,0.0,11.0,0.0
27,u1,22.0,65.0,1.0,33.0,2.0
27,u1,27.0,20.0,2.0,18.0,6.0
27,u1,32.0,27.0,33.0,0.0,2.0
27,u1,37.0,44.0,8.0,4.0,2.0
27,u1,42.0,14.0,2.0,3.0,5.0
27,u1,47.0,10.0,1.0,1.0,0.0
27,u1,52.0,7.0,0.0,1.0,0.0
27,u2,7.0,3.0,0.0,1.0,0.0
27,u2,12.0,8.0,0.0,5.0,0.0
27,u2,17.0,17.0,0.0,6.0,0.0
27,u2,22.0,45.0,1.0,7.0,2.0
27,u2,27.0,36.0,0.0,20.0,6.0
27,u2,32.0,35.0,3.0,35.0,7.0
27,u2,37.0,7.0,0.0,17.0,11.0
27,u2,42.0,8.0,17.0,1.0,15.0
27,u2,47.0,8.0,3.0,2.0,1.0
27,u2,52.0,2.0,0.0,2.0,4.0
27,u3,7.0,5.0,0.0,1.0,0.0
27,u3,12.0,9.0,0.0,2.0,0.0
27,u3,17.0,4.0,0.0,2.0,0.0
27,u3,22.0,10.0,1.0,11.0,0.0
27,u3,27.0,88.0,1.0,22.0,5.0
27,u3,32.0,40.0,3.0,6.0,7.0
27,u3,37.0,18.0,1.0,2.0,6.0
27,u3,42.0,19.0,10.0,12.0,9.0
27,u3,47.0,7.0,9.0,4.0,4.0
27,u3,52.0,0.0,4.0,4.0,0.0
27,u4,7.0,4.0,0.0,1.0,0.0
27,u4,12.0,5.0,0.0,3.0,0.0
27,u4,17.0,28.0,0.0,3.0,0.0
27,u4,22.0,18.0,1.0,11.0,0.0
27,u4,27.0,170.0,0.0,10.0,0.0
27,u4,32.0,80.0,53.0,12.0,13.0
27,u4,37.0,27.0,0.0,9.0,8.0
27,u4,42.0,27.0,11.0,5.0,0.0
27,u4,47.0,18.0,1.0,1.0,1.0
27,u4,52.0,1.0,0.0,0.0,0.0
27,u5,7.0,6.0,0.0,4.0,0.0
27,u5,12.0,8.0,0.0,2.0,0.0
27,u5,17.0,18.0,0.0,6.0,0.0
27,u5,22.0,3.0,0.0,5.0,1.0
27,u5,27.0,35.0,3.0,14.0,0.0
27,u5,32.0,66.0,4.0,8.0,0.0
27,u5,37.0,99.0,22.0,17.0,1.0
27,u5,42.0,62.0,3.0,11.0,19.0
27,u5,47.0,86.0,64.0,36.0,14.0
27,u5,52.0,41.0,10.0,15.0,3.0
27,u6,7.0,21.0,0.0,2.0,0.0
27,u6,12.0,13.0,1.0,6.0,0.0
27,u6,17.0,12.0,1.0,13.0,0.0
27,u6,22.0,31.0,1.0,13.0,1.0
27,u6,27.0,24.0,7.0,33.0,6.0
27,u6,32.0,7.0,1.0,30.0,27.0
27,u6,37.0,6.0,2.0,9.0,9.0
27,u6,42.0,10.0,2.0,6.0,4.0
27,u6,47.0,10.0,1.0,15.0,1.0
27,u6,52.0,22.0,0.0,6.0,0.0
27,u7,7.0,1.0,0.0,1.0,0.0
27,u7,12.0,19.0,0.0,3.0,0.0
27,u7,17.0,37.0,1.0,27.0,0.0
27,u7,22.0,97.0,5.0,10.0,5.0
27,u7,27.0,48.0,9.0,42.0,40.0
27,u7,32.0,20.0,40.0,11.0,12.0
27,u7,37.0,16.0,34.0,5.0,5.0
27,u7,42.0,6.0,1.0,1.0,8.0
27,u7,47.0,1.0,2.0,1.0,0.0
27,u7,52.0,1.0,1.0,0.0,0.0
27,u8,7.0,16.0,0.0,2.0,0.0
27,u8,12.0,25.0,0.0,3.0,0.0
27,u8,17.0,74.0,2.0,43.0,2.0
27,u8,22.0,28.0,2.0,76.0,0.0
27,u8,27.0,121.0,3.0,35.0,6.0
27,u8,32.0,3.0,2.0,7.0,21.0
27,u8,37.0,26.0,1.0,17.0,18.0
27,u8,42.0,5.0,6.0,3.0,0.0
27,u8,47.0,3.0,0.0,3.0,0.0
27,u8,52.0,3.0,0.0,1.0,3.0
28,u1,7.0,9.0,0.0,1.0,0.0
28,u1,12.0,7.0,0.0,1.0,0.0
28,u1,17.0,34.0,0.0,6.0,0.0
28,u1,22.0,35.0,4.0,6.0,0.0
28,u1,27.0,67.0,1.0,20.0,0.0
28,u1,32.0,130.0,62.0,20.0,2.0
28,u1,37.0,38.0,20.0,9.0,10.0
28,u1,42.0,22.0,21.0,17.0,2.0
28,u1,47.0,5.0,13.0,3.0,10.0
28,u1,52.0,1.0,4.0,0.0,5.0
28,u2,7.0,1.0,0.0,1.0,0.0
28,u2,12.0,3.0,0.0,1.0,0.0
28,u2,17.0,22.0,0.0,2.0,0.0
28,u2,22.0,18.0,1.0,13.0,0.0
28,u2,27.0,35.0,1.0,24.0,0.0
28,u2,32.0,59.0,0.0,23.0,2.0
28,u2,37.0,86.0,2.0,27.0,9.0
28,u2,42.0,87.0,69.0,17.0,15.0
28,u2,47.0,30.0,52.0,2.0,0.0
28,u2,52.0,35.0,0.0,9.0,7.0
28,u3,7.0,4.0,0.0,0.0,1.0
28,u3,12.0,2.0,0.0,2.0,0.0
28,u3,17.0,12.0,0.0,7.0,0.0
28,u3,22.0,23.0,0.0,2.0,0.0
28,u3,27.0,70.0,2.0,11.0,0.0
28,u3,32.0,73.0,1.0,37.0,6.0
28,u3,37.0,63.0,12.0,7.0,10.0
28,u3,42.0,57.0,60.0,9.0,7.0
28,u3,47.0,44.0,32.0,19.0,0.0
28,u3,52.0,37.0,6.0,9.0,1.0
28,u4,7.0,1.0,0.0,1.0,0.0
28,u4,12.0,12.0,0.0,4.0,0.0
28,u4,17.0,37.0,2.0,3.0,0.0
28,u4,22.0,18.0,5.0,6.0,2.0
28,u4,27.0,10.0,0.0,4.0,3.0
28,u4,32.0,25.0,0.0,6.0,2.0
28,u4,37.0,2.0,4.0,0.0,1.0
28,u4,42.0,0.0,0.0,0.0,1.0
28,u4,47.0,1.0,0.0,0.0,0.0
28,u4,52.0,2.0,1.0,0.0,0.0
28,u5,7.0,3.0,0.0,3.0,0.0
28,u5,12.0,2.0,0.0,0.0,0.0
28,u5,17.0,10.0,0.0,13.0,1.0
28,u5,22.0,21.0,0.0,15.0,0.0
28,u5,27.0,31.0,0.0,7.0,0.0
28,u5,32.0,58.0,4.0,20.0,1.0
28,u5,37.0,126.0,56.0,14.0,4.0
28,u5,42.0,77.0,24.0,38.0,3.0
28,u5,47.0,15.0,2.0,3.0,16.0
28,u5,52.0,0.0,3.0,6.0,8.0
28,u6,7.0,3.0,0.0,1.0,0.0
28,u6,12.0,5.0,0.0,2.0,1.0
28,u6,17.0,5.0,0.0,1.0,1.0
28,u6,22.0,20.0,1.0,11.0,2.0
28,u6,27.0,42.0,6.0,6.0,4.0
28,u6,32.0,40.0,6.0,9.0,0.0
28,u6,37.0,51.0,9.0,5.0,5.0
28,u6,42.0,4.0,17.0,5.0,0.0
28,u6,47.0,4.0,0.0,4.0,1.0
28,u6,52.0,3.0,0.0,5.0,0.0
28,u7,7.0,6.0,0.0,2.0,0.0
28,u7,12.0,15.0,0.0,2.0,0.0
28,u7,17.0,42.0,2.0,8.0,0.0
28,u7,22.0,39.0,0.0,14.0,1.0
28,u7,27.0,196.0,9.0,31.0,2.0
28,u7,32.0,183.0,2.0,24.0,22.0
28,u7,37.0,33.0,14.0,6.0,8.0
28,u7,42.0,25.0,2.0,5.0,1.0
28,u7,47.0,22.0,3.0,4.0,7.0
28,u7,52.0,33.0,2.0,0.0,0.0
28,u8,7.0,11.0,0.0,0.0,0.0
28,u8,12.0,8.0,0.0,6.0,0.0
28,u8,17.0,24.0,0.0,7.0,0.0
28,u8,22.0,33.0,1.0,25.0,0.0
28,u8,27.0,97.0,2.0,22.0,5.0
28,u8,32.0,47.0,33.0,43.0,15.0
28,u8,37.0,7.0,5.0,13.0,5.0
28,u8,42.0,3.0,0.0,0.0,1.0
28,u8,47.0,0.0,1.0,0.0,0.0
28,u8,52.0,0.0,1.0,0.0,4.0
29,u1,7.0,6.0,0.0,2.0,0.0
29,u1,12.0,26.0,1.0,4.0,0.0
29,u1,17.0,14.0,0.0,9.0,0.0
29,u1,22.0,123.0,1.0,3.0,0.0
29,u1,27.0,31.0,50.0,4.0,1.0
29,u1,32.0,78.0,27.0,3.0,2.0
29,u1,37.0,42.0,36.0,2.0,2.0
29,u1,42.0,11.0,41.0,0.0,0.0
29,u1,47.0,55.0,1.0,2.0,1.0
29,u1,52.0,8.0,7.0,0.0,0.0
29,u2,7.0,7.0,1.0,0.0,0.0
29,u2,12.0,37.0,0.0,3.0,0.0
29,u2,17.0,44.0,0.0,14.0,0.0
29,u2,22.0,51.0,3.0,35.0,0.0
29,u2,27.0,22.0,9.0,16.0,11.0
29,u2,32.0,4.0,33.0,7.0,13.0
29,u2,37.0,6.0,0.0,4.0,5.0
29,u2,42.0,0.0,2.0,0.0,0.0
29,u2,47.0,1.0,0.0,0.0,2.0
29,u2,52.0,0.0,0.0,3.0,0.0
29,u3,7.0,12.0,0.0,1.0,0.0
29,u3,12.0,2.0,0.0,1.0,0.0
29,u3,17.0,65.0,0.0,16.0,1.0
29,u3,22.0,114.0,4.0,11.0,0.0
29,u3,27.0,52.0,1.0,22.0,4.0
29,u3,32.0,48.0,5.0,6.0,20.0
29,u3,37.0,20.0,22.0,9.0,2.0
29,u3,42.0,13.0,1.0,10.0,15.0
29,u3,47.0,12.0,8.0,14.0,1.0
29,u3,52.0,7.0,17.0,0.0,0.0
29,u4,7.0,1.0,0.0,1.0,0.0
29,u4,12.0,9.0,0.0,3.0,0.0
29,u4,17.0,10.0,0.0,12.0,0.0
29,u4,22.0,33.0,0.0,27.0,0.0
29,u4,27.0,33.0,0.0,20.0,0.0
29,u4,32.0,29.0,0.0,38.0,0.0
29,u4,37.0,32.0,8.0,49.0,9.0
29,u4,42.0,84.0,10.0,23.0,2.0
29,u4,47.0,18.0,8.0,32.0,9.0
29,u4,52.0,7.0,7.0,5.0,7.0
29,u5,7.0,2.0,1.0,0.0,0.0
29,u5,12.0,4.0,0.0,8.0,0.0
29,u5,17.0,23.0,2.0,15.0,2.0
29,u5,22.0,83.0,5.0,23.0,4.0
29,u5,27.0,31.0,35.0,5.0,6.0
29,u5,32.0,9.0,2.0,7.0,4.0
29,u5,37.0,3.0,0.0,4.0,0.0
29,u5,42.0,2.0,5.0,4.0,1.0
29,u5,47.0,7.0,0.0,0.0,0.0
29,u5,52.0,8.0,0.0,2.0,1.0
29,u6,7.0,9.0,0.0,0.0,0.0
29,u6,12.0,15.0,1.0,12.0,0.0
29,u6,17.0,15.0,1.0,19.0,0.0
29,u6,22.0,61.0,0.0,17.0,12.0
29,u6,27.0,44.0,22.0,17.0,21.0
29,u6,32.0,9.0,10.0,14.0,28.0
29,u6,37.0,16.0,3.0,2.0,3.0
29,u6,42.0,6.0,1.0,1.0,0.0
29,u6,47.0,1.0,1.0,0.0,3.0
29,u6,52.0,0.0,0.0,0.0,1.0
29,u7,7.0,6.0,0.0,2.0,0.0
29,u7,12.0,8.0,0.0,1.0,0.0
29,u7,17.0,5.0,0.0,7.0,0.0
29,u7,22.0,26.0,0.0,11.0,0.0
29,u7,27.0,22.0,7.0,10.0,2.0
29,u7,32.0,14.0,7.0,5.0,1.0
29,u7,37.0,1.0,3.0,6.0,6.0
29,u7,42.0,5.0,0.0,5.0,2.0
29,u7,47.0,7.0,2.0,10.0,1.0
29,u7,52.0,11.0,0.0,2.0,0.0
29,u8,7.0,0.0,0.0,1.0,0.0
29,u8,12.0,11.0,0.0,10.0,0.0
29,u8,17.0,11.0,0.0,5.0,0.0
29,u8,22.0,43.0,0.0,28.0,1.0
29,u8,27.0,29.0,1.0,15.0,0.0
29,u8,32.0,11.0,14.0,13.0,30.0
29,u8,37.0,3.0,6.0,10.0,19.0
29,u8,42.0,1.0,0.0,3.0,4.0
29,u8,47.0,2.0,0.0,0.0,6.0
29,u8,52.0,0.0,1.0,0.0,0.0
30,u1,7.0,2.0,0.0,6.0,0.0
30,u1,12.0,9.0,0.0,17.0,0.0
30,u1,17.0,11.0,0.0,28.0,0.0
30,u1,22.0,68.0,5.0,22.0,3.0
30,u1,27.0,29.0,7.0,28.0,22.0
30,u1,32.0,41.0,62.0,10.0,15.0
30,u1,37.0,24.0,10.0,2.0,5.0
30,u1,42.0,10.0,13.0,2.0,2.0
30,u1,47.0,6.0,3.0,2.0,1.0
30,u1,52.0,28.0,5.0,3.0,1.0
30,u2,7.0,12.0,0.0,3.0,0.0
30,u2,12.0,3.0,1.0,5.0,0.0
30,u2,17.0,50.0,0.0,8.0,0.0
30,u2,22.0,16.0,3.0,39.0,1.0
30,u2,27.0,91.0,11.0,34.0,5.0
30,u2,32.0,53.0,3.0,15.0,1.0
30,u2,37.0,22.0,1.0,11.0,13.0
30,u2,42.0,11.0,6.0,5.0,16.0
30,u2,47.0,14.0,8.0,10.0,1.0
30,u2,52.0,3.0,0.0,0.0,2.0
30,u3,7.0,4.0,0.0,0.0,0.0
30,u3,12.0,8.0,0.0,4.0,0.0
30,u3,17.0,15.0,0.0,11.0,0.0
30,u3,22.0,8.0,0.0,6.0,2.0
30,u3,27.0,51.0,0.0,17.0,0.0
30,u3,32.0,11.0,2.0,33.0,1.0
30,u3,37.0,20.0,4.0,23.0,10.0
30,u3,42.0,40.0,4.0,5.0,7.0
30,u3,47.0,4.0,4.0,1.0,2.0
30,u3,52.0,8.0,6.0,0.0,2.0
30,u4,7.0,5.0,0.0,0.0,0.0
30,u4,12.0,14.0,0.0,4.0,0.0
30,u4,17.0,49.0,0.0,6.0,0.0
30,u4,22.0,53.0,0.0,40.0,0.0
30,u4,27.0,35.0,1.0,52.0,7.0
30,u4,32.0,10.0,35.0,26.0,42.0
30,u4,37.0,6.0,0.0,0.0,18.0
30,u4,42.0,18.0,8.0,2.0,2.0
30,u4,47.0,39.0,16.0,6.0,0.0
30,u4,52.0,19.0,15.0,1.0,6.0
30,u5,7.0,3.0,0.0,0.0,0.0
30,u5,12.0,13.0,0.0,3.0,0.0
30,u5,17.0,10.0,2.0,7.0,0.0
30,u5,22.0,4.0,2.0,8.0,0.0
30,u5,27.0,45.0,0.0,6.0,0.0
30,u5,32.0,69.0,22.0,7.0,1.0
30,u5,37.0,31.0,0.0,3.0,0.0
30,u5,42.0,5.0,22.0,0.0,5.0
30,u5,47.0,1.0,17.0,1.0,0.0
30,u5,52.0,7.0,1.0,1.0,0.0
30,u6,7.0,2.0,0.0,1.0,0.0
30,u6,12.0,25.0,0.0,1.0,0.0
30,u6,17.0,21.0,0.0,7.0,0.0
30,u6,22.0,61.0,0.0,13.0,0.0
30,u6,27.0,75.0,0.0,29.0,5.0
30,u6,32.0,84.0,30.0,8.0,13.0
30,u6,37.0,62.0,34.0,11.0,1.0
30,u6,42.0,12.0,48.0,6.0,1.0
30,u6,47.0,25.0,27.0,1.0,1.0
30,u6,52.0,25.0,6.0,3.0,1.0
30,u7,7.0,6.0,0.0,1.0,0.0
30,u7,12.0,9.0,1.0,2.0,0.0
30,u7,17.0,37.0,1.0,13.0,0.0
30,u7,22.0,62.0,0.0,23.0,0.0
30,u7,27.0,105.0,1.0,17.0,3.0
30,u7,32.0,38.0,14.0,54.0,25.0
30,u7,37.0,9.0,4.0,12.0,27.0
30,u7,42.0,1.0,5.0,29.0,24.0
30,u7,47.0,0.0,0.0,1.0,16.0
30,u7,52.0,0.0,0.0,1.0,7.0
30,u8,7.0,1.0,0.0,2.0,0.0
30,u8,12.0,6.0,0.0,1.0,0.0
30,u8,17.0,28.0,2.0,2.0,0.0
30,u8,22.0,29.0,6.0,33.0,3.0
30,u8,27.0,84.0,10.0,19.0,5.0
30,u8,32.0,19.0,82.0,24.0,38.0
30,u8,37.0,29.0,4.0,11.0,8.0
30,u8,42.0,8.0,2.0,12.0,18.0
30,u8,47.0,1.0,0.0,8.0,5.0
30,u8,52.0,0.0,6.0,15.0,4.0
31,u1,7.0,5.0,0.0,4.0,0.0
31,u1,12.0,9.0,0.0,6.0,0.0
31,u1,17.0,16.0,0.0,3.0,1.0
31,u1,22.0,6.0,2.0,6.0,0.0
31,u1,27.0,11.0,5.0,18.0,0.0
31,u1,32.0,32.0,0.0,14.0,2.0
31,u1,37.0,36.0,7.0,13.0,0.0
31,u1,42.0,10.0,0.0,8.0,8.0
31,u1,47.0,11.0,2.0,2.0,1.0
31,u1,52.0,10.0,3.0,3.0,0.0
31,u2,7.0,12.0,0.0,1.0,0.0
31,u2,12.0,7.0,0.0,2.0,0.0
31,u2,17.0,9.0,0.0,1.0,0.0
31,u2,22.0,9.0,1.0,11.0,0.0
31,u2,27.0,47.0,1.0,11.0,1.0
31,u2,32.0,45.0,7.0,6.0,0.0
31,u2,37.0,62.0,27.0,5.0,0.0
31,u2,42.0,34.0,14.0,2.0,3.0
31,u2,47.0,73.0,14.0,6.0,8.0
31,u2,52.0,61.0,9.0,3.0,0.0
31,u3,7.0,7.0,0.0,2.0,0.0
31,u3,12.0,11.0,0.0,1.0,1.0
31,u3,17.0,7.0,0.0,3.0,0.0
31,u3,22.0,50.0,1.0,8.0,0.0
31,u3,27.0,48.0,7.0,16.0,0.0
31,u3,32.0,32.0,13.0,26.0,2.0
31,u3,37.0,22.0,0.0,12.0,3.0
31,u3,42.0,37.0,29.0,4.0,2.0
31,u3,47.0,62.0,34.0,8.0,3.0
31,u3,52.0,59.0,6.0,3.0,0.0
31,u4,7.0,8.0,0.0,1.0,0.0
31,u4,12.0,21.0,0.0,2.0,0.0
31,u4,17.0,12.0,0.0,24.0,0.0
31,u4,22.0,123.0,0.0,19.0,1.0
31,u4,27.0,149.0,5.0,26.0,2.0
31,u4,32.0,34.0,9.0,54.0,36.0
31,u4,37.0,13.0,17.0,20.0,47.0
31,u4,42.0,7.0,14.0,7.0,15.0
31,u4,47.0,5.0,5.0,4.0,10.0
31,u4,52.0,0.0,0.0,0.0,20.0
31,u5,7.0,7.0,0.0,0.0,0.0
31,u5,12.0,9.0,1.0,14.0,0.0
31,u5,17.0,35.0,0.0,6.0,0.0
31,u5,22.0,44.0,0.0,50.0,1.0
31,u5,27.0,132.0,2.0,89.0,0.0
31,u5,32.0,35.0,7.0,46.0,1.0
31,u5,37.0,5.0,87.0,14.0,10.0
31,u5,42.0,5.0,8.0,6.0,7.0
31,u5,47.0,5.0,1.0,1.0,0.0
31,u5,52.0,4.0,0.0,0.0,1.0
31,u6,7.0,8.0,0.0,0.0,0.0
31,u6,12.0,33.0,0.0,2.0,0.0
31,u6,17.0,28.0,3.0,14.0,0.0
31,u6,22.0,70.0,10.0,11.0,7.0
31,u6,27.0,29.0,0.0,2.0,3.0
31,u6,32.0,6.0,0.0,4.0,0.0
31,u6,37.0,2.0,4.0,3.0,3.0
31,u6,42.0,0.0,4.0,1.0,2.0
31,u6,47.0,1.0,1.0,0.0,0.0
31,u6,52.0,0.0,0.0,0.0,0.0
31,u7,7.0,4.0,0.0,2.0,0.0
31,u7,12.0,17.0,0.0,1.0,0.0
31,u7,17.0,3.0,0.0,19.0,0.0
31,u7,22.0,68.0,0.0,15.0,0.0
31,u7,27.0,45.0,10.0,20.0,2.0
31,u7,32.0,43.0,7.0,26.0,4.0
31,u7,37.0,14.0,8.0,17.0,2.0
31,u7,42.0,11.0,1.0,9.0,6.0
31,u7,47.0,16.0,5.0,11.0,1.0
31,u7,52.0,3.0,0.0,7.0,0.0
31,u8,7.0,3.0,0.0,0.0,0.0
31,u8,12.0,14.0,0.0,7.0,0.0
31,u8,17.0,46.0,0.0,17.0,0.0
31,u8,22.0,91.0,0.0,13.0,1.0
31,u8,27.0,113.0,5.0,16.0,7.0
31,u8,32.0,22.0,1.0,20.0,10.0
31,u8,37.0,12.0,10.0,4.0,1.0
31,u8,42.0,11.0,0.0,7.0,2.0
31,u8,47.0,4.0,1.0,5.0,2.0
31,u8,52.0,8.0,2.0,9.0,4.0
32,u1,7.0,3.0,0.0,3.0,0.0
32,u1,12.0,17.0,1.0,4.0,0.0
32,u1,17.0,34.0,0.0,14.0,0.0
32,u1,22.0,128.0,2.0,7.0,3.0
32,u1,27.0,55.0,2.0,9.0,1.0
32,u1,32.0,5.0,21.0,1.0,14.0
32,u1,37.0,4.0,2.0,2.0,1.0
32,u1,42.0,6.0,1.0,2.0,1.0
32,u1,47.0,15.0,0.0,1.0,0.0
32,u1,52.0,23.0,4.0,2.0,0.0
32,u2,7.0,2.0,0.0,1.0,0.0
32,u2,12.0,6.0,0.0,6.0,0.0
32,u2,17.0,12.0,0.0,4.0,0.0
32,u2,22.0,24.0,0.0,3.0,0.0
32,u2,27.0,34.0,0.0,15.0,2.0
32,u2,32.0,35.0,5.0,11.0,5.0
32,u2,37.0,32.0,4.0,14.0,6.0
32,u2,42.0,6.0,4.0,26.0,43.0
32,u2,47.0,8.0,0.0,14.0,5.0
32,u2,52.0,4.0,0.0,13.0,2.0
32,u3,7.0,4.0,0.0,4.0,0.0
32,u3,12.0,22.0,0.0,17.0,1.0
32,u3,17.0,217.0,22.0,39.0,1.0
32,u3,22.0,225.0,45.0,48.0,28.0
32,u3,27.0,182.0,2.0,41.0,3.0
32,u3,32.0,11.0,45.0,30.0,34.0
32,u3,37.0,13.0,1.0,10.0,33.0
32,u3,42.0,24.0,3.0,4.0,16.0
32,u3,47.0,9.0,6.0,4.0,20.0
32,u3,52.0,3.0,0.0,10.0,14.0
32,u4,7.0,3.0,0.0,2.0,0.0
32,u4,12.0,3.0,0.0,4.0,0.0
32,u4,17.0,19.0,0.0,3.0,0.0
32,u4,22.0,43.0,0.0,17.0,0.0
32,u4,27.0,83.0,41.0,20.0,1.0
32,u4,32.0,16.0,3.0,39.0,0.0
32,u4,37.0,23.0,5.0,7.0,7.0
32,u4,42.0,9.0,5.0,7.0,2.0
32,u4,47.0,3.0,1.0,5.0,0.0
32,u4,52.0,6.0,1.0,4.0,0.0
32,u5,7.0,2.0,0.0,0.0,0.0
32,u5,12.0,36.0,0.0,4.0,0.0
32,u5,17.0,47.0,0.0,6.0,0.0
32,u5,22.0,64.0,0.0,10.0,0.0
32,u5,27.0,162.0,64.0,18.0,3.0
32,u5,32.0,106.0,94.0,7.0,11.0
32,u5,37.0,41.0,11.0,7.0,7.0
32,u5,42.0,22.0,21.0,0.0,0.0
32,u5,47.0,13.0,2.0,3.0,0.0
32,u5,52.0,3.0,0.0,1.0,0.0
32,u6,7.0,3.0,0.0,2.0,0.0
32,u6,12.0,11.0,0.0,11.0,0.0
32,u6,17.0,27.0,1.0,11.0,0.0
32,u6,22.0,33.0,1.0,5.0,0.0
32,u6,27.0,77.0,0.0,4.0,1.0
32,u6,32.0,23.0,12.0,6.0,5.0
32,u6,37.0,41.0,11.0,12.0,2.0
32,u6,42.0,8.0,8.0,2.0,4.0
32,u6,47.0,1.0,7.0,0.0,4.0
32,u6,52.0,28.0,4.0,3.0,1.0
32,u7,7.0,5.0,0.0,0.0,0.0
32,u7,12.0,14.0,0.0,5.0,0.0
32,u7,17.0,2.0,0.0,6.0,0.0
32,u7,22.0,11.0,0.0,26.0,0.0
32,u7,27.0,34.0,1.0,46.0,1.0
32,u7,32.0,99.0,0.0,11.0,2.0
32,u7,37.0,50.0,35.0,27.0,17.0
32,u7,42.0,6.0,0.0,6.0,4.0
32,u7,47.0,9.0,1.0,7.0,8.0
32,u7,52.0,5.0,1.0,2.0,7.0
32,u8,7.0,5.0,0.0,0.0,0.0
32,u8,12.0,8.0,0.0,0.0,0.0
32,u8,17.0,20.0,0.0,4.0,0.0
32,u8,22.0,13.0,1.0,7.0,1.0
32,u8,27.0,36.0,0.0,7.0,0.0
32,u8,32.0,36.0,18.0,12.0,4.0
32,u8,37.0,6.0,8.0,8.0,1.0
32,u8,42.0,7.0,26.0,2.0,0.0
32,u8,47.0,18.0,4.0,4.0,1.0
32,u8,52.0,4.0,1.0,2.0,0.0
33,u1,7.0,1.0,0.0,1.0,0.0
33,u1,12.0,3.0,0.0,9.0,0.0
33,u1,17.0,17.0,1.0,9.0,0.0
33,u1,22.0,15.0,7.0,4.0,8.0
33,u1,27.0,17.0,1.0,16.0,3.0
33,u1,32.0,13.0,0.0,1.0,2.0
33,u1,37.0,0.0,1.0,2.0,4.0
33,u1,42.0,1.0,0.0,2.0,3.0
33,u1,47.0,2.0,4.0,4.0,1.0
33,u1,52.0,9.0,0.0,3.0,0.0
33,u2,7.0,1.0,0.0,0.0,0.0
33,u2,12.0,25.0,0.0,4.0,0.0
33,u2,17.0,82.0,0.0,8.0,1.0
33,u2,22.0,144.0,6.0,63.0,4.0
33,u2,27.0,69.0,0.0,36.0,15.0
33,u2,32.0,28.0,16.0,20.0,59.0
33,u2,37.0,7.0,3.0,4.0,0.0
33,u2,42.0,3.0,0.0,0.0,0.0
33,u2,47.0,12.0,0.0,1.0,5.0
33,u2,52.0,6.0,3.0,0.0,1.0
33,u3,7.0,10.0,0.0,1.0,0.0
33,u3,12.0,31.0,0.0,5.0,0.0
33,u3,17.0,10.0,1.0,10.0,0.0
33,u3,22.0,45.0,5.0,17.0,1.0
33,u3,27.0,19.0,0.0,10.0,9.0
33,u3,32.0,5.0,0.0,2.0,2.0
33,u3,37.0,8.0,12.0,7.0,11.0
33,u3,42.0,12.0,8.0,2.0,2.0
33,u3,47.0,7.0,2.0,4.0,0.0
33,u3,52.0,5.0,1.0,0.0,2.0
33,u4,7.0,9.0,0.0,1.0,0.0
33,u4,12.0,16.0,0.0,1.0,0.0
33,u4,17.0,37.0,0.0,19.0,0.0
33,u4,22.0,190.0,7.0,19.0,2.0
33,u4,27.0,116.0,21.0,27.0,0.0
33,u4,32.0,87.0,62.0,6.0,1.0
33,u4,37.0,18.0,11.0,11.0,3.0
33,u4,42.0,23.0,27.0,2.0,0.0
33,u4,47.0,5.0,7.0,0.0,0.0
