"name","value"
"ri",4752.56916837533
"rn",6290.38191566601
"f_Si",8.90164619041614e-05
"f_Sn",7.10174484835039e-05
"theta_Sn",1.0331013732016
"theta_Si",0.449354331940618
"theta_Ji",0.734629689529745
"theta_Jn",0.212933165561611
"sigSn",0
"sigSi",0
"sigJi",0.0004993054839214
"sigJn",0.279453669004462
"sigF",0.0537067284828523
"k_Si",2.42547193170666
"k_Sn",11.1531089904072
