"b","unit","day","dentadult","lumadult"
13,"u8",32,78,13
13,"u8",37,54,13
13,"u8",42,23,5
13,"u8",47,33,16
13,"u8",52,29,2
13,"u9",7,9,4
13,"u9",12,17,3
13,"u9",17,23,9
13,"u9",22,66,7
13,"u9",27,249,53
13,"u9",32,214,42
13,"u9",37,264,6
13,"u9",42,82,0
13,"u9",47,39,0
13,"u9",52,24,3
14,"u1",7,2,1
14,"u1",12,20,3
14,"u1",17,49,7
14,"u1",22,110,29
14,"u1",27,60,17
14,"u1",32,40,21
14,"u1",37,55,0
14,"u1",42,21,1
14,"u1",47,32,11
14,"u1",52,22,3
14,"u2",7,4,0
14,"u2",12,15,7
14,"u2",17,50,17
14,"u2",22,139,5
14,"u2",27,203,8
14,"u2",32,23,9
14,"u2",37,6,2
14,"u2",42,4,4
14,"u2",47,2,0
14,"u2",52,0,1
14,"u3",7,2,3
14,"u3",12,8,5
14,"u3",17,7,0
14,"u3",22,51,15
14,"u3",27,39,61
14,"u3",32,28,30
14,"u3",37,14,22
14,"u3",42,29,19
14,"u3",47,28,46
14,"u3",52,52,10
14,"u4",7,3,0
14,"u4",12,13,15
14,"u4",17,25,20
14,"u4",22,131,22
14,"u4",27,98,11
14,"u4",32,32,20
14,"u4",37,86,18
14,"u4",42,42,4
14,"u4",47,15,0
14,"u4",52,4,0
14,"u5",7,2,0
14,"u5",12,1,3
14,"u5",17,17,3
14,"u5",22,20,10
14,"u5",27,59,27
14,"u5",32,44,23
14,"u5",37,57,24
14,"u5",42,41,68
14,"u5",47,21,21
14,"u5",52,14,48
14,"u6",7,5,0
14,"u6",12,22,7
14,"u6",17,113,30
14,"u6",22,156,23
14,"u6",27,99,7
14,"u6",32,71,0
14,"u6",37,54,1
14,"u6",42,18,1
14,"u6",47,1,1
14,"u6",52,5,0
14,"u7",7,2,1
14,"u7",12,24,6
14,"u7",17,95,4
14,"u7",22,336,38
14,"u7",27,350,12
14,"u7",32,127,0
14,"u7",37,19,0
14,"u7",42,6,0
14,"u7",47,2,0
14,"u7",52,15,0
14,"u8",7,3,1
14,"u8",12,9,5
14,"u8",17,22,30
14,"u8",22,40,18
14,"u8",27,104,14
14,"u8",32,19,17
14,"u8",37,14,81
14,"u8",42,18,69
14,"u8",47,32,19
14,"u8",52,10,47
14,"u9",7,4,0
14,"u9",12,17,1
14,"u9",17,71,2
14,"u9",22,174,49
14,"u9",27,160,29
14,"u9",32,109,8
14,"u9",37,63,0
14,"u9",42,60,0
14,"u9",47,86,1
14,"u9",52,14,1
15,"u1",7,0,2
15,"u1",12,14,6
15,"u1",17,31,29
15,"u1",22,21,28
15,"u1",27,65,149
15,"u1",32,41,36
15,"u1",37,31,35
15,"u1",42,33,18
15,"u1",47,26,9
15,"u1",52,10,4
15,"u2",7,3,1
15,"u2",12,12,0
15,"u2",17,34,27
15,"u2",22,137,22
15,"u2",27,238,7
15,"u2",32,38,17
15,"u2",37,21,2
15,"u2",42,19,3
15,"u2",47,2,0
15,"u2",52,1,0
15,"u3",7,1,2
15,"u3",12,1,2
15,"u3",17,3,0
15,"u3",22,16,24
15,"u3",27,74,28
15,"u3",32,160,6
15,"u3",37,70,14
15,"u3",42,94,1
15,"u3",47,30,2
15,"u3",52,26,1
15,"u4",7,2,3
15,"u4",12,13,8
15,"u4",17,64,5
15,"u4",22,80,69
15,"u4",27,57,49
15,"u4",32,82,51
15,"u4",37,34,63
15,"u4",42,31,14
15,"u4",47,22,16
15,"u4",52,24,1
15,"u5",7,5,2
15,"u5",12,12,0
15,"u5",17,13,15
15,"u5",22,65,69
15,"u5",27,111,62
15,"u5",32,70,16
15,"u5",37,63,17
15,"u5",42,22,4
15,"u5",47,28,5
15,"u5",52,16,0
15,"u6",7,2,2
15,"u6",12,5,1
15,"u6",17,6,6
15,"u6",22,24,16
15,"u6",27,17,30
15,"u6",32,11,74
15,"u6",37,34,85
15,"u6",42,32,52
15,"u6",47,19,93
15,"u6",52,13,74
15,"u7",7,2,1
15,"u7",12,16,1
15,"u7",17,99,11
15,"u7",22,362,55
15,"u7",27,504,11
15,"u7",32,292,1
15,"u7",37,14,2
15,"u7",42,6,0
15,"u7",47,7,0
15,"u7",52,1,0
15,"u8",7,3,0
15,"u8",12,4,8
15,"u8",17,4,6
15,"u8",22,35,92
15,"u8",27,71,51
15,"u8",32,104,38
15,"u8",37,51,24
15,"u8",42,38,7
15,"u8",47,14,17
15,"u8",52,6,12
15,"u9",7,4,7
15,"u9",12,18,13
15,"u9",17,111,44
15,"u9",22,135,38
15,"u9",27,112,27
15,"u9",32,106,22
15,"u9",37,92,4
15,"u9",42,59,1
15,"u9",47,40,2
15,"u9",52,8,1
16,"u1",7,2,0
16,"u1",12,1,1
16,"u1",17,12,4
16,"u1",22,15,2
16,"u1",27,10,16
16,"u1",32,31,34
16,"u1",37,17,37
16,"u1",42,46,36
16,"u1",47,47,27
16,"u1",52,33,16
16,"u2",7,4,9
16,"u2",12,9,0
16,"u2",17,19,6
16,"u2",22,68,13
16,"u2",27,58,42
16,"u2",32,36,28
16,"u2",37,47,11
16,"u2",42,42,76
16,"u2",47,104,21
16,"u2",52,78,23
16,"u3",7,6,2
16,"u3",12,16,3
16,"u3",17,38,7
16,"u3",22,78,29
16,"u3",27,97,10
16,"u3",32,167,1
16,"u3",37,17,0
16,"u3",42,7,0
16,"u3",47,6,3
16,"u3",52,12,1
16,"u4",7,4,0
16,"u4",12,8,4
16,"u4",17,22,5
16,"u4",22,58,8
16,"u4",27,50,28
16,"u4",32,46,17
16,"u4",37,172,21
16,"u4",42,125,5
16,"u4",47,31,8
16,"u4",52,31,4
16,"u5",7,6,1
16,"u5",12,1,7
16,"u5",17,10,10
16,"u5",22,16,36
16,"u5",27,33,14
16,"u5",32,40,12
16,"u5",37,57,32
16,"u5",42,73,31
16,"u5",47,55,84
16,"u5",52,46,41
16,"u6",7,4,0
16,"u6",12,8,9
16,"u6",17,15,3
16,"u6",22,261,5
16,"u6",27,107,73
16,"u6",32,57,8
16,"u6",37,17,2
16,"u6",42,8,1
16,"u6",47,5,1
16,"u6",52,6,1
16,"u7",7,2,3
16,"u7",12,8,1
16,"u7",17,38,75
16,"u7",22,169,112
16,"u7",27,139,106
16,"u7",32,173,37
16,"u7",37,58,9
16,"u7",42,28,5
16,"u7",47,9,6
16,"u7",52,16,3
16,"u8",7,2,0
16,"u8",12,6,6
16,"u8",17,107,9
16,"u8",22,415,60
16,"u8",27,204,45
16,"u8",32,37,7
16,"u8",37,27,1
16,"u8",42,9,0
16,"u8",47,11,0
16,"u8",52,2,0
16,"u9",7,0,2
16,"u9",12,2,0
16,"u9",17,4,2
16,"u9",22,6,12
16,"u9",27,10,18
16,"u9",32,39,13
16,"u9",37,27,8
16,"u9",42,106,23
16,"u9",47,66,21
16,"u9",52,40,19
17,"u1",7,1,1
17,"u1",12,11,0
17,"u1",17,19,9
17,"u1",22,57,2
17,"u1",27,105,31
17,"u1",32,87,16
17,"u1",37,87,44
17,"u1",42,43,29
17,"u1",47,45,16
17,"u1",52,23,2
17,"u2",7,3,1
17,"u2",12,14,3
17,"u2",17,15,13
17,"u2",22,145,47
17,"u2",27,190,38
17,"u2",32,167,47
17,"u2",37,138,8
17,"u2",42,64,11
17,"u2",47,52,1
17,"u2",52,71,4
17,"u3",7,6,3
17,"u3",12,44,3
17,"u3",17,58,0
17,"u3",22,64,2
17,"u3",27,68,10
17,"u3",32,53,17
17,"u3",37,131,8
17,"u3",42,89,7
17,"u3",47,45,2
17,"u3",52,29,2
17,"u4",7,2,1
17,"u4",12,14,9
17,"u4",17,80,7
17,"u4",22,126,15
17,"u4",27,135,20
17,"u4",32,87,2
17,"u4",37,44,4
17,"u4",42,136,0
17,"u4",47,114,0
17,"u4",52,42,0
17,"u5",7,0,0
17,"u5",12,19,14
17,"u5",17,51,62
17,"u5",22,216,48
17,"u5",27,248,119
17,"u5",32,62,19
17,"u5",37,46,10
17,"u5",42,31,17
17,"u5",47,19,2
17,"u5",52,29,0
17,"u6",7,4,1
17,"u6",12,10,11
17,"u6",17,22,4
17,"u6",22,54,9
17,"u6",27,88,4
17,"u6",32,194,56
17,"u6",37,38,17
17,"u6",42,39,4
17,"u6",47,22,8
17,"u6",52,33,0
17,"u7",7,2,3
17,"u7",12,5,0
17,"u7",17,18,21
17,"u7",22,82,42
17,"u7",27,145,204
17,"u7",32,30,45
17,"u7",37,8,38
17,"u7",42,8,35
17,"u7",47,14,6
17,"u7",52,12,6
17,"u8",7,3,2
17,"u8",12,12,1
17,"u8",17,52,21
17,"u8",22,209,85
17,"u8",27,92,19
17,"u8",32,34,54
17,"u8",37,48,18
17,"u8",42,17,4
17,"u8",47,15,10
17,"u8",52,16,12
17,"u9",7,1,0
17,"u9",12,41,3
17,"u9",17,46,18
17,"u9",22,83,16
17,"u9",27,139,31
17,"u9",32,141,13
17,"u9",37,28,18
17,"u9",42,41,23
17,"u9",47,13,2
17,"u9",52,13,6
18,"u1",7,0,1
18,"u1",12,0,2
18,"u1",17,3,0
18,"u1",22,13,0
18,"u1",27,10,79
18,"u1",32,89,84
18,"u1",37,103,74
18,"u1",42,110,12
18,"u1",47,79,17
18,"u1",52,30,20
18,"u2",7,0,1
18,"u2",12,8,6
18,"u2",17,21,18
18,"u2",22,109,39
18,"u2",27,104,13
18,"u2",32,179,39
18,"u2",37,91,13
18,"u2",42,60,3
18,"u2",47,33,1
18,"u2",52,26,0
18,"u3",7,5,0
18,"u3",12,9,3
18,"u3",17,36,16
18,"u3",22,354,21
18,"u3",27,218,17
18,"u3",32,104,4
18,"u3",37,51,2
18,"u3",42,14,0
18,"u3",47,15,1
18,"u3",52,19,0
18,"u4",7,7,0
18,"u4",12,33,4
18,"u4",17,20,3
18,"u4",22,65,20
18,"u4",27,58,15
18,"u4",32,11,4
18,"u4",37,20,35
18,"u4",42,10,47
18,"u4",47,21,34
18,"u4",52,42,52
18,"u5",7,3,1
18,"u5",12,7,5
18,"u5",17,11,6
18,"u5",22,14,12
18,"u5",27,24,11
18,"u5",32,29,20
18,"u5",37,23,23
18,"u5",42,14,29
18,"u5",47,5,48
18,"u5",52,7,92
18,"u6",7,5,2
18,"u6",12,23,5
18,"u6",17,25,32
18,"u6",22,94,16
18,"u6",27,86,41
18,"u6",32,39,19
18,"u6",37,89,23
18,"u6",42,23,11
18,"u6",47,34,3
18,"u6",52,12,0
18,"u7",7,2,2
18,"u7",12,6,13
18,"u7",17,8,4
18,"u7",22,18,11
18,"u7",27,47,50
18,"u7",32,67,54
18,"u7",37,181,110
18,"u7",42,30,17
18,"u7",47,5,6
18,"u7",52,12,5
18,"u8",7,12,0
18,"u8",12,25,1
18,"u8",17,51,9
18,"u8",22,78,1
18,"u8",27,111,10
18,"u8",32,44,2
18,"u8",37,16,1
18,"u8",42,5,2
18,"u8",47,7,1
18,"u8",52,24,0
18,"u9",7,0,2
18,"u9",12,9,0
18,"u9",17,26,10
18,"u9",22,65,25
18,"u9",27,42,13
18,"u9",32,51,8
18,"u9",37,49,0
18,"u9",42,13,3
18,"u9",47,10,1
18,"u9",52,6,4
19,"u1",7,3,0
19,"u1",12,7,2
19,"u1",17,4,12
19,"u1",22,10,3
19,"u1",27,21,10
19,"u1",32,35,16
19,"u1",37,57,24
19,"u1",42,45,13
19,"u1",47,40,12
19,"u1",52,68,14
19,"u2",7,1,1
19,"u2",12,9,6
19,"u2",17,35,7
19,"u2",22,126,10
19,"u2",27,113,10
19,"u2",32,43,23
19,"u2",37,21,3
19,"u2",42,25,18
19,"u2",47,24,0
19,"u2",52,26,7
19,"u3",7,0,1
19,"u3",12,1,3
19,"u3",17,0,4
19,"u3",22,8,14
19,"u3",27,21,19
19,"u3",32,34,39
19,"u3",37,91,85
19,"u3",42,49,106
19,"u3",47,11,56
19,"u3",52,5,36
19,"u4",7,2,1
19,"u4",12,7,2
19,"u4",17,30,17
19,"u4",22,97,0
19,"u4",27,81,18
19,"u4",32,115,11
19,"u4",37,213,8
19,"u4",42,87,5
19,"u4",47,32,1
19,"u4",52,19,0
19,"u5",7,6,1
19,"u5",12,10,2
19,"u5",17,61,1
19,"u5",22,112,1
19,"u5",27,77,10
19,"u5",32,180,8
19,"u5",37,47,3
19,"u5",42,61,0
19,"u5",47,22,2
19,"u5",52,10,0
19,"u6",7,1,2
19,"u6",12,22,1
19,"u6",17,49,3
19,"u6",22,260,8
19,"u6",27,165,4
19,"u6",32,51,7
19,"u6",37,167,4
19,"u6",42,26,4
19,"u6",47,20,1
19,"u6",52,27,0
19,"u7",7,4,1
19,"u7",12,5,7
19,"u7",17,29,1
19,"u7",22,46,15
19,"u7",27,125,6
19,"u7",32,380,23
19,"u7",37,219,7
19,"u7",42,58,3
19,"u7",47,36,0
19,"u7",52,8,0
19,"u8",7,3,2
19,"u8",12,13,10
19,"u8",17,50,13
19,"u8",22,61,4
19,"u8",27,209,58
19,"u8",32,102,24
19,"u8",37,42,2
19,"u8",42,21,4
19,"u8",47,4,0
19,"u8",52,21,0
19,"u9",7,0,1
19,"u9",12,3,11
19,"u9",17,8,11
19,"u9",22,11,5
19,"u9",27,75,29
19,"u9",32,209,107
19,"u9",37,199,10
19,"u9",42,58,6
19,"u9",47,21,2
19,"u9",52,12,4
20,"u1",7,2,4
20,"u1",12,10,6
20,"u1",17,35,12
20,"u1",22,127,38
20,"u1",27,231,55
20,"u1",32,34,38
20,"u1",37,57,3
20,"u1",42,22,3
20,"u1",47,12,3
20,"u1",52,22,2
20,"u2",7,4,0
20,"u2",12,8,4
20,"u2",17,31,43
20,"u2",22,70,19
20,"u2",27,220,177
20,"u2",32,151,63
20,"u2",37,20,43
20,"u2",42,21,11
20,"u2",47,14,2
20,"u2",52,14,6
20,"u3",7,0,2
20,"u3",12,3,1
20,"u3",17,14,0
20,"u3",22,35,2
20,"u3",27,65,14
20,"u3",32,55,11
20,"u3",37,61,19
20,"u3",42,72,20
20,"u3",47,63,17
20,"u3",52,30,18
20,"u4",7,1,1
20,"u4",12,3,4
20,"u4",17,16,42
20,"u4",22,40,62
20,"u4",27,28,123
20,"u4",32,49,67
20,"u4",37,12,124
20,"u4",42,44,30
20,"u4",47,21,13
20,"u4",52,11,2
20,"u5",7,0,2
20,"u5",12,7,3
20,"u5",17,38,9
20,"u5",22,64,21
20,"u5",27,123,71
20,"u5",32,50,20
20,"u5",37,59,24
20,"u5",42,16,11
20,"u5",47,6,11
20,"u5",52,11,5
20,"u6",7,3,1
20,"u6",12,14,1
20,"u6",17,40,21
20,"u6",22,206,126
20,"u6",27,222,39
20,"u6",32,57,1
20,"u6",37,31,2
20,"u6",42,32,3
20,"u6",47,55,2
20,"u6",52,38,1
20,"u7",7,2,1
20,"u7",12,6,5
20,"u7",17,42,16
20,"u7",22,115,15
20,"u7",27,103,55
20,"u7",32,74,4
20,"u7",37,48,7
20,"u7",42,21,7
20,"u7",47,10,1
20,"u7",52,9,1
20,"u8",7,3,4
20,"u8",12,4,4
20,"u8",17,11,20
20,"u8",22,8,6
20,"u8",27,33,125
20,"u8",32,30,256
20,"u8",37,62,111
20,"u8",42,54,62
20,"u8",47,48,118
20,"u8",52,33,1
20,"u9",7,6,0
20,"u9",12,7,4
20,"u9",17,8,0
20,"u9",22,17,6
20,"u9",27,31,30
20,"u9",32,35,40
20,"u9",37,44,9
20,"u9",42,74,11
20,"u9",47,92,15
20,"u9",52,55,5
21,"u1",7,3,4
21,"u1",12,2,2
21,"u1",17,30,10
21,"u1",22,18,35
21,"u1",27,36,187
21,"u1",32,60,99
21,"u1",37,52,31
21,"u1",42,41,43
21,"u1",47,16,17
21,"u1",52,9,11
21,"u2",7,2,4
21,"u2",12,7,4
21,"u2",17,15,14
21,"u2",22,98,62
21,"u2",27,65,9
21,"u2",32,172,34
21,"u2",37,85,57
21,"u2",42,49,23
21,"u2",47,25,13
21,"u2",52,20,15
21,"u3",7,4,1
21,"u3",12,12,4
21,"u3",17,39,15
21,"u3",22,39,13
21,"u3",27,274,28
21,"u3",32,169,23
21,"u3",37,55,7
21,"u3",42,71,4
21,"u3",47,19,2
21,"u3",52,5,4
21,"u4",7,9,1
21,"u4",12,34,0
21,"u4",17,99,5
21,"u4",22,214,4
21,"u4",27,71,3
21,"u4",32,46,0
21,"u4",37,30,1
21,"u4",42,16,1
21,"u4",47,8,1
21,"u4",52,2,0
21,"u5",7,1,3
21,"u5",12,8,2
21,"u5",17,15,12
21,"u5",22,27,6
21,"u5",27,21,5
21,"u5",32,34,19
21,"u5",37,37,3
21,"u5",42,49,20
21,"u5",47,48,16
21,"u5",52,42,1
21,"u6",7,4,1
21,"u6",12,14,12
21,"u6",17,57,58
21,"u6",22,192,71
21,"u6",27,100,42
21,"u6",32,138,28
21,"u6",37,24,6
21,"u6",42,20,6
21,"u6",47,13,1
21,"u6",52,7,1
21,"u7",7,4,2
21,"u7",12,9,7
21,"u7",17,24,4
21,"u7",22,163,36
21,"u7",27,221,37
21,"u7",32,137,8
21,"u7",37,34,1
21,"u7",42,21,1
21,"u7",47,2,0
21,"u7",52,4,0
21,"u8",7,3,3
21,"u8",12,19,3
21,"u8",17,100,23
21,"u8",22,97,4
21,"u8",27,142,24
21,"u8",32,75,4
21,"u8",37,32,3
21,"u8",42,166,2
21,"u8",47,56,0
21,"u8",52,40,2
21,"u9",7,1,4
21,"u9",12,13,3
21,"u9",17,88,17
21,"u9",22,148,13
21,"u9",27,79,73
21,"u9",32,63,13
21,"u9",37,36,10
21,"u9",42,45,3
21,"u9",47,16,1
21,"u9",52,8,2
22,"u1",7,6,1
22,"u1",12,13,7
22,"u1",17,55,2
22,"u1",22,59,8
22,"u1",27,52,20
22,"u1",32,83,43
22,"u1",37,62,1
22,"u1",42,59,13
22,"u1",47,105,1
22,"u1",52,27,2
22,"u2",7,0,0
22,"u2",12,0,12
22,"u2",17,10,17
22,"u2",22,56,151
22,"u2",27,222,92
22,"u2",32,258,209
22,"u2",37,95,16
22,"u2",42,24,11
22,"u2",47,15,3
22,"u2",52,18,0
22,"u3",7,4,3
22,"u3",12,25,5
22,"u3",17,65,13
22,"u3",22,103,57
22,"u3",27,45,24
22,"u3",32,34,9
22,"u3",37,41,1
22,"u3",42,14,3
22,"u3",47,11,1
22,"u3",52,16,0
22,"u4",7,6,0
22,"u4",12,19,11
22,"u4",17,41,42
22,"u4",22,64,36
22,"u4",27,103,30
22,"u4",32,70,7
22,"u4",37,49,32
22,"u4",42,33,3
22,"u4",47,24,9
22,"u4",52,8,3
22,"u5",7,3,1
22,"u5",12,8,3
22,"u5",17,43,26
22,"u5",22,118,31
22,"u5",27,126,19
22,"u5",32,192,36
22,"u5",37,40,8
22,"u5",42,22,4
22,"u5",47,12,2
22,"u5",52,13,0
22,"u6",7,4,1
22,"u6",12,10,1
22,"u6",17,15,4
22,"u6",22,24,3
22,"u6",27,15,13
22,"u6",32,47,8
22,"u6",37,58,29
22,"u6",42,39,6
22,"u6",47,55,20
22,"u6",52,122,28
22,"u7",7,1,5
22,"u7",12,20,2
22,"u7",17,58,39
22,"u7",22,254,23
22,"u7",27,63,48
22,"u7",32,80,13
22,"u7",37,27,9
22,"u7",42,22,7
22,"u7",47,15,2
22,"u7",52,6,1
22,"u8",7,0,2
22,"u8",12,27,11
22,"u8",17,96,35
22,"u8",22,107,37
22,"u8",27,36,16
22,"u8",32,54,9
22,"u8",37,108,10
22,"u8",42,29,16
22,"u8",47,30,0
22,"u8",52,10,1
22,"u9",7,1,3
22,"u9",12,6,3
22,"u9",17,5,28
22,"u9",22,51,55
22,"u9",27,95,61
22,"u9",32,83,75
22,"u9",37,33,9
22,"u9",42,3,47
22,"u9",47,6,1
22,"u9",52,5,3
23,"u1",7,1,1
23,"u1",12,6,7
23,"u1",17,27,3
23,"u1",22,58,43
23,"u1",27,59,97
23,"u1",32,54,115
23,"u1",37,83,40
23,"u1",42,26,20
23,"u1",47,13,6
23,"u1",52,0,4
23,"u2",7,3,1
23,"u2",12,7,11
23,"u2",17,25,8
23,"u2",22,69,45
23,"u2",27,101,44
23,"u2",32,111,18
23,"u2",37,167,9
23,"u2",42,178,5
23,"u2",47,79,1
23,"u2",52,11,0
23,"u3",7,2,7
23,"u3",12,2,0
23,"u3",17,40,20
23,"u3",22,69,20
23,"u3",27,162,42
23,"u3",32,133,31
23,"u3",37,187,1
23,"u3",42,63,4
23,"u3",47,16,0
23,"u3",52,23,1
23,"u4",7,3,0
23,"u4",12,5,2
23,"u4",17,13,3
23,"u4",22,71,10
23,"u4",27,39,29
23,"u4",32,237,13
23,"u4",37,135,0
23,"u4",42,56,2
23,"u4",47,20,0
23,"u4",52,21,0
23,"u5",7,4,0
23,"u5",12,36,9
23,"u5",17,213,14
23,"u5",22,124,3
23,"u5",27,99,0
23,"u5",32,43,2
23,"u5",37,28,2
23,"u5",42,14,0
23,"u5",47,2,0
23,"u5",52,4,0
23,"u6",7,3,2
23,"u6",12,3,6
23,"u6",17,25,15
23,"u6",22,24,14
23,"u6",27,34,25
23,"u6",32,39,39
23,"u6",37,73,43
23,"u6",42,150,46
23,"u6",47,71,18
23,"u6",52,15,7
23,"u7",7,2,0
23,"u7",12,14,3
23,"u7",17,32,20
23,"u7",22,110,3
23,"u7",27,156,10
23,"u7",32,19,2
23,"u7",37,45,5
23,"u7",42,58,3
23,"u7",47,31,0
23,"u7",52,45,0
23,"u8",7,1,4
23,"u8",12,10,5
23,"u8",17,45,11
23,"u8",22,178,27
23,"u8",27,146,165
23,"u8",32,34,3
23,"u8",37,91,5
23,"u8",42,53,12
23,"u8",47,45,19
23,"u8",52,68,0
23,"u9",7,4,1
23,"u9",12,10,5
23,"u9",17,63,6
23,"u9",22,165,17
23,"u9",27,112,16
23,"u9",32,145,7
23,"u9",37,70,1
23,"u9",42,53,1
23,"u9",47,36,0
23,"u9",52,32,0
24,"u1",7,9,0
24,"u1",12,17,6
24,"u1",17,84,26
24,"u1",22,85,30
24,"u1",27,98,8
24,"u1",32,81,15
24,"u1",37,36,2
24,"u1",42,2,14
24,"u1",47,2,1
24,"u1",52,6,4
24,"u2",7,5,0
24,"u2",12,2,4
24,"u2",17,6,4
24,"u2",22,29,4
24,"u2",27,24,14
24,"u2",32,57,98
24,"u2",37,84,72
24,"u2",42,80,96
24,"u2",47,94,67
24,"u2",52,70,4
24,"u3",7,0,2
24,"u3",12,5,5
24,"u3",17,11,27
24,"u3",22,17,6
24,"u3",27,46,124
24,"u3",32,50,158
24,"u3",37,24,100
24,"u3",42,89,25
24,"u3",47,57,12
24,"u3",52,57,4
24,"u4",7,0,0
24,"u4",12,7,1
24,"u4",17,40,21
24,"u4",22,79,75
24,"u4",27,146,54
24,"u4",32,315,90
24,"u4",37,150,19
24,"u4",42,40,5
24,"u4",47,18,3
24,"u4",52,9,1
24,"u5",7,4,3
24,"u5",12,11,3
24,"u5",17,39,10
24,"u5",22,69,16
24,"u5",27,57,8
24,"u5",32,118,45
24,"u5",37,133,23
24,"u5",42,107,7
24,"u5",47,81,2
24,"u5",52,179,1
24,"u6",7,3,1
24,"u6",12,3,3
24,"u6",17,39,2
24,"u6",22,21,3
24,"u6",27,45,1
24,"u6",32,31,3
24,"u6",37,32,12
24,"u6",42,24,7
24,"u6",47,14,2
24,"u6",52,39,4
24,"u7",7,6,0
24,"u7",12,2,5
24,"u7",17,19,14
24,"u7",22,76,24
24,"u7",27,132,31
24,"u7",32,105,18
24,"u7",37,92,8
24,"u7",42,20,5
24,"u7",47,6,8
24,"u7",52,6,2
24,"u8",7,3,2
24,"u8",12,4,0
24,"u8",17,21,4
24,"u8",22,41,9
24,"u8",27,60,23
24,"u8",32,120,14
24,"u8",37,130,30
24,"u8",42,46,9
24,"u8",47,36,24
24,"u8",52,35,7
24,"u9",7,12,7
24,"u9",12,36,4
24,"u9",17,19,8
24,"u9",22,121,9
24,"u9",27,177,8
24,"u9",32,47,4
24,"u9",37,73,1
24,"u9",42,144,0
24,"u9",47,110,0
24,"u9",52,13,0
25,"u1",7,3,1
25,"u1",12,15,1
25,"u1",17,46,40
25,"u1",22,85,39
25,"u1",27,99,1
25,"u1",32,69,4
25,"u1",37,56,5
25,"u1",42,16,2
25,"u1",47,14,5
25,"u1",52,10,0
25,"u2",7,1,0
25,"u2",12,7,1
25,"u2",17,15,3
25,"u2",22,80,16
25,"u2",27,164,10
25,"u2",32,232,16
25,"u2",37,50,39
25,"u2",42,25,3
25,"u2",47,7,0
25,"u2",52,32,3
25,"u3",7,2,1
25,"u3",12,8,3
25,"u3",17,17,5
25,"u3",22,21,18
25,"u3",27,54,57
25,"u3",32,50,52
25,"u3",37,37,36
25,"u3",42,65,47
25,"u3",47,56,41
25,"u3",52,158,14
25,"u4",7,4,0
25,"u4",12,7,4
25,"u4",17,43,6
25,"u4",22,51,18
25,"u4",27,98,57
25,"u4",32,94,13
25,"u4",37,23,11
25,"u4",42,26,1
25,"u4",47,30,0
25,"u4",52,18,12
25,"u5",7,0,2
25,"u5",12,3,3
25,"u5",17,21,52
25,"u5",22,129,88
25,"u5",27,107,86
25,"u5",32,122,82
25,"u5",37,40,40
25,"u5",42,43,7
25,"u5",47,42,3
25,"u5",52,8,4
25,"u6",7,2,2
25,"u6",12,4,8
25,"u6",17,11,7
25,"u6",22,22,15
25,"u6",27,25,52
25,"u6",32,13,57
25,"u6",37,7,67
25,"u6",42,9,64
25,"u6",47,13,30
25,"u6",52,20,39
25,"u7",7,2,1
25,"u7",12,8,0
25,"u7",17,9,9
25,"u7",22,16,30
25,"u7",27,103,96
25,"u7",32,120,207
25,"u7",37,47,80
25,"u7",42,7,48
25,"u7",47,3,1
25,"u7",52,5,9
25,"u8",7,0,3
25,"u8",12,22,11
25,"u8",17,115,54
25,"u8",22,308,24
25,"u8",27,111,36
25,"u8",32,42,0
25,"u8",37,17,1
25,"u8",42,23,1
25,"u8",47,12,1
25,"u8",52,9,1
25,"u9",7,2,1
25,"u9",12,5,1
25,"u9",17,11,22
25,"u9",22,39,35
25,"u9",27,117,20
25,"u9",32,215,17
25,"u9",37,140,13
25,"u9",42,49,2
25,"u9",47,38,1
25,"u9",52,24,1
26,"u1",7,1,3
26,"u1",12,6,0
26,"u1",17,26,4
26,"u1",22,36,18
26,"u1",27,122,4
26,"u1",32,301,30
26,"u1",37,62,16
26,"u1",42,40,11
26,"u1",47,48,1
26,"u1",52,19,2
26,"u2",7,2,1
26,"u2",12,6,10
26,"u2",17,31,17
26,"u2",22,20,12
26,"u2",27,120,24
26,"u2",32,78,17
26,"u2",37,115,32
26,"u2",42,166,10
26,"u2",47,166,2
26,"u2",52,55,0
26,"u3",7,3,2
26,"u3",12,1,14
26,"u3",17,23,14
26,"u3",22,75,80
26,"u3",27,67,236
26,"u3",32,19,48
26,"u3",37,8,9
26,"u3",42,3,12
26,"u3",47,7,9
26,"u3",52,5,13
26,"u4",7,1,3
26,"u4",12,7,0
26,"u4",17,50,6
26,"u4",22,69,28
26,"u4",27,109,42
26,"u4",32,51,6
26,"u4",37,69,13
26,"u4",42,217,6
26,"u4",47,50,1
26,"u4",52,10,0
26,"u5",7,3,1
26,"u5",12,14,7
26,"u5",17,31,1
26,"u5",22,62,7
26,"u5",27,96,19
26,"u5",32,185,32
26,"u5",37,49,15
26,"u5",42,30,1
26,"u5",47,76,3
26,"u5",52,16,2
26,"u6",7,3,3
26,"u6",12,6,3
26,"u6",17,9,2
26,"u6",22,3,6
26,"u6",27,43,5
26,"u6",32,125,5
26,"u6",37,59,32
26,"u6",42,88,9
26,"u6",47,8,4
26,"u6",52,1,2
26,"u7",7,3,1
26,"u7",12,7,4
26,"u7",17,34,14
26,"u7",22,86,4
26,"u7",27,94,14
26,"u7",32,90,7
26,"u7",37,75,10
26,"u7",42,102,0
26,"u7",47,36,3
26,"u7",52,59,2
