"b","unit","day","dentadult","lumadult"
26,"u8",7,7,0
26,"u8",12,10,2
26,"u8",17,12,2
26,"u8",22,14,30
26,"u8",27,64,50
26,"u8",32,212,23
26,"u8",37,214,9
26,"u8",42,264,2
26,"u8",47,117,1
26,"u8",52,26,1
26,"u9",7,6,2
26,"u9",12,18,3
26,"u9",17,79,23
26,"u9",22,94,58
26,"u9",27,397,22
26,"u9",32,104,2
26,"u9",37,78,7
26,"u9",42,14,1
26,"u9",47,6,0
26,"u9",52,2,0
27,"u1",7,4,2
27,"u1",12,22,17
27,"u1",17,45,22
27,"u1",22,51,22
27,"u1",27,68,29
27,"u1",32,89,14
27,"u1",37,57,31
27,"u1",42,71,14
27,"u1",47,15,1
27,"u1",52,6,0
27,"u2",7,1,0
27,"u2",12,1,4
27,"u2",17,3,11
27,"u2",22,22,2
27,"u2",27,82,115
27,"u2",32,187,61
27,"u2",37,222,143
27,"u2",42,68,3
27,"u2",47,24,13
27,"u2",52,11,3
27,"u3",7,8,0
27,"u3",12,20,6
27,"u3",17,64,10
27,"u3",22,24,24
27,"u3",27,163,16
27,"u3",32,88,6
27,"u3",37,48,0
27,"u3",42,40,8
27,"u3",47,30,0
27,"u3",52,21,0
27,"u4",7,13,0
27,"u4",12,28,4
27,"u4",17,110,6
27,"u4",22,151,11
27,"u4",27,141,1
27,"u4",32,47,0
27,"u4",37,21,2
27,"u4",42,11,0
27,"u4",47,27,0
27,"u4",52,24,0
27,"u5",7,0,2
27,"u5",12,8,6
27,"u5",17,7,3
27,"u5",22,9,4
27,"u5",27,11,13
27,"u5",32,13,23
27,"u5",37,36,24
27,"u5",42,29,18
27,"u5",47,17,74
27,"u5",52,28,41
27,"u6",7,1,1
27,"u6",12,3,5
27,"u6",17,25,1
27,"u6",22,34,16
27,"u6",27,68,6
27,"u6",32,73,8
27,"u6",37,39,48
27,"u6",42,22,12
27,"u6",47,9,11
27,"u6",52,17,10
27,"u7",7,1,2
27,"u7",12,5,3
27,"u7",17,5,6
27,"u7",22,30,6
27,"u7",27,15,22
27,"u7",32,11,16
27,"u7",37,12,32
27,"u7",42,20,25
27,"u7",47,18,33
27,"u7",52,18,16
27,"u8",7,5,3
27,"u8",12,24,1
27,"u8",17,31,7
27,"u8",22,129,32
27,"u8",27,113,9
27,"u8",32,46,33
27,"u8",37,10,1
27,"u8",42,15,8
27,"u8",47,10,1
27,"u8",52,11,6
27,"u9",7,4,2
27,"u9",12,5,5
27,"u9",17,25,6
27,"u9",22,37,5
27,"u9",27,43,3
27,"u9",32,32,6
27,"u9",37,67,6
27,"u9",42,84,0
27,"u9",47,161,6
27,"u9",52,66,1
28,"u1",7,2,0
28,"u1",12,18,3
28,"u1",17,23,5
28,"u1",22,32,25
28,"u1",27,47,41
28,"u1",32,87,15
28,"u1",37,124,5
28,"u1",42,107,11
28,"u1",47,92,4
28,"u1",52,58,0
28,"u2",7,4,0
28,"u2",12,9,6
28,"u2",17,29,19
28,"u2",22,154,36
28,"u2",27,35,33
28,"u2",32,60,9
28,"u2",37,26,10
28,"u2",42,13,8
28,"u2",47,8,1
28,"u2",52,5,2
28,"u3",7,3,0
28,"u3",12,19,3
28,"u3",17,95,39
28,"u3",22,134,53
28,"u3",27,160,44
28,"u3",32,69,13
28,"u3",37,17,2
28,"u3",42,19,1
28,"u3",47,14,1
28,"u3",52,20,1
28,"u4",7,1,4
28,"u4",12,4,1
28,"u4",17,5,7
28,"u4",22,12,37
28,"u4",27,25,49
28,"u4",32,48,86
28,"u4",37,25,71
28,"u4",42,51,182
28,"u4",47,21,9
28,"u4",52,11,25
28,"u5",7,8,3
28,"u5",12,5,2
28,"u5",17,11,4
28,"u5",22,31,3
28,"u5",27,191,30
28,"u5",32,83,20
28,"u5",37,44,34
28,"u5",42,47,4
28,"u5",47,10,0
28,"u5",52,36,6
28,"u6",7,1,0
28,"u6",12,4,10
28,"u6",17,64,36
28,"u6",22,191,28
28,"u6",27,117,32
28,"u6",32,232,33
28,"u6",37,77,10
28,"u6",42,38,2
28,"u6",47,23,1
28,"u6",52,7,0
28,"u7",7,6,2
28,"u7",12,13,3
28,"u7",17,17,13
28,"u7",22,50,22
28,"u7",27,99,25
28,"u7",32,108,25
28,"u7",37,109,11
28,"u7",42,127,1
28,"u7",47,64,2
28,"u7",52,21,1
28,"u8",7,4,2
28,"u8",12,12,6
28,"u8",17,104,15
28,"u8",22,91,113
28,"u8",27,64,19
28,"u8",32,73,18
28,"u8",37,48,9
28,"u8",42,55,1
28,"u8",47,56,1
28,"u8",52,31,1
28,"u9",7,4,4
28,"u9",12,3,4
28,"u9",17,23,6
28,"u9",22,98,11
28,"u9",27,149,20
28,"u9",32,108,2
28,"u9",37,67,0
28,"u9",42,28,0
28,"u9",47,14,0
28,"u9",52,4,2
29,"u1",7,7,1
29,"u1",12,13,3
29,"u1",17,22,8
29,"u1",22,105,1
29,"u1",27,183,22
29,"u1",32,117,20
29,"u1",37,101,5
29,"u1",42,54,4
29,"u1",47,78,0
29,"u1",52,20,0
29,"u2",7,5,2
29,"u2",12,2,1
29,"u2",17,12,3
29,"u2",22,34,0
29,"u2",27,51,15
29,"u2",32,68,17
29,"u2",37,101,36
29,"u2",42,86,39
29,"u2",47,92,6
29,"u2",52,53,8
29,"u3",7,3,0
29,"u3",12,3,5
29,"u3",17,14,27
29,"u3",22,62,48
29,"u3",27,82,49
29,"u3",32,88,108
29,"u3",37,150,35
29,"u3",42,42,22
29,"u3",47,24,12
29,"u3",52,19,2
29,"u4",7,3,0
29,"u4",12,7,1
29,"u4",17,7,1
29,"u4",22,22,3
29,"u4",27,25,1
29,"u4",32,11,11
29,"u4",37,36,13
29,"u4",42,37,4
29,"u4",47,69,32
29,"u4",52,52,2
29,"u5",7,3,0
29,"u5",12,6,6
29,"u5",17,15,8
29,"u5",22,68,18
29,"u5",27,99,25
29,"u5",32,46,4
29,"u5",37,57,6
29,"u5",42,46,0
29,"u5",47,40,0
29,"u5",52,13,2
29,"u6",7,2,0
29,"u6",12,5,1
29,"u6",17,15,8
29,"u6",22,19,0
29,"u6",27,31,6
29,"u6",32,42,9
29,"u6",37,75,47
29,"u6",42,58,23
29,"u6",47,44,1
29,"u6",52,5,9
29,"u7",7,1,0
29,"u7",12,7,3
29,"u7",17,44,4
29,"u7",22,114,9
29,"u7",27,159,25
29,"u7",32,173,9
29,"u7",37,60,0
29,"u7",42,9,1
29,"u7",47,6,1
29,"u7",52,1,0
29,"u8",7,3,0
29,"u8",12,9,1
29,"u8",17,74,14
29,"u8",22,107,24
29,"u8",27,127,50
29,"u8",32,77,4
29,"u8",37,59,3
29,"u8",42,26,1
29,"u8",47,21,0
29,"u8",52,28,0
29,"u9",7,2,1
29,"u9",12,21,7
29,"u9",17,55,18
29,"u9",22,271,54
29,"u9",27,94,20
29,"u9",32,24,0
29,"u9",37,20,5
29,"u9",42,16,3
29,"u9",47,0,0
29,"u9",52,4,2
30,"u1",7,1,0
30,"u1",12,10,3
30,"u1",17,76,1
30,"u1",22,126,31
30,"u1",27,85,22
30,"u1",32,45,18
30,"u1",37,13,2
30,"u1",42,10,6
30,"u1",47,7,1
30,"u1",52,5,1
30,"u2",7,2,0
30,"u2",12,10,3
30,"u2",17,23,5
30,"u2",22,20,4
30,"u2",27,150,47
30,"u2",32,115,39
30,"u2",37,114,80
30,"u2",42,110,5
30,"u2",47,96,2
30,"u2",52,19,1
30,"u3",7,8,0
30,"u3",12,21,4
30,"u3",17,21,8
30,"u3",22,44,12
30,"u3",27,91,48
30,"u3",32,27,18
30,"u3",37,23,17
30,"u3",42,22,12
30,"u3",47,13,10
30,"u3",52,25,10
30,"u4",7,2,1
30,"u4",12,10,3
30,"u4",17,14,1
30,"u4",22,17,11
30,"u4",27,91,7
30,"u4",32,113,47
30,"u4",37,195,56
30,"u4",42,150,7
30,"u4",47,57,2
30,"u4",52,19,1
30,"u5",7,3,1
30,"u5",12,6,17
30,"u5",17,25,14
30,"u5",22,95,55
30,"u5",27,103,50
30,"u5",32,119,10
30,"u5",37,73,6
30,"u5",42,52,16
30,"u5",47,24,3
30,"u5",52,7,0
30,"u6",7,5,2
30,"u6",12,11,6
30,"u6",17,21,21
30,"u6",22,60,28
30,"u6",27,88,54
30,"u6",32,32,4
30,"u6",37,112,11
30,"u6",42,30,3
30,"u6",47,34,3
30,"u6",52,35,0
30,"u7",7,3,0
30,"u7",12,5,1
30,"u7",17,42,4
30,"u7",22,48,28
30,"u7",27,117,10
30,"u7",32,64,3
30,"u7",37,33,7
30,"u7",42,46,8
30,"u7",47,34,4
30,"u7",52,28,4
30,"u8",7,3,6
30,"u8",12,0,1
30,"u8",17,3,10
30,"u8",22,13,12
30,"u8",27,14,2
30,"u8",32,13,15
30,"u8",37,70,29
30,"u8",42,98,36
30,"u8",47,133,6
30,"u8",52,149,17
30,"u9",7,4,1
30,"u9",12,31,3
30,"u9",17,92,9
30,"u9",22,162,13
30,"u9",27,172,5
30,"u9",32,45,4
30,"u9",37,61,4
30,"u9",42,28,0
30,"u9",47,26,1
30,"u9",52,14,0
31,"u1",7,2,4
31,"u1",12,4,13
31,"u1",17,13,34
31,"u1",22,58,67
31,"u1",27,154,110
31,"u1",32,53,104
31,"u1",37,12,37
31,"u1",42,4,5
31,"u1",47,2,2
31,"u1",52,1,0
31,"u2",7,0,1
31,"u2",12,8,20
31,"u2",17,31,6
31,"u2",22,199,76
31,"u2",27,153,38
31,"u2",32,36,4
31,"u2",37,26,4
31,"u2",42,14,8
31,"u2",47,14,1
31,"u2",52,13,3
31,"u3",7,5,3
31,"u3",12,23,2
31,"u3",17,72,12
31,"u3",22,76,15
31,"u3",27,105,14
31,"u3",32,137,5
31,"u3",37,164,10
31,"u3",42,97,3
31,"u3",47,33,4
31,"u3",52,24,0
31,"u4",7,4,1
31,"u4",12,3,3
31,"u4",17,10,13
31,"u4",22,72,31
31,"u4",27,147,57
31,"u4",32,219,21
31,"u4",37,79,1
31,"u4",42,30,2
31,"u4",47,22,0
31,"u4",52,11,0
31,"u5",7,4,3
31,"u5",12,6,1
31,"u5",17,11,7
31,"u5",22,36,8
31,"u5",27,374,23
31,"u5",32,118,12
31,"u5",37,156,0
31,"u5",42,151,2
31,"u5",47,199,0
31,"u5",52,76,0
31,"u6",7,2,1
31,"u6",12,27,0
31,"u6",17,23,13
31,"u6",22,151,8
31,"u6",27,310,9
31,"u6",32,156,10
31,"u6",37,43,1
31,"u6",42,7,1
31,"u6",47,12,0
31,"u6",52,9,0
31,"u7",7,0,0
31,"u7",12,14,0
31,"u7",17,49,4
31,"u7",22,51,4
31,"u7",27,61,2
31,"u7",32,53,6
31,"u7",37,9,11
31,"u7",42,11,6
31,"u7",47,2,3
31,"u7",52,2,1
31,"u8",7,3,2
31,"u8",12,1,8
31,"u8",17,5,0
31,"u8",22,50,35
31,"u8",27,89,100
31,"u8",32,97,41
31,"u8",37,59,37
31,"u8",42,64,17
31,"u8",47,24,1
31,"u8",52,1,4
31,"u9",7,2,1
31,"u9",12,8,5
31,"u9",17,18,79
31,"u9",22,42,24
31,"u9",27,86,150
31,"u9",32,99,128
31,"u9",37,73,46
31,"u9",42,34,20
31,"u9",47,5,8
31,"u9",52,21,5
32,"u1",7,3,1
32,"u1",12,21,10
32,"u1",17,45,9
32,"u1",22,49,14
32,"u1",27,81,41
32,"u1",32,90,61
32,"u1",37,41,9
32,"u1",42,26,22
32,"u1",47,16,11
32,"u1",52,4,1
32,"u2",7,4,4
32,"u2",12,11,1
32,"u2",17,46,44
32,"u2",22,45,21
32,"u2",27,102,13
32,"u2",32,52,127
32,"u2",37,10,54
32,"u2",42,9,19
32,"u2",47,19,24
32,"u2",52,13,5
32,"u3",7,6,1
32,"u3",12,38,0
32,"u3",17,41,4
32,"u3",22,84,54
32,"u3",27,180,17
32,"u3",32,123,5
32,"u3",37,84,3
32,"u3",42,29,3
32,"u3",47,6,0
32,"u3",52,2,0
32,"u4",7,4,4
32,"u4",12,13,2
32,"u4",17,43,4
32,"u4",22,190,30
32,"u4",27,460,30
32,"u4",32,141,4
32,"u4",37,35,8
32,"u4",42,9,0
32,"u4",47,10,0
32,"u4",52,2,0
32,"u5",7,8,1
32,"u5",12,12,7
32,"u5",17,102,12
32,"u5",22,130,94
32,"u5",27,38,10
32,"u5",32,44,26
32,"u5",37,53,3
32,"u5",42,45,8
32,"u5",47,42,3
32,"u5",52,46,0
32,"u6",7,12,1
32,"u6",12,26,9
32,"u6",17,32,17
32,"u6",22,72,18
32,"u6",27,56,8
32,"u6",32,112,6
32,"u6",37,80,0
32,"u6",42,59,1
32,"u6",47,34,0
32,"u6",52,13,0
32,"u7",7,1,1
32,"u7",12,3,2
32,"u7",17,12,21
32,"u7",22,36,41
32,"u7",27,35,67
32,"u7",32,73,53
32,"u7",37,58,214
32,"u7",42,30,46
32,"u7",47,13,13
32,"u7",52,14,29
32,"u8",7,4,0
32,"u8",12,16,1
32,"u8",17,70,45
32,"u8",22,85,23
32,"u8",27,65,88
32,"u8",32,47,73
32,"u8",37,36,39
32,"u8",42,21,10
32,"u8",47,13,20
32,"u8",52,21,0
32,"u9",7,6,1
32,"u9",12,3,6
32,"u9",17,14,13
32,"u9",22,94,39
32,"u9",27,230,4
32,"u9",32,146,6
32,"u9",37,85,2
32,"u9",42,36,2
32,"u9",47,8,0
32,"u9",52,7,1
33,"u1",7,2,0
33,"u1",12,7,4
33,"u1",17,8,1
33,"u1",22,49,6
33,"u1",27,301,59
33,"u1",32,107,57
33,"u1",37,46,16
33,"u1",42,19,7
33,"u1",47,16,8
33,"u1",52,4,1
33,"u2",7,2,2
33,"u2",12,13,5
33,"u2",17,41,25
33,"u2",22,215,64
33,"u2",27,110,20
33,"u2",32,76,25
33,"u2",37,12,13
33,"u2",42,20,11
33,"u2",47,14,17
33,"u2",52,24,12
33,"u3",7,1,0
33,"u3",12,7,5
33,"u3",17,44,19
33,"u3",22,84,76
33,"u3",27,251,77
33,"u3",32,119,60
33,"u3",37,59,4
33,"u3",42,21,2
33,"u3",47,18,1
33,"u3",52,10,0
33,"u4",7,2,0
33,"u4",12,23,1
33,"u4",17,58,7
33,"u4",22,97,1
33,"u4",27,103,7
33,"u4",32,77,3
33,"u4",37,31,7
33,"u4",42,15,0
33,"u4",47,39,2
33,"u4",52,15,0
33,"u5",7,2,0
33,"u5",12,13,0
33,"u5",17,44,21
33,"u5",22,29,23
33,"u5",27,67,20
33,"u5",32,75,17
33,"u5",37,24,1
33,"u5",42,26,6
33,"u5",47,13,2
33,"u5",52,11,1
33,"u6",7,0,3
33,"u6",12,1,6
33,"u6",17,12,22
33,"u6",22,20,22
33,"u6",27,77,60
33,"u6",32,75,98
33,"u6",37,43,42
33,"u6",42,38,69
33,"u6",47,12,67
33,"u6",52,15,26
33,"u7",7,1,1
33,"u7",12,5,1
33,"u7",17,35,16
33,"u7",22,92,38
33,"u7",27,80,9
33,"u7",32,48,53
33,"u7",37,14,13
33,"u7",42,10,7
33,"u7",47,12,9
33,"u7",52,17,0
33,"u8",7,3,2
33,"u8",12,21,4
33,"u8",17,24,40
33,"u8",22,90,33
33,"u8",27,320,41
33,"u8",32,119,7
33,"u8",37,19,0
33,"u8",42,18,0
33,"u8",47,7,0
33,"u8",52,8,0
33,"u9",7,0,2
33,"u9",12,6,1
33,"u9",17,56,14
33,"u9",22,46,34
33,"u9",27,132,11
33,"u9",32,123,16
33,"u9",37,61,7
33,"u9",42,39,2
33,"u9",47,33,4
33,"u9",52,63,4
34,"u1",7,2,0
34,"u1",12,25,0
34,"u1",17,37,4
34,"u1",22,46,11
34,"u1",27,57,7
34,"u1",32,114,14
34,"u1",37,54,27
34,"u1",42,144,7
34,"u1",47,82,1
34,"u1",52,44,2
34,"u2",7,2,0
34,"u2",12,2,3
34,"u2",17,4,1
34,"u2",22,2,9
34,"u2",27,18,34
34,"u2",32,24,83
34,"u2",37,65,55
34,"u2",42,29,26
34,"u2",47,24,92
34,"u2",52,49,43
34,"u3",7,7,1
34,"u3",12,123,4
34,"u3",17,327,7
34,"u3",22,123,5
34,"u3",27,115,5
34,"u3",32,120,1
34,"u3",37,22,0
34,"u3",42,11,0
34,"u3",47,15,0
34,"u3",52,5,0
34,"u4",7,1,4
34,"u4",12,7,1
34,"u4",17,20,30
34,"u4",22,70,26
34,"u4",27,49,85
34,"u4",32,49,54
34,"u4",37,45,66
34,"u4",42,8,19
34,"u4",47,30,13
34,"u4",52,52,9
34,"u5",7,1,0
34,"u5",12,1,0
34,"u5",17,2,6
34,"u5",22,3,19
34,"u5",27,20,18
34,"u5",32,57,5
34,"u5",37,94,96
34,"u5",42,164,6
34,"u5",47,44,11
34,"u5",52,33,7
34,"u6",7,1,0
34,"u6",12,5,2
34,"u6",17,19,7
34,"u6",22,15,4
34,"u6",27,30,24
34,"u6",32,78,49
34,"u6",37,150,21
34,"u6",42,195,11
34,"u6",47,384,1
34,"u6",52,114,4
34,"u7",7,1,0
34,"u7",12,12,0
34,"u7",17,5,3
34,"u7",22,7,0
34,"u7",27,8,5
34,"u7",32,20,9
34,"u7",37,24,22
34,"u7",42,78,22
34,"u7",47,67,12
34,"u7",52,29,9
34,"u8",7,1,1
34,"u8",12,7,5
34,"u8",17,1,2
34,"u8",22,10,15
34,"u8",27,58,54
34,"u8",32,82,73
34,"u8",37,140,49
34,"u8",42,279,29
34,"u8",47,155,11
34,"u8",52,14,1
34,"u9",7,0,1
34,"u9",12,10,7
34,"u9",17,17,5
34,"u9",22,61,22
34,"u9",27,47,25
34,"u9",32,44,11
34,"u9",37,31,30
34,"u9",42,19,7
34,"u9",47,55,4
34,"u9",52,70,5
35,"u1",7,5,1
35,"u1",12,15,1
35,"u1",17,11,16
35,"u1",22,30,12
35,"u1",27,44,54
35,"u1",32,36,13
35,"u1",37,26,16
35,"u1",42,14,22
35,"u1",47,9,19
35,"u1",52,62,11
35,"u2",7,2,5
35,"u2",12,4,7
35,"u2",17,13,2
35,"u2",22,18,13
35,"u2",27,54,23
35,"u2",32,52,79
35,"u2",37,50,7
35,"u2",42,33,22
35,"u2",47,38,8
35,"u2",52,37,27
35,"u3",7,2,2
35,"u3",12,3,10
35,"u3",17,24,15
35,"u3",22,32,6
35,"u3",27,17,36
35,"u3",32,7,9
35,"u3",37,23,4
35,"u3",42,6,5
35,"u3",47,9,7
35,"u3",52,5,5
35,"u4",7,6,1
35,"u4",12,11,2
35,"u4",17,18,2
35,"u4",22,31,9
35,"u4",27,35,41
35,"u4",32,24,48
35,"u4",37,54,68
35,"u4",42,77,30
35,"u4",47,104,25
35,"u4",52,48,10
35,"u5",7,2,0
35,"u5",12,7,8
35,"u5",17,11,8
35,"u5",22,72,69
35,"u5",27,121,48
35,"u5",32,65,28
35,"u5",37,53,11
35,"u5",42,54,11
35,"u5",47,64,16
35,"u5",52,243,1
35,"u6",7,1,0
35,"u6",12,13,2
35,"u6",17,18,9
35,"u6",22,28,19
35,"u6",27,59,8
35,"u6",32,45,32
35,"u6",37,60,12
35,"u6",42,64,9
35,"u6",47,142,5
35,"u6",52,83,0
35,"u7",7,0,0
35,"u7",12,22,9
35,"u7",17,49,17
35,"u7",22,64,15
35,"u7",27,58,5
35,"u7",32,124,29
35,"u7",37,223,4
35,"u7",42,125,2
35,"u7",47,61,1
35,"u7",52,32,0
35,"u8",7,4,0
35,"u8",12,14,21
35,"u8",17,51,9
35,"u8",22,51,7
35,"u8",27,118,79
35,"u8",32,87,16
35,"u8",37,77,41
35,"u8",42,74,12
35,"u8",47,41,1
35,"u8",52,31,2
35,"u9",7,4,2
35,"u9",12,16,4
35,"u9",17,65,16
35,"u9",22,69,26
35,"u9",27,111,46
35,"u9",32,86,129
35,"u9",37,45,46
35,"u9",42,62,39
35,"u9",47,4,10
35,"u9",52,20,8
36,"u1",7,3,1
36,"u1",12,5,1
36,"u1",17,17,9
36,"u1",22,61,20
36,"u1",27,127,61
36,"u1",32,104,152
36,"u1",37,24,13
36,"u1",42,49,21
36,"u1",47,74,26
36,"u1",52,40,6
36,"u2",7,1,3
36,"u2",12,19,3
36,"u2",17,28,1
36,"u2",22,81,14
36,"u2",27,85,15
36,"u2",32,70,23
36,"u2",37,96,9
36,"u2",42,31,6
36,"u2",47,12,2
36,"u2",52,9,1
36,"u3",7,4,2
36,"u3",12,11,3
36,"u3",17,63,9
36,"u3",22,141,4
36,"u3",27,197,1
36,"u3",32,57,2
36,"u3",37,11,3
36,"u3",42,11,0
36,"u3",47,2,0
36,"u3",52,5,0
36,"u4",7,11,0
36,"u4",12,5,2
36,"u4",17,20,3
36,"u4",22,55,6
36,"u4",27,151,20
36,"u4",32,109,31
36,"u4",37,179,29
36,"u4",42,88,26
36,"u4",47,49,1
36,"u4",52,57,2
36,"u5",7,1,0
36,"u5",12,10,1
36,"u5",17,6,4
36,"u5",22,20,5
36,"u5",27,85,102
36,"u5",32,166,103
36,"u5",37,34,58
36,"u5",42,19,28
36,"u5",47,20,30
36,"u5",52,35,4
36,"u6",7,3,2
36,"u6",12,2,4
36,"u6",17,16,5
36,"u6",22,89,18
36,"u6",27,138,6
36,"u6",32,66,25
36,"u6",37,26,4
36,"u6",42,16,6
36,"u6",47,3,2
36,"u6",52,10,1
36,"u7",7,0,2
36,"u7",12,8,6
36,"u7",17,58,39
36,"u7",22,115,110
36,"u7",27,96,49
36,"u7",32,129,6
36,"u7",37,54,0
36,"u7",42,16,8
36,"u7",47,8,1
36,"u7",52,22,3
36,"u8",7,1,0
36,"u8",12,14,7
36,"u8",17,54,17
36,"u8",22,56,29
36,"u8",27,63,51
36,"u8",32,81,27
36,"u8",37,44,45
36,"u8",42,37,5
36,"u8",47,29,2
36,"u8",52,29,0
36,"u9",7,2,1
36,"u9",12,7,2
36,"u9",17,4,12
36,"u9",22,21,14
36,"u9",27,13,24
36,"u9",32,25,43
36,"u9",37,13,50
36,"u9",42,14,32
36,"u9",47,39,61
36,"u9",52,21,27
37,"u1",7,5,3
37,"u1",12,8,2
37,"u1",17,38,8
37,"u1",22,16,60
37,"u1",27,21,47
37,"u1",32,97,35
37,"u1",37,24,60
37,"u1",42,24,10
37,"u1",47,15,13
37,"u1",52,17,25
37,"u2",7,3,0
37,"u2",12,10,11
37,"u2",17,27,11
37,"u2",22,347,132
37,"u2",27,344,13
37,"u2",32,118,16
37,"u2",37,49,2
37,"u2",42,23,2
37,"u2",47,20,0
37,"u2",52,5,0
37,"u3",7,5,3
37,"u3",12,10,8
37,"u3",17,36,10
37,"u3",22,130,60
37,"u3",27,109,52
37,"u3",32,17,4
37,"u3",37,15,5
37,"u3",42,4,5
37,"u3",47,3,3
37,"u3",52,25,0
37,"u4",7,4,0
37,"u4",12,17,4
37,"u4",17,50,5
37,"u4",22,94,14
37,"u4",27,218,27
37,"u4",32,87,6
37,"u4",37,46,10
37,"u4",42,24,7
37,"u4",47,11,6
37,"u4",52,6,2
37,"u5",7,3,3
37,"u5",12,4,0
37,"u5",17,6,4
37,"u5",22,3,4
37,"u5",27,7,11
37,"u5",32,21,37
37,"u5",37,97,32
37,"u5",42,122,5
37,"u5",47,104,7
37,"u5",52,32,7
37,"u6",7,2,1
37,"u6",12,12,6
37,"u6",17,47,2
37,"u6",22,305,8
37,"u6",27,225,0
37,"u6",32,46,0
37,"u6",37,11,0
37,"u6",42,6,0
37,"u6",47,3,0
37,"u6",52,4,0
37,"u7",7,8,0
37,"u7",12,7,0
37,"u7",17,19,11
37,"u7",22,47,13
37,"u7",27,38,42
37,"u7",32,36,11
37,"u7",37,81,33
37,"u7",42,42,23
37,"u7",47,18,91
37,"u7",52,9,21
37,"u8",7,5,4
37,"u8",12,4,0
37,"u8",17,15,11
37,"u8",22,84,11
37,"u8",27,359,27
37,"u8",32,39,4
37,"u8",37,5,1
37,"u8",42,1,2
37,"u8",47,6,4
37,"u8",52,0,0
37,"u9",7,4,0
37,"u9",12,38,8
37,"u9",17,68,30
37,"u9",22,63,12
37,"u9",27,48,30
37,"u9",32,36,9
37,"u9",37,21,8
37,"u9",42,20,1
37,"u9",47,23,0
37,"u9",52,7,1
38,"u1",7,1,2
38,"u1",12,12,2
38,"u1",17,2,1
38,"u1",22,4,4
38,"u1",27,1,5
38,"u1",32,3,9
38,"u1",37,7,2
38,"u1",42,35,1
38,"u1",47,52,5
38,"u1",52,48,2
38,"u2",7,3,0
38,"u2",12,12,1
38,"u2",17,20,8
38,"u2",22,89,5
38,"u2",27,272,3
38,"u2",32,51,37
38,"u2",37,56,3
38,"u2",42,13,2
38,"u2",47,5,1
38,"u2",52,8,7
38,"u3",7,4,1
38,"u3",12,11,1
38,"u3",17,30,75
38,"u3",22,40,23
38,"u3",27,62,110
38,"u3",32,52,117
38,"u3",37,39,68
38,"u3",42,15,5
38,"u3",47,41,12
38,"u3",52,54,9
38,"u4",7,3,0
38,"u4",12,10,0
38,"u4",17,24,26
38,"u4",22,89,4
38,"u4",27,161,31
38,"u4",32,155,6
38,"u4",37,22,5
38,"u4",42,7,1
38,"u4",47,0,0
38,"u4",52,0,0
38,"u5",7,2,0
38,"u5",12,30,10
38,"u5",17,40,0
38,"u5",22,69,5
38,"u5",27,71,37
38,"u5",32,76,16
38,"u5",37,19,12
38,"u5",42,26,7
38,"u5",47,6,11
38,"u5",52,28,2
38,"u6",7,3,3
38,"u6",12,3,0
38,"u6",17,12,20
38,"u6",22,52,87
38,"u6",27,85,147
38,"u6",32,152,23
38,"u6",37,30,33
38,"u6",42,43,4
38,"u6",47,35,6
38,"u6",52,22,4
38,"u7",7,13,2
38,"u7",12,10,1
38,"u7",17,34,13
38,"u7",22,59,17
38,"u7",27,95,34
38,"u7",32,67,23
38,"u7",37,26,18
38,"u7",42,7,6
38,"u7",47,7,4
38,"u7",52,0,12
38,"u8",7,1,1
38,"u8",12,10,5
38,"u8",17,100,7
38,"u8",22,123,48
38,"u8",27,98,18
38,"u8",32,101,5
38,"u8",37,104,4
38,"u8",42,155,3
38,"u8",47,23,0
38,"u8",52,30,1
38,"u9",7,3,0
38,"u9",12,7,5
38,"u9",17,27,9
38,"u9",22,97,138
38,"u9",27,243,76
38,"u9",32,216,8
38,"u9",37,57,1
38,"u9",42,18,0
38,"u9",47,21,2
38,"u9",52,6,0
39,"u1",7,3,3
39,"u1",12,10,5
39,"u1",17,61,1
39,"u1",22,101,11
39,"u1",27,92,18
39,"u1",32,65,6
39,"u1",37,34,3
39,"u1",42,16,2
39,"u1",47,23,0
39,"u1",52,37,0
39,"u2",7,5,4
39,"u2",12,7,3
39,"u2",17,32,3
39,"u2",22,31,17
39,"u2",27,17,49
39,"u2",32,36,27
39,"u2",37,35,16
39,"u2",42,45,19
39,"u2",47,13,13
39,"u2",52,40,2
39,"u3",7,2,1
39,"u3",12,9,3
39,"u3",17,15,15
39,"u3",22,103,90
39,"u3",27,103,164
39,"u3",32,37,83
39,"u3",37,20,54
39,"u3",42,17,7
39,"u3",47,12,11
39,"u3",52,17,11
39,"u4",7,1,3
39,"u4",12,28,9
39,"u4",17,126,12
39,"u4",22,138,11
39,"u4",27,63,1
39,"u4",32,73,0
39,"u4",37,31,0
39,"u4",42,14,0
39,"u4",47,4,0
39,"u4",52,11,0
39,"u5",7,6,1
39,"u5",12,24,3
39,"u5",17,54,18
39,"u5",22,90,105
39,"u5",27,63,31
39,"u5",32,62,59
39,"u5",37,35,6
39,"u5",42,38,4
39,"u5",47,52,3
39,"u5",52,47,3
39,"u6",7,2,0
39,"u6",12,17,6
39,"u6",17,66,5
39,"u6",22,95,28
39,"u6",27,81,18
39,"u6",32,58,0
39,"u6",37,16,3
39,"u6",42,6,6
39,"u6",47,16,0
39,"u6",52,21,0
39,"u7",7,3,1
39,"u7",12,3,0
39,"u7",17,13,4
39,"u7",22,53,19
39,"u7",27,114,22
