"name","value"
"k_Sn",13.351952041738
"sigF",9.30917893043294e-07
"f_Sn",0.000131882482377566
"rn",1690.84812827917
"sigJn",0.307389936452966
"theta_Sn",0.691760173145534
"theta_Jn",2.12946872495977e-08
"sigSn",0
