"b","unit","day","dentadult"
42,"u9",42,107
42,"u9",47,123
42,"u9",52,128
42,"u10",7,2
42,"u10",12,10
42,"u10",17,21
42,"u10",22,62
42,"u10",27,95
42,"u10",32,142
42,"u10",37,411
42,"u10",42,327
42,"u10",47,245
42,"u10",52,154
43,"u1",7,4
43,"u1",12,25
43,"u1",17,53
43,"u1",22,255
43,"u1",27,281
43,"u1",32,283
43,"u1",37,82
43,"u1",42,75
43,"u1",47,19
43,"u1",52,36
43,"u2",7,2
43,"u2",12,11
43,"u2",17,15
43,"u2",22,35
43,"u2",27,43
43,"u2",32,45
43,"u2",37,107
43,"u2",42,138
43,"u2",47,107
43,"u2",52,105
43,"u3",7,7
43,"u3",12,10
43,"u3",17,15
43,"u3",22,184
43,"u3",27,173
43,"u3",32,127
43,"u3",37,71
43,"u3",42,81
43,"u3",47,318
43,"u3",52,101
43,"u4",7,1
43,"u4",12,10
43,"u4",17,19
43,"u4",22,60
43,"u4",27,122
43,"u4",32,98
43,"u4",37,89
43,"u4",42,105
43,"u4",47,151
43,"u4",52,38
43,"u5",7,1
43,"u5",12,18
43,"u5",17,37
43,"u5",22,133
43,"u5",27,361
43,"u5",32,204
43,"u5",37,172
43,"u5",42,133
43,"u5",47,190
43,"u5",52,223
43,"u6",7,5
43,"u6",12,6
43,"u6",17,32
43,"u6",22,129
43,"u6",27,145
43,"u6",32,163
43,"u6",37,399
43,"u6",42,89
43,"u6",47,231
43,"u6",52,151
43,"u7",7,5
43,"u7",12,16
43,"u7",17,26
43,"u7",22,135
43,"u7",27,210
43,"u7",32,112
43,"u7",37,194
43,"u7",42,137
43,"u7",47,44
43,"u7",52,11
43,"u8",7,9
43,"u8",12,12
43,"u8",17,146
43,"u8",22,288
43,"u8",27,101
43,"u8",32,170
43,"u8",37,136
43,"u8",42,58
43,"u8",47,29
43,"u8",52,34
43,"u9",7,6
43,"u9",12,23
43,"u9",17,206
43,"u9",22,138
43,"u9",27,145
43,"u9",32,60
43,"u9",37,84
43,"u9",42,56
43,"u9",47,36
43,"u9",52,36
43,"u10",7,4
43,"u10",12,11
43,"u10",17,49
43,"u10",22,115
43,"u10",27,211
43,"u10",32,249
43,"u10",37,45
43,"u10",42,33
43,"u10",47,43
43,"u10",52,15
44,"u1",7,2
44,"u1",12,26
44,"u1",17,43
44,"u1",22,303
44,"u1",27,235
44,"u1",32,79
44,"u1",37,39
44,"u1",42,40
44,"u1",47,25
44,"u1",52,63
44,"u2",7,10
44,"u2",12,38
44,"u2",17,116
44,"u2",22,146
44,"u2",27,86
44,"u2",32,106
44,"u2",37,43
44,"u2",42,57
44,"u2",47,35
44,"u2",52,50
44,"u3",7,7
44,"u3",12,40
44,"u3",17,158
44,"u3",22,193
44,"u3",27,560
44,"u3",32,250
44,"u3",37,58
44,"u3",42,35
44,"u3",47,24
44,"u3",52,38
44,"u4",7,8
44,"u4",12,22
44,"u4",17,132
44,"u4",22,67
44,"u4",27,65
44,"u4",32,58
44,"u4",37,64
44,"u4",42,51
44,"u4",47,27
44,"u4",52,145
44,"u5",7,2
44,"u5",12,7
44,"u5",17,59
44,"u5",22,230
44,"u5",27,157
44,"u5",32,97
44,"u5",37,74
44,"u5",42,42
44,"u5",47,28
44,"u5",52,24
44,"u6",7,0
44,"u6",12,8
44,"u6",17,31
44,"u6",22,21
44,"u6",27,156
44,"u6",32,104
44,"u6",37,56
44,"u6",42,53
44,"u6",47,36
44,"u6",52,122
44,"u7",7,6
44,"u7",12,23
44,"u7",17,47
44,"u7",22,171
44,"u7",27,260
44,"u7",32,213
44,"u7",37,215
44,"u7",42,46
44,"u7",47,51
44,"u7",52,25
44,"u8",7,4
44,"u8",12,4
44,"u8",17,30
44,"u8",22,41
44,"u8",27,119
44,"u8",32,215
44,"u8",37,229
44,"u8",42,163
44,"u8",47,33
44,"u8",52,57
44,"u9",7,1
44,"u9",12,4
44,"u9",17,21
44,"u9",22,87
44,"u9",27,186
44,"u9",32,321
44,"u9",37,86
44,"u9",42,82
44,"u9",47,17
44,"u9",52,15
44,"u10",7,4
44,"u10",12,13
44,"u10",17,58
44,"u10",22,201
44,"u10",27,316
44,"u10",32,351
44,"u10",37,326
44,"u10",42,230
44,"u10",47,106
44,"u10",52,65
45,"u1",7,5
45,"u1",12,15
45,"u1",17,34
45,"u1",22,72
45,"u1",27,83
45,"u1",32,145
45,"u1",37,112
45,"u1",42,89
45,"u1",47,49
45,"u1",52,45
45,"u2",7,3
45,"u2",12,6
45,"u2",17,27
45,"u2",22,36
45,"u2",27,194
45,"u2",32,316
45,"u2",37,130
45,"u2",42,91
45,"u2",47,69
45,"u2",52,51
45,"u3",7,3
45,"u3",12,33
45,"u3",17,38
45,"u3",22,142
45,"u3",27,113
45,"u3",32,103
45,"u3",37,38
45,"u3",42,28
45,"u3",47,127
45,"u3",52,48
45,"u4",7,1
45,"u4",12,6
45,"u4",17,33
45,"u4",22,38
45,"u4",27,36
45,"u4",32,94
45,"u4",37,285
45,"u4",42,892
45,"u4",47,276
45,"u4",52,45
45,"u5",7,4
45,"u5",12,4
45,"u5",17,33
45,"u5",22,101
45,"u5",27,148
45,"u5",32,169
45,"u5",37,66
45,"u5",42,104
45,"u5",47,116
45,"u5",52,247
45,"u6",7,3
45,"u6",12,12
45,"u6",17,37
45,"u6",22,87
45,"u6",27,143
45,"u6",32,88
45,"u6",37,50
45,"u6",42,35
45,"u6",47,23
45,"u6",52,11
45,"u7",7,2
45,"u7",12,52
45,"u7",17,37
45,"u7",22,92
45,"u7",27,430
45,"u7",32,333
45,"u7",37,162
45,"u7",42,89
45,"u7",47,33
45,"u7",52,16
45,"u8",7,8
45,"u8",12,32
45,"u8",17,143
45,"u8",22,109
45,"u8",27,124
45,"u8",32,133
45,"u8",37,154
45,"u8",42,185
45,"u8",47,91
45,"u8",52,51
45,"u9",7,9
45,"u9",12,19
45,"u9",17,87
45,"u9",22,192
45,"u9",27,357
45,"u9",32,196
45,"u9",37,60
45,"u9",42,48
45,"u9",47,15
45,"u9",52,24
45,"u10",7,15
45,"u10",12,29
45,"u10",17,96
45,"u10",22,114
45,"u10",27,152
45,"u10",32,220
45,"u10",37,528
45,"u10",42,423
45,"u10",47,108
45,"u10",52,68
46,"u1",7,7
46,"u1",12,7
46,"u1",17,46
46,"u1",22,69
46,"u1",27,155
46,"u1",32,158
46,"u1",37,129
46,"u1",42,37
46,"u1",47,57
46,"u1",52,30
46,"u2",7,3
46,"u2",12,44
46,"u2",17,111
46,"u2",22,154
46,"u2",27,62
46,"u2",32,72
46,"u2",37,35
46,"u2",42,23
46,"u2",47,38
46,"u2",52,40
46,"u3",7,2
46,"u3",12,3
46,"u3",17,12
46,"u3",22,26
46,"u3",27,55
46,"u3",32,201
46,"u3",37,176
46,"u3",42,111
46,"u3",47,74
46,"u3",52,25
46,"u4",7,2
46,"u4",12,5
46,"u4",17,27
46,"u4",22,215
46,"u4",27,640
46,"u4",32,475
46,"u4",37,269
46,"u4",42,49
46,"u4",47,39
46,"u4",52,40
46,"u5",7,1
46,"u5",12,4
46,"u5",17,21
46,"u5",22,43
46,"u5",27,133
46,"u5",32,76
46,"u5",37,132
46,"u5",42,62
46,"u5",47,100
46,"u5",52,198
46,"u6",7,8
46,"u6",12,35
46,"u6",17,107
46,"u6",22,243
46,"u6",27,119
46,"u6",32,185
46,"u6",37,144
46,"u6",42,68
46,"u6",47,168
46,"u6",52,59
46,"u7",7,6
46,"u7",12,9
46,"u7",17,65
46,"u7",22,211
46,"u7",27,727
46,"u7",32,418
46,"u7",37,159
46,"u7",42,98
46,"u7",47,50
46,"u7",52,58
46,"u8",7,4
46,"u8",12,23
46,"u8",17,58
46,"u8",22,160
46,"u8",27,420
46,"u8",32,370
46,"u8",37,276
46,"u8",42,123
46,"u8",47,34
46,"u8",52,22
46,"u9",7,16
46,"u9",12,20
46,"u9",17,87
46,"u9",22,242
46,"u9",27,322
46,"u9",32,74
46,"u9",37,84
46,"u9",42,44
46,"u9",47,25
46,"u9",52,33
46,"u10",7,7
46,"u10",12,17
46,"u10",17,16
46,"u10",22,44
46,"u10",27,331
46,"u10",32,208
46,"u10",37,109
46,"u10",42,207
46,"u10",47,171
46,"u10",52,174
47,"u1",7,3
47,"u1",12,18
47,"u1",17,24
47,"u1",22,257
47,"u1",27,330
47,"u1",32,443
47,"u1",37,101
47,"u1",42,154
47,"u1",47,384
47,"u1",52,43
47,"u2",7,4
47,"u2",12,16
47,"u2",17,40
47,"u2",22,58
47,"u2",27,305
47,"u2",32,156
47,"u2",37,366
47,"u2",42,172
47,"u2",47,32
47,"u2",52,30
47,"u3",7,5
47,"u3",12,10
47,"u3",17,13
47,"u3",22,27
47,"u3",27,47
47,"u3",32,36
47,"u3",37,60
47,"u3",42,54
47,"u3",47,176
47,"u3",52,77
47,"u4",7,5
47,"u4",12,15
47,"u4",17,51
47,"u4",22,216
47,"u4",27,100
47,"u4",32,159
47,"u4",37,51
47,"u4",42,27
47,"u4",47,50
47,"u4",52,93
47,"u5",7,5
47,"u5",12,57
47,"u5",17,254
47,"u5",22,429
47,"u5",27,174
47,"u5",32,431
47,"u5",37,202
47,"u5",42,173
47,"u5",47,82
47,"u5",52,25
47,"u6",7,7
47,"u6",12,8
47,"u6",17,52
47,"u6",22,105
47,"u6",27,177
47,"u6",32,101
47,"u6",37,43
47,"u6",42,56
47,"u6",47,11
47,"u6",52,35
47,"u7",7,6
47,"u7",12,19
47,"u7",17,35
47,"u7",22,353
47,"u7",27,203
47,"u7",32,323
47,"u7",37,158
47,"u7",42,82
47,"u7",47,169
47,"u7",52,48
47,"u8",7,1
47,"u8",12,12
47,"u8",17,35
47,"u8",22,23
47,"u8",27,223
47,"u8",32,332
47,"u8",37,182
47,"u8",42,134
47,"u8",47,177
47,"u8",52,65
47,"u9",7,5
47,"u9",12,22
47,"u9",17,92
47,"u9",22,123
47,"u9",27,86
47,"u9",32,84
47,"u9",37,79
47,"u9",42,34
47,"u9",47,31
47,"u9",52,39
47,"u10",7,2
47,"u10",12,6
47,"u10",17,12
47,"u10",22,16
47,"u10",27,129
47,"u10",32,108
47,"u10",37,89
47,"u10",42,73
47,"u10",47,149
47,"u10",52,197
48,"u1",7,0
48,"u1",12,6
48,"u1",17,46
48,"u1",22,166
48,"u1",27,141
48,"u1",32,113
48,"u1",37,45
48,"u1",42,56
48,"u1",47,114
48,"u1",52,36
48,"u2",7,3
48,"u2",12,8
48,"u2",17,41
48,"u2",22,163
48,"u2",27,205
48,"u2",32,182
48,"u2",37,139
48,"u2",42,126
48,"u2",47,20
48,"u2",52,34
48,"u3",7,5
48,"u3",12,10
48,"u3",17,60
48,"u3",22,197
48,"u3",27,313
48,"u3",32,245
48,"u3",37,248
48,"u3",42,118
48,"u3",47,64
48,"u3",52,83
48,"u4",7,4
48,"u4",12,16
48,"u4",17,50
48,"u4",22,95
48,"u4",27,125
48,"u4",32,80
48,"u4",37,22
48,"u4",42,34
48,"u4",47,10
48,"u4",52,10
48,"u5",7,11
48,"u5",12,27
48,"u5",17,78
48,"u5",22,76
48,"u5",27,53
48,"u5",32,186
48,"u5",37,55
48,"u5",42,268
48,"u5",47,255
48,"u5",52,58
48,"u6",7,5
48,"u6",12,11
48,"u6",17,36
48,"u6",22,129
48,"u6",27,154
48,"u6",32,118
48,"u6",37,74
48,"u6",42,36
48,"u6",47,19
48,"u6",52,3
48,"u7",7,2
48,"u7",12,5
48,"u7",17,35
48,"u7",22,133
48,"u7",27,392
48,"u7",32,205
48,"u7",37,97
48,"u7",42,106
48,"u7",47,174
48,"u7",52,245
48,"u8",7,1
48,"u8",12,26
48,"u8",17,65
48,"u8",22,256
48,"u8",27,290
48,"u8",32,264
48,"u8",37,145
48,"u8",42,21
48,"u8",47,33
48,"u8",52,92
48,"u9",7,3
48,"u9",12,5
48,"u9",17,62
48,"u9",22,356
48,"u9",27,440
48,"u9",32,477
48,"u9",37,116
48,"u9",42,32
48,"u9",47,27
48,"u9",52,51
48,"u10",7,8
48,"u10",12,48
48,"u10",17,43
48,"u10",22,117
48,"u10",27,243
48,"u10",32,121
48,"u10",37,143
48,"u10",42,92
48,"u10",47,267
48,"u10",52,229
49,"u1",7,3
49,"u1",12,5
49,"u1",17,22
49,"u1",22,48
49,"u1",27,240
49,"u1",32,185
49,"u1",37,148
49,"u1",42,50
49,"u1",47,84
49,"u1",52,75
49,"u2",7,9
49,"u2",12,15
49,"u2",17,19
49,"u2",22,89
49,"u2",27,139
49,"u2",32,104
49,"u2",37,61
49,"u2",42,82
49,"u2",47,39
49,"u2",52,65
49,"u3",7,2
49,"u3",12,37
49,"u3",17,33
49,"u3",22,84
49,"u3",27,89
49,"u3",32,142
49,"u3",37,172
49,"u3",42,131
49,"u3",47,56
49,"u3",52,48
49,"u4",7,1
49,"u4",12,6
49,"u4",17,28
49,"u4",22,61
49,"u4",27,141
49,"u4",32,136
49,"u4",37,109
49,"u4",42,203
49,"u4",47,202
49,"u4",52,154
49,"u5",7,1
49,"u5",12,28
49,"u5",17,166
49,"u5",22,232
49,"u5",27,112
49,"u5",32,98
49,"u5",37,337
49,"u5",42,164
49,"u5",47,115
49,"u5",52,44
49,"u6",7,3
49,"u6",12,13
49,"u6",17,46
49,"u6",22,95
49,"u6",27,26
49,"u6",32,31
49,"u6",37,38
49,"u6",42,56
49,"u6",47,37
49,"u6",52,33
49,"u7",7,5
49,"u7",12,22
49,"u7",17,35
49,"u7",22,156
49,"u7",27,141
49,"u7",32,146
49,"u7",37,61
49,"u7",42,81
49,"u7",47,51
49,"u7",52,84
49,"u8",7,1
49,"u8",12,17
49,"u8",17,84
49,"u8",22,344
49,"u8",27,180
49,"u8",32,100
49,"u8",37,79
49,"u8",42,44
49,"u8",47,29
49,"u8",52,13
49,"u9",7,3
49,"u9",12,6
49,"u9",17,98
49,"u9",22,109
49,"u9",27,195
49,"u9",32,212
49,"u9",37,330
49,"u9",42,140
49,"u9",47,122
49,"u9",52,65
49,"u10",7,3
49,"u10",12,9
49,"u10",17,17
49,"u10",22,32
49,"u10",27,114
49,"u10",32,160
49,"u10",37,66
49,"u10",42,100
49,"u10",47,62
49,"u10",52,159
50,"u1",7,2
50,"u1",12,33
50,"u1",17,49
50,"u1",22,77
50,"u1",27,80
50,"u1",32,121
50,"u1",37,224
50,"u1",42,74
50,"u1",47,88
50,"u1",52,55
50,"u2",7,4
50,"u2",12,16
50,"u2",17,46
50,"u2",22,110
50,"u2",27,152
50,"u2",32,234
50,"u2",37,104
50,"u2",42,73
50,"u2",47,31
50,"u2",52,26
50,"u3",7,1
50,"u3",12,10
50,"u3",17,25
50,"u3",22,74
50,"u3",27,216
50,"u3",32,133
50,"u3",37,88
50,"u3",42,43
50,"u3",47,60
50,"u3",52,69
50,"u4",7,2
50,"u4",12,11
50,"u4",17,17
50,"u4",22,53
50,"u4",27,90
50,"u4",32,93
50,"u4",37,81
50,"u4",42,24
50,"u4",47,16
50,"u4",52,7
50,"u5",7,8
50,"u5",12,28
50,"u5",17,118
50,"u5",22,79
50,"u5",27,356
50,"u5",32,363
50,"u5",37,219
50,"u5",42,62
50,"u5",47,27
50,"u5",52,50
50,"u6",7,4
50,"u6",12,6
50,"u6",17,23
50,"u6",22,71
50,"u6",27,141
50,"u6",32,321
50,"u6",37,182
50,"u6",42,84
50,"u6",47,61
50,"u6",52,74
50,"u7",7,6
50,"u7",12,10
50,"u7",17,20
50,"u7",22,21
50,"u7",27,59
50,"u7",32,232
50,"u7",37,410
50,"u7",42,355
50,"u7",47,137
50,"u7",52,104
50,"u8",7,7
50,"u8",12,29
50,"u8",17,68
50,"u8",22,151
50,"u8",27,176
50,"u8",32,342
50,"u8",37,202
50,"u8",42,84
50,"u8",47,80
50,"u8",52,216
50,"u9",7,7
50,"u9",12,32
50,"u9",17,53
50,"u9",22,77
50,"u9",27,72
50,"u9",32,62
50,"u9",37,146
50,"u9",42,144
50,"u9",47,70
50,"u9",52,52
50,"u10",7,3
50,"u10",12,27
50,"u10",17,72
50,"u10",22,204
50,"u10",27,121
50,"u10",32,52
50,"u10",37,73
50,"u10",42,58
50,"u10",47,45
50,"u10",52,81
51,"u1",7,5
51,"u1",12,16
51,"u1",17,38
51,"u1",22,95
51,"u1",27,99
51,"u1",32,182
51,"u1",37,187
51,"u1",42,136
51,"u1",47,41
51,"u1",52,67
51,"u2",7,8
51,"u2",12,35
51,"u2",17,139
51,"u2",22,401
51,"u2",27,156
51,"u2",32,139
51,"u2",37,104
51,"u2",42,68
51,"u2",47,104
51,"u2",52,36
51,"u3",7,10
51,"u3",12,11
51,"u3",17,66
51,"u3",22,76
51,"u3",27,100
51,"u3",32,80
51,"u3",37,66
51,"u3",42,51
51,"u3",47,52
51,"u3",52,295
51,"u4",7,3
51,"u4",12,13
51,"u4",17,82
51,"u4",22,73
51,"u4",27,163
51,"u4",32,373
51,"u4",37,610
51,"u4",42,271
51,"u4",47,339
51,"u4",52,422
51,"u5",7,5
51,"u5",12,21
51,"u5",17,47
51,"u5",22,122
51,"u5",27,287
51,"u5",32,169
51,"u5",37,51
51,"u5",42,28
51,"u5",47,4
51,"u5",52,4
51,"u6",7,5
51,"u6",12,9
51,"u6",17,34
51,"u6",22,25
51,"u6",27,36
51,"u6",32,138
51,"u6",37,193
51,"u6",42,273
51,"u6",47,142
51,"u6",52,113
51,"u7",7,11
51,"u7",12,16
51,"u7",17,61
51,"u7",22,202
51,"u7",27,621
51,"u7",32,303
51,"u7",37,318
51,"u7",42,233
51,"u7",47,85
51,"u7",52,30
51,"u8",7,11
51,"u8",12,16
51,"u8",17,46
51,"u8",22,145
51,"u8",27,80
51,"u8",32,123
51,"u8",37,294
51,"u8",42,500
51,"u8",47,291
51,"u8",52,265
51,"u9",7,3
51,"u9",12,11
51,"u9",17,32
51,"u9",22,95
51,"u9",27,488
51,"u9",32,355
51,"u9",37,481
51,"u9",42,92
51,"u9",47,60
51,"u9",52,125
51,"u10",7,0
51,"u10",12,10
51,"u10",17,46
51,"u10",22,35
51,"u10",27,105
51,"u10",32,80
51,"u10",37,198
51,"u10",42,232
51,"u10",47,66
51,"u10",52,41
52,"u1",7,6
52,"u1",12,4
52,"u1",17,23
52,"u1",22,127
52,"u1",27,268
52,"u1",32,218
52,"u1",37,218
52,"u1",42,235
52,"u1",47,98
52,"u1",52,97
52,"u2",7,4
52,"u2",12,15
52,"u2",17,116
52,"u2",22,175
52,"u2",27,73
52,"u2",32,33
52,"u2",37,41
52,"u2",42,23
52,"u2",47,39
52,"u2",52,24
52,"u3",7,1
52,"u3",12,7
52,"u3",17,34
52,"u3",22,95
52,"u3",27,100
52,"u3",32,154
52,"u3",37,254
52,"u3",42,194
52,"u3",47,125
52,"u3",52,116
52,"u4",7,2
52,"u4",12,8
52,"u4",17,23
52,"u4",22,26
52,"u4",27,103
52,"u4",32,124
52,"u4",37,93
52,"u4",42,67
52,"u4",47,57
52,"u4",52,32
52,"u5",7,3
52,"u5",12,12
52,"u5",17,27
52,"u5",22,89
52,"u5",27,141
52,"u5",32,298
52,"u5",37,127
52,"u5",42,171
52,"u5",47,178
52,"u5",52,74
52,"u6",7,5
52,"u6",12,13
52,"u6",17,24
52,"u6",22,32
52,"u6",27,154
52,"u6",32,67
52,"u6",37,54
52,"u6",42,82
52,"u6",47,90
52,"u6",52,112
52,"u7",7,5
52,"u7",12,2
52,"u7",17,14
52,"u7",22,32
52,"u7",27,73
52,"u7",32,192
52,"u7",37,160
52,"u7",42,102
52,"u7",47,60
52,"u7",52,86
52,"u8",7,6
52,"u8",12,31
52,"u8",17,39
52,"u8",22,185
52,"u8",27,263
52,"u8",32,360
52,"u8",37,778
52,"u8",42,445
52,"u8",47,150
52,"u8",52,101
52,"u9",7,4
52,"u9",12,31
52,"u9",17,67
52,"u9",22,116
52,"u9",27,299
52,"u9",32,156
52,"u9",37,198
52,"u9",42,398
52,"u9",47,325
52,"u9",52,244
52,"u10",7,4
52,"u10",12,7
52,"u10",17,13
52,"u10",22,44
52,"u10",27,179
52,"u10",32,154
52,"u10",37,89
52,"u10",42,89
52,"u10",47,221
52,"u10",52,294
53,"u1",7,3
53,"u1",12,8
53,"u1",17,29
53,"u1",22,57
53,"u1",27,129
53,"u1",32,81
53,"u1",37,39
53,"u1",42,28
53,"u1",47,20
53,"u1",52,11
53,"u2",7,2
53,"u2",12,11
53,"u2",17,62
53,"u2",22,216
53,"u2",27,170
53,"u2",32,121
53,"u2",37,525
53,"u2",42,357
53,"u2",47,215
53,"u2",52,79
53,"u3",7,1
53,"u3",12,0
53,"u3",17,6
53,"u3",22,63
53,"u3",27,378
53,"u3",32,468
53,"u3",37,171
53,"u3",42,130
53,"u3",47,267
53,"u3",52,149
53,"u4",7,5
53,"u4",12,1
53,"u4",17,23
53,"u4",22,183
53,"u4",27,183
53,"u4",32,151
53,"u4",37,194
53,"u4",42,234
53,"u4",47,109
53,"u4",52,39
53,"u5",7,0
53,"u5",12,9
53,"u5",17,18
53,"u5",22,52
53,"u5",27,101
53,"u5",32,148
53,"u5",37,29
53,"u5",42,80
53,"u5",47,49
53,"u5",52,25
53,"u6",7,11
53,"u6",12,21
53,"u6",17,49
53,"u6",22,279
53,"u6",27,112
53,"u6",32,54
53,"u6",37,37
53,"u6",42,32
53,"u6",47,25
53,"u6",52,18
53,"u7",7,8
53,"u7",12,25
53,"u7",17,73
53,"u7",22,165
53,"u7",27,141
53,"u7",32,58
53,"u7",37,40
53,"u7",42,35
53,"u7",47,30
53,"u7",52,89
53,"u8",7,1
53,"u8",12,9
53,"u8",17,23
53,"u8",22,160
53,"u8",27,189
53,"u8",32,245
53,"u8",37,180
53,"u8",42,126
53,"u8",47,138
53,"u8",52,82
53,"u9",7,8
53,"u9",12,10
53,"u9",17,61
53,"u9",22,190
53,"u9",27,409
53,"u9",32,661
53,"u9",37,137
53,"u9",42,145
53,"u9",47,128
53,"u9",52,98
53,"u10",7,4
53,"u10",12,16
53,"u10",17,38
53,"u10",22,136
53,"u10",27,282
53,"u10",32,1148
53,"u10",37,259
53,"u10",42,353
53,"u10",47,501
53,"u10",52,199
54,"u1",7,6
54,"u1",12,31
54,"u1",17,137
54,"u1",22,253
54,"u1",27,82
54,"u1",32,51
54,"u1",37,24
54,"u1",42,30
54,"u1",47,52
54,"u1",52,35
54,"u2",7,7
54,"u2",12,24
54,"u2",17,105
54,"u2",22,145
54,"u2",27,119
54,"u2",32,45
54,"u2",37,37
54,"u2",42,45
54,"u2",47,67
54,"u2",52,61
54,"u3",7,4
54,"u3",12,17
54,"u3",17,143
54,"u3",22,361
54,"u3",27,186
54,"u3",32,242
54,"u3",37,194
54,"u3",42,153
54,"u3",47,323
54,"u3",52,237
54,"u4",7,3
54,"u4",12,21
54,"u4",17,40
54,"u4",22,244
54,"u4",27,162
54,"u4",32,273
54,"u4",37,328
54,"u4",42,355
54,"u4",47,152
54,"u4",52,144
54,"u5",7,3
54,"u5",12,60
54,"u5",17,48
54,"u5",22,81
54,"u5",27,109
54,"u5",32,67
54,"u5",37,453
54,"u5",42,195
54,"u5",47,39
54,"u5",52,60
54,"u6",7,4
54,"u6",12,3
54,"u6",17,22
54,"u6",22,92
54,"u6",27,89
54,"u6",32,143
54,"u6",37,76
54,"u6",42,200
54,"u6",47,200
54,"u6",52,129
54,"u7",7,1
54,"u7",12,12
54,"u7",17,68
54,"u7",22,89
54,"u7",27,307
54,"u7",32,165
54,"u7",37,284
54,"u7",42,850
54,"u7",47,308
54,"u7",52,332
54,"u8",7,1
54,"u8",12,8
54,"u8",17,42
54,"u8",22,40
54,"u8",27,183
54,"u8",32,86
54,"u8",37,88
54,"u8",42,61
54,"u8",47,23
54,"u8",52,21
54,"u9",7,1
54,"u9",12,22
54,"u9",17,104
54,"u9",22,139
54,"u9",27,122
54,"u9",32,147
54,"u9",37,185
54,"u9",42,144
54,"u9",47,136
54,"u9",52,113
54,"u10",7,4
54,"u10",12,26
54,"u10",17,33
54,"u10",22,58
54,"u10",27,41
54,"u10",32,199
54,"u10",37,143
54,"u10",42,202
54,"u10",47,174
54,"u10",52,225
55,"u1",7,1
55,"u1",12,30
55,"u1",17,71
55,"u1",22,355
55,"u1",27,176
55,"u1",32,270
55,"u1",37,169
55,"u1",42,34
55,"u1",47,56
55,"u1",52,35
55,"u2",7,4
55,"u2",12,9
55,"u2",17,18
55,"u2",22,54
55,"u2",27,58
55,"u2",32,118
55,"u2",37,43
55,"u2",42,39
55,"u2",47,16
55,"u2",52,20
55,"u3",7,5
55,"u3",12,6
55,"u3",17,20
55,"u3",22,128
55,"u3",27,363
55,"u3",32,478
55,"u3",37,126
55,"u3",42,402
55,"u3",47,274
55,"u3",52,140
55,"u4",7,3
55,"u4",12,13
55,"u4",17,107
55,"u4",22,185
55,"u4",27,351
55,"u4",32,51
55,"u4",37,128
55,"u4",42,82
55,"u4",47,39
55,"u4",52,51
55,"u5",7,6
55,"u5",12,18
55,"u5",17,42
55,"u5",22,61
55,"u5",27,80
55,"u5",32,79
55,"u5",37,157
55,"u5",42,312
55,"u5",47,77
55,"u5",52,140
55,"u6",7,1
55,"u6",12,7
55,"u6",17,15
55,"u6",22,54
55,"u6",27,104
55,"u6",32,190
55,"u6",37,195
55,"u6",42,187
55,"u6",47,80
55,"u6",52,51
55,"u7",7,2
55,"u7",12,11
55,"u7",17,62
55,"u7",22,54
55,"u7",27,94
55,"u7",32,71
55,"u7",37,64
55,"u7",42,64
55,"u7",47,66
55,"u7",52,72
55,"u8",7,4
55,"u8",12,16
55,"u8",17,34
55,"u8",22,211
55,"u8",27,631
55,"u8",32,558
55,"u8",37,263
55,"u8",42,121
55,"u8",47,39
55,"u8",52,12
55,"u9",7,6
55,"u9",12,22
55,"u9",17,77
55,"u9",22,177
55,"u9",27,78
55,"u9",32,90
55,"u9",37,130
55,"u9",42,223
55,"u9",47,47
55,"u9",52,14
55,"u10",7,4
55,"u10",12,15
55,"u10",17,18
55,"u10",22,68
55,"u10",27,81
55,"u10",32,284
55,"u10",37,448
55,"u10",42,309
55,"u10",47,223
55,"u10",52,52
56,"u1",7,1
56,"u1",12,11
56,"u1",17,43
56,"u1",22,245
56,"u1",27,436
56,"u1",32,135
56,"u1",37,64
56,"u1",42,35
56,"u1",47,25
56,"u1",52,26
56,"u2",7,1
56,"u2",12,11
56,"u2",17,40
56,"u2",22,426
56,"u2",27,182
56,"u2",32,182
56,"u2",37,107
56,"u2",42,72
56,"u2",47,39
56,"u2",52,13
56,"u3",7,1
56,"u3",12,8
56,"u3",17,11
56,"u3",22,52
56,"u3",27,113
56,"u3",32,207
56,"u3",37,160
56,"u3",42,115
56,"u3",47,37
56,"u3",52,13
56,"u4",7,10
56,"u4",12,22
56,"u4",17,76
56,"u4",22,152
56,"u4",27,107
56,"u4",32,88
56,"u4",37,90
56,"u4",42,337
56,"u4",47,267
56,"u4",52,83
56,"u5",7,1
56,"u5",12,26
56,"u5",17,64
56,"u5",22,65
56,"u5",27,485
56,"u5",32,479
56,"u5",37,212
56,"u5",42,145
56,"u5",47,47
56,"u5",52,57
56,"u6",7,3
56,"u6",12,2
56,"u6",17,21
56,"u6",22,68
56,"u6",27,68
56,"u6",32,142
56,"u6",37,58
56,"u6",42,89
56,"u6",47,120
56,"u6",52,174
56,"u7",7,3
56,"u7",12,0
56,"u7",17,27
56,"u7",22,198
56,"u7",27,358
56,"u7",32,140
56,"u7",37,334
56,"u7",42,124
56,"u7",47,148
56,"u7",52,62
56,"u8",7,2
56,"u8",12,5
56,"u8",17,19
56,"u8",22,122
56,"u8",27,405
56,"u8",32,197
56,"u8",37,84
56,"u8",42,86
56,"u8",47,21
56,"u8",52,16
56,"u9",7,4
56,"u9",12,2
56,"u9",17,2
56,"u9",22,7
56,"u9",27,35
