"b","unit","day","dentadult"
14,"u10",12,41
14,"u10",17,76
14,"u10",22,215
14,"u10",27,559
14,"u10",32,238
14,"u10",37,220
14,"u10",42,149
14,"u10",47,106
14,"u10",52,96
15,"u1",7,4
15,"u1",12,23
15,"u1",17,44
15,"u1",22,153
15,"u1",27,729
15,"u1",32,587
15,"u1",37,242
15,"u1",42,397
15,"u1",47,116
15,"u1",52,52
15,"u2",7,3
15,"u2",12,15
15,"u2",17,26
15,"u2",22,167
15,"u2",27,233
15,"u2",32,88
15,"u2",37,95
15,"u2",42,75
15,"u2",47,78
15,"u2",52,101
15,"u3",7,5
15,"u3",12,12
15,"u3",17,12
15,"u3",22,118
15,"u3",27,161
15,"u3",32,89
15,"u3",37,79
15,"u3",42,100
15,"u3",47,171
15,"u3",52,255
15,"u4",7,5
15,"u4",12,27
15,"u4",17,17
15,"u4",22,49
15,"u4",27,206
15,"u4",32,335
15,"u4",37,131
15,"u4",42,119
15,"u4",47,101
15,"u4",52,58
15,"u5",7,3
15,"u5",12,33
15,"u5",17,72
15,"u5",22,106
15,"u5",27,101
15,"u5",32,59
15,"u5",37,76
15,"u5",42,13
15,"u5",47,3
15,"u5",52,21
15,"u6",7,4
15,"u6",12,5
15,"u6",17,18
15,"u6",22,68
15,"u6",27,142
15,"u6",32,93
15,"u6",37,152
15,"u6",42,515
15,"u6",47,160
15,"u6",52,74
15,"u7",7,8
15,"u7",12,49
15,"u7",17,146
15,"u7",22,192
15,"u7",27,270
15,"u7",32,354
15,"u7",37,223
15,"u7",42,339
15,"u7",47,224
15,"u7",52,48
15,"u8",7,4
15,"u8",12,38
15,"u8",17,58
15,"u8",22,59
15,"u8",27,62
15,"u8",32,47
15,"u8",37,191
15,"u8",42,175
15,"u8",47,33
15,"u8",52,42
15,"u9",7,10
15,"u9",12,13
15,"u9",17,16
15,"u9",22,80
15,"u9",27,141
15,"u9",32,238
15,"u9",37,180
15,"u9",42,304
15,"u9",47,271
15,"u9",52,304
15,"u10",7,5
15,"u10",12,57
15,"u10",17,103
15,"u10",22,580
15,"u10",27,322
15,"u10",32,681
15,"u10",37,477
15,"u10",42,83
15,"u10",47,109
15,"u10",52,27
16,"u1",7,3
16,"u1",12,4
16,"u1",17,12
16,"u1",22,32
16,"u1",27,109
16,"u1",32,189
16,"u1",37,507
16,"u1",42,300
16,"u1",47,253
16,"u1",52,72
16,"u2",7,10
16,"u2",12,15
16,"u2",17,109
16,"u2",22,143
16,"u2",27,175
16,"u2",32,142
16,"u2",37,54
16,"u2",42,55
16,"u2",47,69
16,"u2",52,219
16,"u3",7,1
16,"u3",12,3
16,"u3",17,20
16,"u3",22,111
16,"u3",27,58
16,"u3",32,88
16,"u3",37,143
16,"u3",42,83
16,"u3",47,46
16,"u3",52,16
16,"u4",7,6
16,"u4",12,7
16,"u4",17,27
16,"u4",22,69
16,"u4",27,66
16,"u4",32,88
16,"u4",37,53
16,"u4",42,130
16,"u4",47,62
16,"u4",52,88
16,"u5",7,2
16,"u5",12,2
16,"u5",17,16
16,"u5",22,42
16,"u5",27,111
16,"u5",32,247
16,"u5",37,151
16,"u5",42,54
16,"u5",47,7
16,"u5",52,4
16,"u6",7,1
16,"u6",12,5
16,"u6",17,15
16,"u6",22,140
16,"u6",27,156
16,"u6",32,188
16,"u6",37,218
16,"u6",42,240
16,"u6",47,76
16,"u6",52,50
16,"u7",7,6
16,"u7",12,13
16,"u7",17,32
16,"u7",22,37
16,"u7",27,58
16,"u7",32,57
16,"u7",37,75
16,"u7",42,63
16,"u7",47,57
16,"u7",52,105
16,"u8",7,1
16,"u8",12,2
16,"u8",17,6
16,"u8",22,19
16,"u8",27,56
16,"u8",32,92
16,"u8",37,109
16,"u8",42,271
16,"u8",47,102
16,"u8",52,108
16,"u9",7,0
16,"u9",12,16
16,"u9",17,8
16,"u9",22,111
16,"u9",27,275
16,"u9",32,398
16,"u9",37,282
16,"u9",42,70
16,"u9",47,59
16,"u9",52,29
16,"u10",7,4
16,"u10",12,32
16,"u10",17,108
16,"u10",22,221
16,"u10",27,339
16,"u10",32,788
16,"u10",37,191
16,"u10",42,161
16,"u10",47,89
16,"u10",52,25
17,"u1",7,6
17,"u1",12,7
17,"u1",17,19
17,"u1",22,85
17,"u1",27,135
17,"u1",32,100
17,"u1",37,86
17,"u1",42,87
17,"u1",47,22
17,"u1",52,23
17,"u2",7,4
17,"u2",12,6
17,"u2",17,26
17,"u2",22,60
17,"u2",27,46
17,"u2",32,148
17,"u2",37,234
17,"u2",42,337
17,"u2",47,182
17,"u2",52,118
17,"u3",7,1
17,"u3",12,3
17,"u3",17,12
17,"u3",22,150
17,"u3",27,90
17,"u3",32,63
17,"u3",37,62
17,"u3",42,60
17,"u3",47,21
17,"u3",52,55
17,"u4",7,1
17,"u4",12,6
17,"u4",17,20
17,"u4",22,202
17,"u4",27,233
17,"u4",32,210
17,"u4",37,147
17,"u4",42,132
17,"u4",47,141
17,"u4",52,128
17,"u5",7,4
17,"u5",12,5
17,"u5",17,32
17,"u5",22,49
17,"u5",27,66
17,"u5",32,127
17,"u5",37,200
17,"u5",42,132
17,"u5",47,85
17,"u5",52,56
17,"u6",7,1
17,"u6",12,3
17,"u6",17,23
17,"u6",22,48
17,"u6",27,116
17,"u6",32,325
17,"u6",37,89
17,"u6",42,173
17,"u6",47,166
17,"u6",52,138
17,"u7",7,8
17,"u7",12,25
17,"u7",17,36
17,"u7",22,157
17,"u7",27,69
17,"u7",32,118
17,"u7",37,123
17,"u7",42,172
17,"u7",47,227
17,"u7",52,97
17,"u8",7,1
17,"u8",12,12
17,"u8",17,63
17,"u8",22,142
17,"u8",27,33
17,"u8",32,36
17,"u8",37,117
17,"u8",42,113
17,"u8",47,214
17,"u8",52,89
17,"u9",7,3
17,"u9",12,13
17,"u9",17,23
17,"u9",22,111
17,"u9",27,77
17,"u9",32,66
17,"u9",37,88
17,"u9",42,161
17,"u9",47,85
17,"u9",52,13
17,"u10",7,1
17,"u10",12,25
17,"u10",17,72
17,"u10",22,179
17,"u10",27,208
17,"u10",32,68
17,"u10",37,76
17,"u10",42,74
17,"u10",47,80
17,"u10",52,78
18,"u1",7,5
18,"u1",12,14
18,"u1",17,43
18,"u1",22,114
18,"u1",27,225
18,"u1",32,119
18,"u1",37,73
18,"u1",42,15
18,"u1",47,12
18,"u1",52,20
18,"u2",7,1
18,"u2",12,8
18,"u2",17,38
18,"u2",22,189
18,"u2",27,318
18,"u2",32,252
18,"u2",37,79
18,"u2",42,42
18,"u2",47,70
18,"u2",52,82
18,"u3",7,5
18,"u3",12,13
18,"u3",17,37
18,"u3",22,46
18,"u3",27,60
18,"u3",32,117
18,"u3",37,39
18,"u3",42,58
18,"u3",47,34
18,"u3",52,31
18,"u4",7,5
18,"u4",12,8
18,"u4",17,14
18,"u4",22,71
18,"u4",27,387
18,"u4",32,261
18,"u4",37,75
18,"u4",42,93
18,"u4",47,67
18,"u4",52,83
18,"u5",7,7
18,"u5",12,10
18,"u5",17,120
18,"u5",22,192
18,"u5",27,392
18,"u5",32,363
18,"u5",37,773
18,"u5",42,268
18,"u5",47,113
18,"u5",52,44
18,"u6",7,0
18,"u6",12,4
18,"u6",17,29
18,"u6",22,98
18,"u6",27,133
18,"u6",32,157
18,"u6",37,593
18,"u6",42,1010
18,"u6",47,1060
18,"u6",52,523
18,"u7",7,1
18,"u7",12,12
18,"u7",17,47
18,"u7",22,77
18,"u7",27,59
18,"u7",32,51
18,"u7",37,85
18,"u7",42,59
18,"u7",47,16
18,"u7",52,25
18,"u8",7,3
18,"u8",12,25
18,"u8",17,37
18,"u8",22,60
18,"u8",27,456
18,"u8",32,159
18,"u8",37,143
18,"u8",42,40
18,"u8",47,53
18,"u8",52,116
18,"u9",7,5
18,"u9",12,11
18,"u9",17,44
18,"u9",22,145
18,"u9",27,264
18,"u9",32,122
18,"u9",37,244
18,"u9",42,204
18,"u9",47,123
18,"u9",52,85
18,"u10",7,4
18,"u10",12,58
18,"u10",17,97
18,"u10",22,349
18,"u10",27,475
18,"u10",32,351
18,"u10",37,169
18,"u10",42,137
18,"u10",47,69
18,"u10",52,15
19,"u1",7,3
19,"u1",12,16
19,"u1",17,15
19,"u1",22,51
19,"u1",27,170
19,"u1",32,256
19,"u1",37,180
19,"u1",42,410
19,"u1",47,386
19,"u1",52,402
19,"u2",7,7
19,"u2",12,2
19,"u2",17,32
19,"u2",22,94
19,"u2",27,200
19,"u2",32,167
19,"u2",37,234
19,"u2",42,242
19,"u2",47,89
19,"u2",52,63
19,"u3",7,9
19,"u3",12,23
19,"u3",17,69
19,"u3",22,210
19,"u3",27,152
19,"u3",32,222
19,"u3",37,107
19,"u3",42,104
19,"u3",47,42
19,"u3",52,49
19,"u4",7,3
19,"u4",12,3
19,"u4",17,14
19,"u4",22,25
19,"u4",27,101
19,"u4",32,144
19,"u4",37,105
19,"u4",42,88
19,"u4",47,28
19,"u4",52,48
19,"u5",7,4
19,"u5",12,9
19,"u5",17,19
19,"u5",22,62
19,"u5",27,134
19,"u5",32,41
19,"u5",37,75
19,"u5",42,43
19,"u5",47,53
19,"u5",52,93
19,"u6",7,2
19,"u6",12,2
19,"u6",17,14
19,"u6",22,61
19,"u6",27,73
19,"u6",32,110
19,"u6",37,131
19,"u6",42,70
19,"u6",47,50
19,"u6",52,33
19,"u7",7,6
19,"u7",12,14
19,"u7",17,82
19,"u7",22,71
19,"u7",27,154
19,"u7",32,64
19,"u7",37,39
19,"u7",42,34
19,"u7",47,14
19,"u7",52,12
19,"u8",7,1
19,"u8",12,15
19,"u8",17,67
19,"u8",22,224
19,"u8",27,695
19,"u8",32,263
19,"u8",37,118
19,"u8",42,66
19,"u8",47,22
19,"u8",52,30
19,"u9",7,0
19,"u9",12,13
19,"u9",17,18
19,"u9",22,24
19,"u9",27,42
19,"u9",32,95
19,"u9",37,205
19,"u9",42,179
19,"u9",47,180
19,"u9",52,250
19,"u10",7,4
19,"u10",12,7
19,"u10",17,16
19,"u10",22,107
19,"u10",27,489
19,"u10",32,796
19,"u10",37,477
19,"u10",42,371
19,"u10",47,524
19,"u10",52,280
20,"u1",7,5
20,"u1",12,9
20,"u1",17,31
20,"u1",22,47
20,"u1",27,135
20,"u1",32,94
20,"u1",37,97
20,"u1",42,98
20,"u1",47,99
20,"u1",52,41
20,"u2",7,2
20,"u2",12,15
20,"u2",17,54
20,"u2",22,145
20,"u2",27,439
20,"u2",32,336
20,"u2",37,237
20,"u2",42,435
20,"u2",47,94
20,"u2",52,88
20,"u3",7,1
20,"u3",12,9
20,"u3",17,59
20,"u3",22,74
20,"u3",27,76
20,"u3",32,142
20,"u3",37,397
20,"u3",42,197
20,"u3",47,180
20,"u3",52,148
20,"u4",7,2
20,"u4",12,9
20,"u4",17,80
20,"u4",22,148
20,"u4",27,291
20,"u4",32,271
20,"u4",37,110
20,"u4",42,21
20,"u4",47,38
20,"u4",52,65
20,"u5",7,6
20,"u5",12,23
20,"u5",17,237
20,"u5",22,121
20,"u5",27,137
20,"u5",32,111
20,"u5",37,108
20,"u5",42,33
20,"u5",47,5
20,"u5",52,4
20,"u6",7,4
20,"u6",12,7
20,"u6",17,26
20,"u6",22,159
20,"u6",27,403
20,"u6",32,661
20,"u6",37,40
20,"u6",42,70
20,"u6",47,34
20,"u6",52,102
20,"u7",7,5
20,"u7",12,11
20,"u7",17,14
20,"u7",22,21
20,"u7",27,117
20,"u7",32,82
20,"u7",37,137
20,"u7",42,154
20,"u7",47,55
20,"u7",52,138
20,"u8",7,6
20,"u8",12,5
20,"u8",17,45
20,"u8",22,47
20,"u8",27,89
20,"u8",32,169
20,"u8",37,160
20,"u8",42,167
20,"u8",47,99
20,"u8",52,25
20,"u9",7,7
20,"u9",12,15
20,"u9",17,36
20,"u9",22,211
20,"u9",27,136
20,"u9",32,94
20,"u9",37,39
20,"u9",42,80
20,"u9",47,118
20,"u9",52,147
20,"u10",7,3
20,"u10",12,5
20,"u10",17,10
20,"u10",22,203
20,"u10",27,169
20,"u10",32,95
20,"u10",37,62
20,"u10",42,304
20,"u10",47,105
20,"u10",52,320
21,"u1",7,5
21,"u1",12,6
21,"u1",17,11
21,"u1",22,33
21,"u1",27,35
21,"u1",32,139
21,"u1",37,82
21,"u1",42,85
21,"u1",47,57
21,"u1",52,93
21,"u2",7,2
21,"u2",12,7
21,"u2",17,85
21,"u2",22,409
21,"u2",27,254
21,"u2",32,284
21,"u2",37,295
21,"u2",42,176
21,"u2",47,240
21,"u2",52,97
21,"u3",7,1
21,"u3",12,4
21,"u3",17,23
21,"u3",22,151
21,"u3",27,216
21,"u3",32,259
21,"u3",37,403
21,"u3",42,466
21,"u3",47,137
21,"u3",52,97
21,"u4",7,16
21,"u4",12,52
21,"u4",17,186
21,"u4",22,124
21,"u4",27,82
21,"u4",32,80
21,"u4",37,65
21,"u4",42,62
21,"u4",47,43
21,"u4",52,58
21,"u5",7,4
21,"u5",12,5
21,"u5",17,20
21,"u5",22,39
21,"u5",27,115
21,"u5",32,106
21,"u5",37,621
21,"u5",42,160
21,"u5",47,105
21,"u5",52,173
21,"u6",7,7
21,"u6",12,6
21,"u6",17,7
21,"u6",22,55
21,"u6",27,118
21,"u6",32,197
21,"u6",37,136
21,"u6",42,126
21,"u6",47,92
21,"u6",52,30
21,"u7",7,9
21,"u7",12,20
21,"u7",17,127
21,"u7",22,178
21,"u7",27,84
21,"u7",32,103
21,"u7",37,24
21,"u7",42,16
21,"u7",47,9
21,"u7",52,12
21,"u8",7,2
21,"u8",12,8
21,"u8",17,9
21,"u8",22,64
21,"u8",27,107
21,"u8",32,136
21,"u8",37,124
21,"u8",42,54
21,"u8",47,128
21,"u8",52,69
21,"u9",7,1
21,"u9",12,26
21,"u9",17,50
21,"u9",22,97
21,"u9",27,275
21,"u9",32,249
21,"u9",37,118
21,"u9",42,48
21,"u9",47,10
21,"u9",52,6
21,"u10",7,7
21,"u10",12,11
21,"u10",17,29
21,"u10",22,50
21,"u10",27,85
21,"u10",32,248
21,"u10",37,617
21,"u10",42,334
21,"u10",47,152
21,"u10",52,86
22,"u1",7,2
22,"u1",12,22
22,"u1",17,56
22,"u1",22,98
22,"u1",27,215
22,"u1",32,378
22,"u1",37,172
22,"u1",42,278
22,"u1",47,162
22,"u1",52,46
22,"u2",7,4
22,"u2",12,15
22,"u2",17,29
22,"u2",22,85
22,"u2",27,57
22,"u2",32,128
22,"u2",37,103
22,"u2",42,100
22,"u2",47,140
22,"u2",52,226
22,"u3",7,1
22,"u3",12,7
22,"u3",17,32
22,"u3",22,62
22,"u3",27,86
22,"u3",32,159
22,"u3",37,105
22,"u3",42,41
22,"u3",47,60
22,"u3",52,90
22,"u4",7,0
22,"u4",12,5
22,"u4",17,22
22,"u4",22,87
22,"u4",27,154
22,"u4",32,121
22,"u4",37,119
22,"u4",42,151
22,"u4",47,102
22,"u4",52,29
22,"u5",7,2
22,"u5",12,12
22,"u5",17,28
22,"u5",22,69
22,"u5",27,279
22,"u5",32,527
22,"u5",37,579
22,"u5",42,974
22,"u5",47,511
22,"u5",52,112
22,"u6",7,8
22,"u6",12,22
22,"u6",17,103
22,"u6",22,75
22,"u6",27,157
22,"u6",32,188
22,"u6",37,235
22,"u6",42,295
22,"u6",47,344
22,"u6",52,428
22,"u7",7,5
22,"u7",12,7
22,"u7",17,21
22,"u7",22,42
22,"u7",27,77
22,"u7",32,108
22,"u7",37,69
22,"u7",42,99
22,"u7",47,38
22,"u7",52,111
22,"u8",7,4
22,"u8",12,31
22,"u8",17,37
22,"u8",22,96
22,"u8",27,95
22,"u8",32,84
22,"u8",37,105
22,"u8",42,48
22,"u8",47,24
22,"u8",52,139
22,"u9",7,6
22,"u9",12,12
22,"u9",17,23
22,"u9",22,130
22,"u9",27,162
22,"u9",32,413
22,"u9",37,253
22,"u9",42,166
22,"u9",47,54
22,"u9",52,56
22,"u10",7,1
22,"u10",12,2
22,"u10",17,14
22,"u10",22,25
22,"u10",27,103
22,"u10",32,142
22,"u10",37,81
22,"u10",42,210
22,"u10",47,75
22,"u10",52,51
23,"u1",7,1
23,"u1",12,8
23,"u1",17,23
23,"u1",22,106
23,"u1",27,246
23,"u1",32,78
23,"u1",37,55
23,"u1",42,96
23,"u1",47,41
23,"u1",52,39
23,"u2",7,11
23,"u2",12,18
23,"u2",17,40
23,"u2",22,161
23,"u2",27,73
23,"u2",32,127
23,"u2",37,85
23,"u2",42,77
23,"u2",47,28
23,"u2",52,71
23,"u3",7,5
23,"u3",12,13
23,"u3",17,86
23,"u3",22,444
23,"u3",27,211
23,"u3",32,110
23,"u3",37,123
23,"u3",42,60
23,"u3",47,44
23,"u3",52,46
23,"u4",7,4
23,"u4",12,24
23,"u4",17,49
23,"u4",22,78
23,"u4",27,118
23,"u4",32,78
23,"u4",37,176
23,"u4",42,227
23,"u4",47,61
23,"u4",52,84
23,"u5",7,15
23,"u5",12,23
23,"u5",17,151
23,"u5",22,171
23,"u5",27,207
23,"u5",32,111
23,"u5",37,94
23,"u5",42,17
23,"u5",47,33
23,"u5",52,28
23,"u6",7,5
23,"u6",12,6
23,"u6",17,16
23,"u6",22,66
23,"u6",27,49
23,"u6",32,294
23,"u6",37,756
23,"u6",42,266
23,"u6",47,260
23,"u6",52,275
23,"u7",7,2
23,"u7",12,3
23,"u7",17,22
23,"u7",22,63
23,"u7",27,246
23,"u7",32,959
23,"u7",37,903
23,"u7",42,480
23,"u7",47,314
23,"u7",52,1078
23,"u8",7,4
23,"u8",12,15
23,"u8",17,101
23,"u8",22,311
23,"u8",27,76
23,"u8",32,254
23,"u8",37,304
23,"u8",42,288
23,"u8",47,88
23,"u8",52,24
23,"u9",7,5
23,"u9",12,3
23,"u9",17,16
23,"u9",22,79
23,"u9",27,232
23,"u9",32,178
23,"u9",37,134
23,"u9",42,87
23,"u9",47,68
23,"u9",52,16
23,"u10",7,12
23,"u10",12,12
23,"u10",17,40
23,"u10",22,92
23,"u10",27,191
23,"u10",32,107
23,"u10",37,395
23,"u10",42,270
23,"u10",47,324
23,"u10",52,485
24,"u1",7,8
24,"u1",12,24
24,"u1",17,50
24,"u1",22,110
24,"u1",27,164
24,"u1",32,448
24,"u1",37,460
24,"u1",42,411
24,"u1",47,539
24,"u1",52,352
24,"u2",7,2
24,"u2",12,14
24,"u2",17,130
24,"u2",22,167
24,"u2",27,257
24,"u2",32,92
24,"u2",37,46
24,"u2",42,18
24,"u2",47,24
24,"u2",52,4
24,"u3",7,5
24,"u3",12,0
24,"u3",17,18
24,"u3",22,15
24,"u3",27,51
24,"u3",32,207
24,"u3",37,86
24,"u3",42,49
24,"u3",47,70
24,"u3",52,128
24,"u4",7,13
24,"u4",12,11
24,"u4",17,69
24,"u4",22,102
24,"u4",27,84
24,"u4",32,178
24,"u4",37,92
24,"u4",42,17
24,"u4",47,33
24,"u4",52,40
24,"u5",7,12
24,"u5",12,18
24,"u5",17,22
24,"u5",22,101
24,"u5",27,144
24,"u5",32,159
24,"u5",37,113
24,"u5",42,145
24,"u5",47,217
24,"u5",52,150
24,"u6",7,7
24,"u6",12,25
24,"u6",17,67
24,"u6",22,136
24,"u6",27,152
24,"u6",32,244
24,"u6",37,97
24,"u6",42,77
24,"u6",47,32
24,"u6",52,61
24,"u7",7,4
24,"u7",12,5
24,"u7",17,24
24,"u7",22,156
24,"u7",27,224
24,"u7",32,250
24,"u7",37,146
24,"u7",42,165
24,"u7",47,85
24,"u7",52,78
24,"u8",7,1
24,"u8",12,6
24,"u8",17,18
24,"u8",22,29
24,"u8",27,205
24,"u8",32,160
24,"u8",37,99
24,"u8",42,78
24,"u8",47,101
24,"u8",52,99
24,"u9",7,2
24,"u9",12,20
24,"u9",17,68
24,"u9",22,78
24,"u9",27,79
24,"u9",32,61
24,"u9",37,93
24,"u9",42,239
24,"u9",47,174
24,"u9",52,42
24,"u10",7,3
24,"u10",12,44
24,"u10",17,141
24,"u10",22,132
24,"u10",27,188
24,"u10",32,267
24,"u10",37,129
24,"u10",42,45
24,"u10",47,96
24,"u10",52,102
25,"u1",7,3
25,"u1",12,7
25,"u1",17,26
25,"u1",22,209
25,"u1",27,300
25,"u1",32,269
25,"u1",37,152
25,"u1",42,83
25,"u1",47,100
25,"u1",52,47
25,"u2",7,4
25,"u2",12,11
25,"u2",17,36
25,"u2",22,105
25,"u2",27,161
25,"u2",32,339
25,"u2",37,93
25,"u2",42,162
25,"u2",47,51
25,"u2",52,139
25,"u3",7,6
25,"u3",12,31
25,"u3",17,112
25,"u3",22,141
25,"u3",27,159
25,"u3",32,80
25,"u3",37,52
25,"u3",42,43
25,"u3",47,59
25,"u3",52,116
25,"u4",7,4
25,"u4",12,20
25,"u4",17,11
25,"u4",22,39
25,"u4",27,60
25,"u4",32,210
25,"u4",37,78
25,"u4",42,67
25,"u4",47,47
25,"u4",52,86
25,"u5",7,0
25,"u5",12,4
25,"u5",17,8
25,"u5",22,116
25,"u5",27,77
25,"u5",32,104
25,"u5",37,111
25,"u5",42,80
25,"u5",47,94
25,"u5",52,305
25,"u6",7,2
25,"u6",12,11
25,"u6",17,32
25,"u6",22,103
25,"u6",27,66
25,"u6",32,68
25,"u6",37,211
25,"u6",42,149
25,"u6",47,188
25,"u6",52,466
25,"u7",7,7
25,"u7",12,21
25,"u7",17,90
25,"u7",22,221
25,"u7",27,167
25,"u7",32,88
25,"u7",37,17
25,"u7",42,25
25,"u7",47,18
25,"u7",52,8
25,"u8",7,3
25,"u8",12,7
25,"u8",17,19
25,"u8",22,34
25,"u8",27,237
25,"u8",32,134
25,"u8",37,79
25,"u8",42,85
25,"u8",47,213
25,"u8",52,183
25,"u9",7,9
25,"u9",12,89
25,"u9",17,237
25,"u9",22,196
25,"u9",27,51
25,"u9",32,17
25,"u9",37,11
25,"u9",42,1
25,"u9",47,2
25,"u9",52,9
25,"u10",7,5
25,"u10",12,19
25,"u10",17,30
25,"u10",22,211
25,"u10",27,184
25,"u10",32,270
25,"u10",37,333
25,"u10",42,134
25,"u10",47,282
25,"u10",52,386
26,"u1",7,4
26,"u1",12,23
26,"u1",17,71
26,"u1",22,201
26,"u1",27,292
26,"u1",32,197
26,"u1",37,131
26,"u1",42,109
26,"u1",47,26
26,"u1",52,103
26,"u2",7,1
26,"u2",12,5
26,"u2",17,75
26,"u2",22,259
26,"u2",27,353
26,"u2",32,305
26,"u2",37,272
26,"u2",42,266
26,"u2",47,58
26,"u2",52,43
26,"u3",7,3
26,"u3",12,15
26,"u3",17,146
26,"u3",22,148
26,"u3",27,508
26,"u3",32,184
26,"u3",37,489
26,"u3",42,510
26,"u3",47,267
26,"u3",52,129
26,"u4",7,3
26,"u4",12,25
26,"u4",17,45
26,"u4",22,145
26,"u4",27,110
26,"u4",32,138
26,"u4",37,39
26,"u4",42,29
26,"u4",47,41
26,"u4",52,60
26,"u5",7,4
26,"u5",12,4
26,"u5",17,20
26,"u5",22,33
26,"u5",27,124
26,"u5",32,276
26,"u5",37,505
26,"u5",42,557
26,"u5",47,787
26,"u5",52,481
26,"u6",7,2
26,"u6",12,9
26,"u6",17,54
26,"u6",22,82
26,"u6",27,111
26,"u6",32,141
26,"u6",37,113
26,"u6",42,99
26,"u6",47,93
26,"u6",52,44
26,"u7",7,3
26,"u7",12,12
26,"u7",17,24
26,"u7",22,174
26,"u7",27,170
26,"u7",32,122
26,"u7",37,114
26,"u7",42,46
26,"u7",47,28
26,"u7",52,31
26,"u8",7,5
26,"u8",12,14
26,"u8",17,83
26,"u8",22,276
26,"u8",27,220
26,"u8",32,122
26,"u8",37,294
26,"u8",42,110
26,"u8",47,121
26,"u8",52,118
26,"u9",7,3
26,"u9",12,25
26,"u9",17,181
26,"u9",22,140
26,"u9",27,436
26,"u9",32,326
26,"u9",37,277
26,"u9",42,409
26,"u9",47,372
26,"u9",52,309
26,"u10",7,3
26,"u10",12,7
26,"u10",17,36
26,"u10",22,139
26,"u10",27,157
26,"u10",32,192
26,"u10",37,312
26,"u10",42,289
26,"u10",47,72
26,"u10",52,41
27,"u1",7,5
27,"u1",12,17
27,"u1",17,27
27,"u1",22,51
27,"u1",27,66
27,"u1",32,133
27,"u1",37,356
27,"u1",42,338
27,"u1",47,52
27,"u1",52,247
27,"u2",7,2
27,"u2",12,13
27,"u2",17,41
27,"u2",22,94
27,"u2",27,246
27,"u2",32,373
27,"u2",37,74
27,"u2",42,53
27,"u2",47,71
27,"u2",52,62
27,"u3",7,2
27,"u3",12,1
27,"u3",17,12
27,"u3",22,23
27,"u3",27,75
27,"u3",32,182
27,"u3",37,223
27,"u3",42,112
27,"u3",47,146
27,"u3",52,83
27,"u4",7,3
27,"u4",12,5
27,"u4",17,9
27,"u4",22,61
27,"u4",27,145
27,"u4",32,219
27,"u4",37,119
27,"u4",42,31
27,"u4",47,134
27,"u4",52,62
27,"u5",7,9
27,"u5",12,50
27,"u5",17,79
27,"u5",22,90
27,"u5",27,136
27,"u5",32,471
27,"u5",37,169
27,"u5",42,98
27,"u5",47,62
27,"u5",52,55
27,"u6",7,6
27,"u6",12,29
27,"u6",17,35
27,"u6",22,82
27,"u6",27,130
27,"u6",32,726
27,"u6",37,1454
27,"u6",42,1170
27,"u6",47,870
27,"u6",52,968
27,"u7",7,2
27,"u7",12,15
27,"u7",17,51
27,"u7",22,110
27,"u7",27,108
27,"u7",32,105
27,"u7",37,119
27,"u7",42,94
27,"u7",47,24
27,"u7",52,13
27,"u8",7,4
27,"u8",12,2
27,"u8",17,4
27,"u8",22,12
27,"u8",27,65
27,"u8",32,202
27,"u8",37,143
27,"u8",42,235
27,"u8",47,99
27,"u8",52,20
27,"u9",7,2
27,"u9",12,8
27,"u9",17,19
27,"u9",22,52
27,"u9",27,74
27,"u9",32,210
27,"u9",37,105
27,"u9",42,179
27,"u9",47,47
27,"u9",52,15
27,"u10",7,3
27,"u10",12,1
27,"u10",17,40
27,"u10",22,178
27,"u10",27,149
27,"u10",32,81
27,"u10",37,71
27,"u10",42,23
27,"u10",47,99
27,"u10",52,99
28,"u1",7,12
28,"u1",12,26
28,"u1",17,64
28,"u1",22,43
28,"u1",27,177
28,"u1",32,143
28,"u1",37,85
28,"u1",42,74
28,"u1",47,158
28,"u1",52,149
28,"u2",7,1
28,"u2",12,14
28,"u2",17,22
28,"u2",22,99
28,"u2",27,86
28,"u2",32,159
28,"u2",37,137
28,"u2",42,78
28,"u2",47,131
28,"u2",52,142
28,"u3",7,9
28,"u3",12,7
28,"u3",17,9
28,"u3",22,31
28,"u3",27,115
28,"u3",32,263
28,"u3",37,214
28,"u3",42,247
28,"u3",47,64
28,"u3",52,64
28,"u4",7,3
28,"u4",12,28
28,"u4",17,55
28,"u4",22,122
28,"u4",27,147
28,"u4",32,249
28,"u4",37,53
28,"u4",42,28
28,"u4",47,15
28,"u4",52,23
28,"u5",7,0
28,"u5",12,12
28,"u5",17,63
28,"u5",22,116
28,"u5",27,271
28,"u5",32,640
28,"u5",37,122
28,"u5",42,71
28,"u5",47,28
28,"u5",52,107
28,"u6",7,7
28,"u6",12,24
28,"u6",17,35
28,"u6",22,247
28,"u6",27,271
28,"u6",32,107
28,"u6",37,177
28,"u6",42,65
28,"u6",47,25
28,"u6",52,52
28,"u7",7,5
28,"u7",12,43
28,"u7",17,161
28,"u7",22,191
28,"u7",27,88
28,"u7",32,140
28,"u7",37,108
28,"u7",42,40
28,"u7",47,22
28,"u7",52,35
28,"u8",7,4
28,"u8",12,12
28,"u8",17,32
28,"u8",22,105
28,"u8",27,174
28,"u8",32,130
28,"u8",37,41
28,"u8",42,14
28,"u8",47,50
28,"u8",52,32
28,"u9",7,6
28,"u9",12,7
28,"u9",17,61
28,"u9",22,100
28,"u9",27,168
28,"u9",32,456
28,"u9",37,114
28,"u9",42,214
28,"u9",47,136
