"b","unit","day","dentadult","dentinf","lumadult","luminf"
11,"u7",17,25,1,18,0
11,"u7",22,72,3,18,0
11,"u7",27,26,11,42,30
11,"u7",32,20,17,16,29
11,"u7",37,1,0,8,18
11,"u7",42,0,0,7,1
11,"u7",47,0,0,1,16
11,"u7",52,0,0,14,10
11,"u8",7,6,0,5,0
11,"u8",12,5,1,7,0
11,"u8",17,29,1,6,0
11,"u8",22,42,0,14,0
11,"u8",27,31,10,3,5
11,"u8",32,3,3,8,3
11,"u8",37,6,5,1,3
11,"u8",42,7,2,2,2
11,"u8",47,0,1,0,9
11,"u8",52,1,0,2,0
12,"u1",7,16,0,2,0
12,"u1",12,20,0,28,0
12,"u1",17,13,4,155,1
12,"u1",22,109,1,202,5
12,"u1",27,69,1,60,39
12,"u1",32,22,3,78,25
12,"u1",37,7,15,32,7
12,"u1",42,2,0,23,14
12,"u1",47,1,1,2,9
12,"u1",52,0,0,3,2
12,"u2",7,5,0,3,0
12,"u2",12,6,0,3,0
12,"u2",17,53,0,14,0
12,"u2",22,10,0,15,1
12,"u2",27,53,6,10,5
12,"u2",32,20,10,13,4
12,"u2",37,102,0,3,2
12,"u2",42,28,5,12,1
12,"u2",47,5,2,2,2
12,"u2",52,1,20,0,1
12,"u3",7,1,0,1,0
12,"u3",12,2,0,1,0
12,"u3",17,18,1,8,0
12,"u3",22,17,10,4,0
12,"u3",27,25,1,9,1
12,"u3",32,17,2,22,3
12,"u3",37,44,3,9,2
12,"u3",42,50,13,13,5
12,"u3",47,24,6,2,3
12,"u3",52,26,11,7,2
12,"u4",7,12,0,2,0
12,"u4",12,23,0,6,0
12,"u4",17,33,0,3,0
12,"u4",22,33,1,6,0
12,"u4",27,20,1,20,0
12,"u4",32,53,42,8,14
12,"u4",37,13,22,4,0
12,"u4",42,11,9,0,6
12,"u4",47,5,3,0,0
12,"u4",52,15,4,1,0
12,"u5",7,2,0,2,0
12,"u5",12,32,0,8,0
12,"u5",17,56,0,15,0
12,"u5",22,81,14,22,0
12,"u5",27,116,37,16,6
12,"u5",32,216,8,7,0
12,"u5",37,103,112,2,0
12,"u5",42,117,7,1,0
12,"u5",47,75,46,0,0
12,"u5",52,18,11,0,1
12,"u6",7,3,0,2,0
12,"u6",12,20,0,3,0
12,"u6",17,6,0,1,0
12,"u6",22,18,0,9,0
12,"u6",27,16,0,28,0
12,"u6",32,21,3,14,0
12,"u6",37,15,13,22,6
12,"u6",42,10,3,18,18
12,"u6",47,2,4,3,3
12,"u6",52,2,3,1,7
12,"u7",7,5,0,4,0
12,"u7",12,13,0,3,0
12,"u7",17,20,0,5,0
12,"u7",22,22,0,37,0
12,"u7",27,86,4,32,4
12,"u7",32,26,22,32,13
12,"u7",37,9,11,2,16
12,"u7",42,10,0,2,1
12,"u7",47,8,0,4,2
12,"u7",52,2,0,3,0
12,"u8",7,8,0,1,0
12,"u8",12,15,0,5,0
12,"u8",17,12,3,7,0
12,"u8",22,46,0,21,2
12,"u8",27,38,2,35,4
12,"u8",32,8,2,3,3
12,"u8",37,3,5,5,17
12,"u8",42,4,0,1,6
12,"u8",47,9,1,2,5
12,"u8",52,8,0,0,4
13,"u1",7,2,0,1,0
13,"u1",12,5,1,7,0
13,"u1",17,56,0,12,0
13,"u1",22,54,2,46,0
13,"u1",27,102,13,79,6
13,"u1",32,84,13,101,39
13,"u1",37,57,23,74,6
13,"u1",42,11,1,76,15
13,"u1",47,13,40,30,31
13,"u1",52,1,0,22,10
13,"u2",7,0,0,2,0
13,"u2",12,24,0,8,0
13,"u2",17,5,0,3,0
13,"u2",22,66,0,24,3
13,"u2",27,46,18,35,37
13,"u2",32,91,14,108,32
13,"u2",37,17,44,24,14
13,"u2",42,4,6,3,33
13,"u2",47,1,0,1,8
13,"u2",52,4,0,0,2
13,"u3",7,6,1,2,0
13,"u3",12,29,3,8,0
13,"u3",17,25,2,7,0
13,"u3",22,74,4,43,0
13,"u3",27,43,2,27,13
13,"u3",32,41,20,5,2
13,"u3",37,16,44,3,9
13,"u3",42,8,5,2,2
13,"u3",47,2,5,2,0
13,"u3",52,6,2,0,1
13,"u4",7,5,0,2,0
13,"u4",12,9,0,2,0
13,"u4",17,10,1,11,0
13,"u4",22,30,0,29,1
13,"u4",27,21,0,41,2
13,"u4",32,6,9,15,11
13,"u4",37,3,2,4,2
13,"u4",42,2,0,2,4
13,"u4",47,2,2,9,1
13,"u4",52,9,1,6,1
13,"u5",7,6,0,1,0
13,"u5",12,2,0,5,0
13,"u5",17,38,0,16,0
13,"u5",22,24,3,7,1
13,"u5",27,55,2,12,7
13,"u5",32,7,39,3,0
13,"u5",37,27,9,10,3
13,"u5",42,33,9,3,4
13,"u5",47,16,8,0,0
13,"u5",52,6,6,1,0
13,"u6",7,4,0,0,0
13,"u6",12,7,0,0,0
13,"u6",17,7,0,4,0
13,"u6",22,35,0,34,0
13,"u6",27,65,4,44,2
13,"u6",32,128,8,26,1
13,"u6",37,65,58,4,4
13,"u6",42,60,10,3,3
13,"u6",47,14,17,2,1
13,"u6",52,13,10,2,1
13,"u7",7,1,0,0,0
13,"u7",12,29,1,6,0
13,"u7",17,46,0,54,1
13,"u7",22,67,10,11,5
13,"u7",27,66,4,11,14
13,"u7",32,2,1,4,24
13,"u7",37,8,0,6,11
13,"u7",42,5,0,3,0
13,"u7",47,6,2,2,5
13,"u7",52,1,2,0,2
13,"u8",7,4,0,0,0
13,"u8",12,10,0,1,0
13,"u8",17,60,0,5,0
13,"u8",22,48,0,15,1
13,"u8",27,127,0,35,9
13,"u8",32,13,1,11,9
13,"u8",37,12,4,0,1
13,"u8",42,6,0,1,2
13,"u8",47,2,0,1,0
13,"u8",52,0,0,1,1
14,"u1",7,3,0,1,0
14,"u1",12,9,0,10,0
14,"u1",17,31,0,37,0
14,"u1",22,58,4,51,0
14,"u1",27,88,19,67,3
14,"u1",32,48,32,10,3
14,"u1",37,23,0,17,20
14,"u1",42,7,4,5,0
14,"u1",47,7,1,7,1
14,"u1",52,1,1,0,0
14,"u2",7,5,0,4,0
14,"u2",12,9,0,2,0
14,"u2",17,34,0,4,0
14,"u2",22,27,1,8,0
14,"u2",27,62,1,10,0
14,"u2",32,102,11,25,3
14,"u2",37,50,25,11,9
14,"u2",42,12,7,22,5
14,"u2",47,53,16,9,0
14,"u2",52,8,6,7,6
14,"u3",7,6,0,0,0
14,"u3",12,19,1,4,0
14,"u3",17,2,0,17,0
14,"u3",22,62,0,18,1
14,"u3",27,57,7,102,20
14,"u3",32,23,5,145,28
14,"u3",37,12,0,11,200
14,"u3",42,1,12,4,25
14,"u3",47,6,0,5,6
14,"u3",52,3,7,5,4
14,"u4",7,8,0,1,0
14,"u4",12,18,1,3,0
14,"u4",17,26,0,19,0
14,"u4",22,73,6,8,1
14,"u4",27,91,20,33,17
14,"u4",32,145,49,52,22
14,"u4",37,44,13,23,3
14,"u4",42,17,7,5,3
14,"u4",47,5,1,2,0
14,"u4",52,7,4,1,0
14,"u5",7,4,0,0,0
14,"u5",12,2,0,6,0
14,"u5",17,26,0,12,0
14,"u5",22,99,0,17,0
14,"u5",27,56,10,17,0
14,"u5",32,98,24,4,4
14,"u5",37,47,4,4,6
14,"u5",42,9,6,2,1
14,"u5",47,1,1,0,2
14,"u5",52,1,0,0,1
14,"u6",7,13,0,1,0
14,"u6",12,23,0,15,0
14,"u6",17,9,1,29,0
14,"u6",22,61,2,46,0
14,"u6",27,23,22,53,8
14,"u6",32,2,3,1,28
14,"u6",37,1,0,9,27
14,"u6",42,0,0,1,13
14,"u6",47,0,0,1,0
14,"u6",52,0,0,0,1
14,"u7",7,2,0,5,0
14,"u7",12,23,1,4,0
14,"u7",17,63,0,24,0
14,"u7",22,28,7,45,5
14,"u7",27,54,47,32,28
14,"u7",32,1,23,13,14
14,"u7",37,2,3,1,8
14,"u7",42,2,0,10,2
14,"u7",47,1,3,5,4
14,"u7",52,2,0,1,3
14,"u8",7,1,0,1,0
14,"u8",12,9,0,5,0
14,"u8",17,9,1,4,0
14,"u8",22,22,0,8,0
14,"u8",27,39,2,26,2
14,"u8",32,35,0,49,9
14,"u8",37,28,4,11,1
14,"u8",42,2,0,2,2
14,"u8",47,4,0,1,1
14,"u8",52,1,0,0,0
15,"u1",7,5,0,0,0
15,"u1",12,2,0,1,0
15,"u1",17,12,6,5,0
15,"u1",22,22,0,6,0
15,"u1",27,34,6,5,0
15,"u1",32,39,8,11,1
15,"u1",37,79,5,7,1
15,"u1",42,43,24,9,1
15,"u1",47,36,15,22,0
15,"u1",52,28,7,9,1
15,"u2",7,5,0,4,0
15,"u2",12,0,0,7,0
15,"u2",17,8,0,16,0
15,"u2",22,67,1,112,0
15,"u2",27,123,9,148,44
15,"u2",32,43,133,35,63
15,"u2",37,6,61,10,33
15,"u2",42,1,6,21,16
15,"u2",47,0,3,15,18
15,"u2",52,2,0,3,32
15,"u3",7,6,0,2,0
15,"u3",12,16,1,6,0
15,"u3",17,100,1,16,5
15,"u3",22,45,4,21,1
15,"u3",27,115,29,6,11
15,"u3",32,58,0,12,0
15,"u3",37,49,16,0,1
15,"u3",42,6,3,7,0
15,"u3",47,15,5,10,0
15,"u3",52,7,1,1,3
15,"u4",7,7,0,0,0
15,"u4",12,7,0,2,0
15,"u4",17,34,0,8,0
15,"u4",22,15,2,6,0
15,"u4",27,42,0,22,0
15,"u4",32,73,6,20,0
15,"u4",37,84,3,34,4
15,"u4",42,27,3,36,2
15,"u4",47,18,2,9,2
15,"u4",52,21,4,2,2
15,"u5",7,4,0,0,0
15,"u5",12,12,0,2,0
15,"u5",17,27,1,7,0
15,"u5",22,25,2,29,0
15,"u5",27,18,6,93,4
15,"u5",32,45,15,26,12
15,"u5",37,22,21,29,6
15,"u5",42,2,0,17,13
15,"u5",47,2,0,0,2
15,"u5",52,0,0,0,9
15,"u6",7,5,0,0,0
15,"u6",12,13,0,2,0
15,"u6",17,16,1,4,2
15,"u6",22,29,6,10,0
15,"u6",27,7,6,18,3
15,"u6",32,6,7,13,12
15,"u6",37,3,0,8,10
15,"u6",42,0,2,29,16
15,"u6",47,1,0,4,1
15,"u6",52,0,1,2,5
15,"u7",7,4,0,1,0
15,"u7",12,34,0,3,0
15,"u7",17,99,0,6,1
15,"u7",22,45,39,9,0
15,"u7",27,7,5,6,0
15,"u7",32,13,0,0,1
15,"u7",37,6,1,2,3
15,"u7",42,16,9,5,2
15,"u7",47,6,1,1,0
15,"u7",52,0,1,0,2
15,"u8",7,4,0,1,0
15,"u8",12,23,0,8,0
15,"u8",17,51,0,12,0
15,"u8",22,35,0,62,2
15,"u8",27,103,6,14,2
15,"u8",32,54,3,11,5
15,"u8",37,19,10,3,1
15,"u8",42,3,3,1,0
15,"u8",47,7,1,4,3
15,"u8",52,0,0,1,0
16,"u1",7,12,0,1,0
16,"u1",12,54,0,10,0
16,"u1",17,130,0,14,0
16,"u1",22,261,3,20,0
16,"u1",27,419,2,19,0
16,"u1",32,283,40,58,5
16,"u1",37,235,6,4,0
16,"u1",42,78,133,3,3
16,"u1",47,39,41,4,1
16,"u1",52,54,2,3,1
16,"u2",7,3,0,2,0
16,"u2",12,9,0,1,0
16,"u2",17,23,1,8,0
16,"u2",22,20,0,16,0
16,"u2",27,42,0,51,0
16,"u2",32,112,10,37,34
16,"u2",37,74,20,23,17
16,"u2",42,11,53,25,47
16,"u2",47,14,16,14,14
16,"u2",52,9,0,12,1
16,"u3",7,13,0,1,0
16,"u3",12,30,0,0,0
16,"u3",17,15,0,2,0
16,"u3",22,23,0,8,0
16,"u3",27,63,4,12,0
16,"u3",32,23,11,6,2
16,"u3",37,40,21,11,1
16,"u3",42,17,10,15,3
16,"u3",47,27,18,2,3
16,"u3",52,22,3,3,1
16,"u4",7,5,0,1,0
16,"u4",12,7,0,2,0
16,"u4",17,28,0,12,0
16,"u4",22,35,2,28,0
16,"u4",27,45,8,107,10
16,"u4",32,106,82,54,4
16,"u4",37,54,19,25,59
16,"u4",42,24,3,3,2
16,"u4",47,14,0,4,2
16,"u4",52,30,2,4,2
16,"u5",7,12,0,3,0
16,"u5",12,13,0,8,0
16,"u5",17,50,1,16,2
16,"u5",22,57,1,29,2
16,"u5",27,31,50,17,8
16,"u5",32,20,2,13,2
16,"u5",37,23,1,20,13
16,"u5",42,9,2,7,2
16,"u5",47,8,1,11,4
16,"u5",52,13,0,0,1
16,"u6",7,2,0,1,0
16,"u6",12,22,0,3,0
16,"u6",17,14,1,9,0
16,"u6",22,18,1,27,1
16,"u6",27,128,1,36,2
16,"u6",32,33,48,13,35
16,"u6",37,6,8,1,25
16,"u6",42,2,0,1,5
16,"u6",47,5,3,2,2
16,"u6",52,3,1,1,3
16,"u7",7,3,0,1,0
16,"u7",12,5,0,5,0
16,"u7",17,74,0,31,2
16,"u7",22,25,10,41,5
16,"u7",27,30,9,40,13
16,"u7",32,3,5,42,83
16,"u7",37,6,0,3,13
16,"u7",42,0,0,6,8
16,"u7",47,1,0,2,1
16,"u7",52,1,0,0,1
16,"u8",7,5,0,0,0
16,"u8",12,88,2,8,0
16,"u8",17,98,0,20,12
16,"u8",22,82,0,7,5
16,"u8",27,71,10,4,5
16,"u8",32,20,3,4,2
16,"u8",37,31,5,2,1
16,"u8",42,20,6,0,1
16,"u8",47,10,2,3,0
16,"u8",52,1,1,1,0
17,"u1",7,5,0,2,0
17,"u1",12,9,0,3,0
17,"u1",17,77,2,30,0
17,"u1",22,12,2,166,2
17,"u1",27,190,6,33,9
17,"u1",32,21,4,60,84
17,"u1",37,9,14,52,26
17,"u1",42,1,16,28,9
17,"u1",47,1,0,9,3
17,"u1",52,1,2,8,2
17,"u2",7,7,0,2,0
17,"u2",12,5,0,1,0
17,"u2",17,17,0,8,0
17,"u2",22,10,1,6,1
17,"u2",27,67,0,10,6
17,"u2",32,78,5,30,1
17,"u2",37,10,9,10,12
17,"u2",42,4,7,43,1
17,"u2",47,5,6,12,1
17,"u2",52,1,1,10,2
17,"u3",7,6,0,2,0
17,"u3",12,5,0,3,0
17,"u3",17,74,0,15,1
17,"u3",22,55,1,99,3
17,"u3",27,173,7,52,13
17,"u3",32,145,10,17,5
17,"u3",37,103,5,2,6
17,"u3",42,61,21,6,3
17,"u3",47,29,16,7,5
17,"u3",52,8,0,1,0
17,"u4",7,6,0,0,0
17,"u4",12,28,0,0,0
17,"u4",17,22,0,9,0
17,"u4",22,52,0,34,0
17,"u4",27,53,5,46,3
17,"u4",32,59,3,46,5
17,"u4",37,23,0,9,16
17,"u4",42,12,1,22,5
17,"u4",47,0,0,1,0
17,"u4",52,0,4,1,0
17,"u5",7,5,0,2,0
17,"u5",12,6,0,4,0
17,"u5",17,12,0,12,0
17,"u5",22,8,0,24,2
17,"u5",27,63,1,69,5
17,"u5",32,88,7,44,10
17,"u5",37,23,2,13,8
17,"u5",42,14,1,2,1
17,"u5",47,3,0,4,1
17,"u5",52,4,1,2,0
17,"u6",7,11,0,0,0
17,"u6",12,19,0,7,0
17,"u6",17,140,1,13,1
17,"u6",22,138,0,16,1
17,"u6",27,64,18,4,6
17,"u6",32,20,3,13,3
17,"u6",37,11,3,1,1
17,"u6",42,9,1,0,0
17,"u6",47,8,1,2,0
17,"u6",52,0,0,0,2
17,"u7",7,5,0,2,0
17,"u7",12,33,2,1,0
17,"u7",17,16,0,7,1
17,"u7",22,109,4,9,1
17,"u7",27,19,1,17,3
17,"u7",32,24,2,22,4
17,"u7",37,21,0,2,0
17,"u7",42,5,3,7,5
17,"u7",47,10,2,6,13
17,"u7",52,13,1,4,1
17,"u8",7,5,0,3,0
17,"u8",12,8,0,4,0
17,"u8",17,28,0,9,0
17,"u8",22,29,0,9,0
17,"u8",27,21,0,32,2
17,"u8",32,17,5,27,8
17,"u8",37,18,11,10,15
17,"u8",42,29,11,3,17
17,"u8",47,2,0,0,1
17,"u8",52,0,0,0,1
18,"u1",7,8,1,2,0
18,"u1",12,14,0,5,0
18,"u1",17,22,1,4,0
18,"u1",22,17,2,22,0
18,"u1",27,72,2,100,3
18,"u1",32,53,14,44,2
18,"u1",37,71,73,56,14
18,"u1",42,30,6,15,18
18,"u1",47,27,4,15,14
18,"u1",52,11,10,9,10
18,"u2",7,2,0,0,0
18,"u2",12,10,0,0,0
18,"u2",17,7,1,6,0
18,"u2",22,28,1,17,0
18,"u2",27,46,0,46,0
18,"u2",32,56,12,67,7
18,"u2",37,49,195,21,6
18,"u2",42,312,94,9,7
18,"u2",47,130,30,12,1
18,"u2",52,105,40,4,0
18,"u3",7,8,0,0,0
18,"u3",12,2,0,5,0
18,"u3",17,23,1,8,0
18,"u3",22,42,0,10,0
18,"u3",27,83,18,28,5
18,"u3",32,101,16,20,2
18,"u3",37,96,11,4,2
18,"u3",42,103,3,1,3
18,"u3",47,122,11,2,1
18,"u3",52,98,45,6,0
18,"u4",7,2,0,1,0
18,"u4",12,5,0,5,0
18,"u4",17,25,0,8,0
18,"u4",22,38,2,5,0
18,"u4",27,35,1,17,1
18,"u4",32,141,7,14,0
18,"u4",37,31,4,2,0
18,"u4",42,102,11,3,7
18,"u4",47,15,7,3,1
18,"u4",52,29,0,1,0
18,"u5",7,7,0,0,0
18,"u5",12,18,0,5,0
18,"u5",17,29,0,27,0
18,"u5",22,35,2,24,0
18,"u5",27,126,3,17,5
18,"u5",32,79,15,45,20
18,"u5",37,51,19,10,28
18,"u5",42,37,11,5,21
18,"u5",47,36,4,0,3
18,"u5",52,69,0,5,1
18,"u6",7,1,1,0,0
18,"u6",12,12,0,4,0
18,"u6",17,8,0,18,1
18,"u6",22,6,0,31,0
18,"u6",27,65,7,15,0
18,"u6",32,44,24,20,2
18,"u6",37,0,11,0,34
18,"u6",42,5,14,2,8
18,"u6",47,10,3,0,0
18,"u6",52,0,3,0,0
18,"u7",7,0,0,1,0
18,"u7",12,13,0,6,0
18,"u7",17,16,0,11,0
18,"u7",22,35,0,47,0
18,"u7",27,56,11,23,14
18,"u7",32,57,16,13,11
18,"u7",37,4,1,5,18
18,"u7",42,14,4,3,19
18,"u7",47,1,0,2,1
18,"u7",52,3,0,2,0
18,"u8",7,1,0,1,0
18,"u8",12,6,0,2,0
18,"u8",17,19,0,2,0
18,"u8",22,12,0,6,0
18,"u8",27,15,0,7,0
18,"u8",32,35,5,6,0
18,"u8",37,97,13,9,5
18,"u8",42,26,5,1,4
18,"u8",47,25,3,1,0
18,"u8",52,6,0,0,0
19,"u1",7,2,0,2,0
19,"u1",12,8,0,5,0
19,"u1",17,37,0,12,0
19,"u1",22,41,3,1,1
19,"u1",27,96,15,13,3
19,"u1",32,84,24,29,3
19,"u1",37,154,34,26,1
19,"u1",42,44,10,13,5
19,"u1",47,40,6,4,1
19,"u1",52,67,11,3,1
19,"u2",7,2,0,1,0
19,"u2",12,14,0,9,0
19,"u2",17,37,0,6,0
19,"u2",22,29,0,13,0
19,"u2",27,38,0,33,2
19,"u2",32,30,4,61,3
19,"u2",37,13,0,52,33
19,"u2",42,3,13,50,6
19,"u2",47,2,12,71,83
19,"u2",52,0,5,12,145
19,"u3",7,3,0,2,0
19,"u3",12,6,1,1,0
19,"u3",17,15,0,10,0
19,"u3",22,45,0,12,0
19,"u3",27,35,2,25,1
19,"u3",32,71,1,40,9
19,"u3",37,51,1,19,3
19,"u3",42,23,7,9,3
19,"u3",47,10,18,5,1
19,"u3",52,3,2,2,0
19,"u4",7,4,0,1,0
19,"u4",12,18,0,9,0
19,"u4",17,35,0,52,0
19,"u4",22,30,3,45,1
19,"u4",27,28,9,21,11
19,"u4",32,6,4,17,8
19,"u4",37,10,1,8,4
19,"u4",42,3,4,2,7
19,"u4",47,4,1,1,2
19,"u4",52,0,1,1,8
19,"u5",7,3,0,0,0
19,"u5",12,7,0,4,0
19,"u5",17,16,2,11,1
19,"u5",22,25,16,7,3
19,"u5",27,21,12,17,17
19,"u5",32,22,6,8,7
19,"u5",37,14,4,8,1
19,"u5",42,9,4,10,9
19,"u5",47,2,2,3,2
19,"u5",52,0,0,3,1
19,"u6",7,8,0,2,0
19,"u6",12,26,0,7,0
19,"u6",17,66,0,31,0
19,"u6",22,28,1,54,4
19,"u6",27,85,3,41,36
19,"u6",32,43,2,28,5
19,"u6",37,26,12,9,14
19,"u6",42,0,20,1,9
19,"u6",47,0,0,1,2
19,"u6",52,0,2,0,4
19,"u7",7,5,0,2,0
19,"u7",12,15,0,6,0
19,"u7",17,26,0,19,0
19,"u7",22,28,1,37,0
19,"u7",27,124,2,44,25
19,"u7",32,50,5,21,80
19,"u7",37,28,6,5,13
19,"u7",42,122,14,6,10
19,"u7",47,52,111,0,3
19,"u7",52,32,1,1,0
19,"u8",7,3,0,0,0
19,"u8",12,7,0,2,0
19,"u8",17,22,0,13,0
19,"u8",22,27,0,22,1
19,"u8",27,20,1,13,3
19,"u8",32,3,11,31,7
19,"u8",37,3,2,3,10
19,"u8",42,0,0,3,1
19,"u8",47,0,0,2,4
19,"u8",52,0,1,0,0
20,"u1",7,3,0,1,0
20,"u1",12,16,0,3,0
20,"u1",17,60,1,18,0
20,"u1",22,105,12,21,1
20,"u1",27,39,0,15,2
20,"u1",32,6,12,12,3
20,"u1",37,53,31,21,22
20,"u1",42,12,18,4,0
20,"u1",47,12,10,12,9
20,"u1",52,9,2,3,2
20,"u2",7,2,0,0,0
20,"u2",12,7,2,4,0
20,"u2",17,32,0,5,0
20,"u2",22,109,4,30,0
20,"u2",27,50,15,28,18
20,"u2",32,58,21,38,44
20,"u2",37,24,3,19,20
20,"u2",42,5,0,2,1
20,"u2",47,15,0,12,1
20,"u2",52,9,4,4,6
20,"u3",7,9,0,2,0
20,"u3",12,33,0,3,0
20,"u3",17,58,1,7,0
20,"u3",22,53,3,14,0
20,"u3",27,131,19,8,3
20,"u3",32,106,14,28,17
20,"u3",37,75,21,18,17
20,"u3",42,42,71,7,1
20,"u3",47,32,28,3,1
20,"u3",52,11,4,3,0
20,"u4",7,2,0,2,0
20,"u4",12,4,0,0,0
20,"u4",17,31,0,4,0
20,"u4",22,21,0,12,0
20,"u4",27,19,0,13,0
20,"u4",32,77,10,17,2
20,"u4",37,41,30,18,7
20,"u4",42,9,7,0,4
20,"u4",47,3,1,3,9
20,"u4",52,2,3,4,2
20,"u5",7,2,0,4,0
20,"u5",12,7,0,4,0
20,"u5",17,22,1,15,0
20,"u5",22,80,0,11,0
20,"u5",27,71,5,17,0
20,"u5",32,38,11,8,1
20,"u5",37,27,31,15,12
20,"u5",42,46,9,4,1
20,"u5",47,20,4,12,2
20,"u5",52,19,1,7,4
20,"u6",7,5,0,0,0
20,"u6",12,6,0,5,0
20,"u6",17,10,2,0,0
20,"u6",22,26,0,22,1
20,"u6",27,6,4,9,4
20,"u6",32,12,2,11,0
20,"u6",37,19,2,5,12
20,"u6",42,2,3,3,5
20,"u6",47,2,1,2,3
20,"u6",52,16,3,1,0
20,"u7",7,0,0,3,0
20,"u7",12,37,0,5,0
20,"u7",17,34,0,26,0
20,"u7",22,95,2,28,0
20,"u7",27,64,16,21,1
20,"u7",32,18,6,12,17
20,"u7",37,10,2,2,12
20,"u7",42,3,1,0,0
20,"u7",47,1,0,1,0
20,"u7",52,0,0,1,0
20,"u8",7,3,0,1,0
20,"u8",12,4,0,0,0
20,"u8",17,19,0,7,0
20,"u8",22,14,0,27,0
20,"u8",27,90,1,68,3
20,"u8",32,21,0,33,3
20,"u8",37,4,1,9,1
20,"u8",42,6,18,15,7
20,"u8",47,1,2,25,7
20,"u8",52,0,0,3,18
21,"u1",7,4,1,0,0
21,"u1",12,5,0,5,0
21,"u1",17,4,0,6,0
21,"u1",22,71,0,31,0
21,"u1",27,104,2,69,0
21,"u1",32,89,0,53,6
21,"u1",37,81,36,29,30
21,"u1",42,26,8,40,18
21,"u1",47,38,2,12,20
21,"u1",52,16,10,6,3
21,"u2",7,1,0,1,0
21,"u2",12,1,0,1,0
21,"u2",17,8,5,3,1
21,"u2",22,8,2,0,1
21,"u2",27,1,2,1,1
21,"u2",32,3,5,3,0
21,"u2",37,2,1,2,0
21,"u2",42,2,2,1,0
21,"u2",47,1,0,0,3
21,"u2",52,2,0,4,0
21,"u3",7,5,0,5,0
21,"u3",12,61,0,12,1
21,"u3",17,57,0,10,0
21,"u3",22,383,38,108,9
21,"u3",27,64,83,10,8
21,"u3",32,32,39,12,1
21,"u3",37,104,63,7,2
21,"u3",42,180,9,1,2
21,"u3",47,25,4,1,1
21,"u3",52,14,15,0,0
21,"u4",7,12,0,0,0
21,"u4",12,11,0,13,0
21,"u4",17,37,3,17,2
21,"u4",22,142,60,66,10
21,"u4",27,57,5,62,28
21,"u4",32,9,7,26,48
21,"u4",37,10,7,5,10
21,"u4",42,11,0,3,7
21,"u4",47,13,0,2,2
21,"u4",52,19,11,6,0
21,"u5",7,4,0,0,0
21,"u5",12,8,0,3,0
21,"u5",17,16,0,8,0
21,"u5",22,34,0,28,2
21,"u5",27,28,4,27,24
21,"u5",32,45,6,26,22
21,"u5",37,13,1,5,10
21,"u5",42,2,0,5,1
21,"u5",47,2,1,1,2
21,"u5",52,8,0,11,1
21,"u6",7,4,0,2,0
21,"u6",12,11,0,8,0
21,"u6",17,24,0,12,8
21,"u6",22,18,0,18,2
21,"u6",27,6,2,11,8
21,"u6",32,5,1,2,4
21,"u6",37,15,3,2,1
21,"u6",42,13,6,4,0
21,"u6",47,26,3,1,0
21,"u6",52,7,0,1,1
21,"u7",7,6,0,0,0
21,"u7",12,13,0,10,0
21,"u7",17,28,0,13,2
21,"u7",22,41,0,14,1
21,"u7",27,33,8,19,4
21,"u7",32,48,17,7,4
21,"u7",37,25,5,4,1
21,"u7",42,8,0,0,3
21,"u7",47,1,0,0,1
21,"u7",52,1,0,0,0
21,"u8",7,6,0,1,0
21,"u8",12,15,0,2,0
21,"u8",17,9,0,7,1
21,"u8",22,48,2,25,1
21,"u8",27,84,8,31,9
21,"u8",32,55,3,31,85
21,"u8",37,5,4,3,30
21,"u8",42,1,12,4,9
21,"u8",47,0,0,2,10
21,"u8",52,0,0,1,9
22,"u1",7,5,0,1,0
22,"u1",12,7,0,2,0
22,"u1",17,96,0,15,0
22,"u1",22,86,10,16,1
22,"u1",27,50,8,18,9
22,"u1",32,16,33,14,5
22,"u1",37,19,14,41,1
22,"u1",42,2,18,46,5
22,"u1",47,5,37,27,29
22,"u1",52,1,1,11,32
22,"u2",7,7,1,1,0
22,"u2",12,12,0,1,0
22,"u2",17,32,1,14,0
22,"u2",22,35,0,5,4
22,"u2",27,96,16,50,0
22,"u2",32,15,16,12,3
22,"u2",37,69,38,20,15
22,"u2",42,78,5,7,10
22,"u2",47,15,15,3,7
22,"u2",52,29,5,1,6
22,"u3",7,5,0,0,0
22,"u3",12,7,0,5,0
22,"u3",17,8,0,4,0
22,"u3",22,102,0,11,2
22,"u3",27,107,2,21,3
22,"u3",32,73,7,24,1
22,"u3",37,93,52,7,3
22,"u3",42,32,18,5,0
22,"u3",47,10,7,1,0
22,"u3",52,22,5,2,0
22,"u4",7,11,0,0,0
22,"u4",12,6,1,11,0
22,"u4",17,31,0,18,0
22,"u4",22,55,3,48,1
22,"u4",27,185,28,27,15
22,"u4",32,79,58,56,13
22,"u4",37,72,12,16,8
22,"u4",42,6,17,2,0
22,"u4",47,12,6,2,0
22,"u4",52,4,2,1,0
22,"u5",7,3,1,1,0
22,"u5",12,13,0,9,0
22,"u5",17,53,7,16,0
22,"u5",22,90,21,45,6
22,"u5",27,40,32,52,34
22,"u5",32,6,4,10,21
22,"u5",37,0,1,6,3
22,"u5",42,4,1,3,1
22,"u5",47,1,0,0,5
22,"u5",52,1,0,3,2
22,"u6",7,2,1,3,0
22,"u6",12,12,0,9,0
22,"u6",17,14,0,6,0
22,"u6",22,74,1,22,1
22,"u6",27,155,3,28,1
