"b","unit","day","lumadult"
28,"u10",7,2
28,"u10",12,0
28,"u10",17,12
28,"u10",22,66
28,"u10",27,135
28,"u10",32,168
28,"u10",37,91
28,"u10",42,60
28,"u10",47,16
28,"u10",52,8
29,"u1",7,2
29,"u1",12,8
29,"u1",17,6
29,"u1",22,25
29,"u1",27,9
29,"u1",32,37
29,"u1",37,55
29,"u1",42,177
29,"u1",47,116
29,"u1",52,31
29,"u2",7,0
29,"u2",12,3
29,"u2",17,7
29,"u2",22,30
29,"u2",27,14
29,"u2",32,28
29,"u2",37,246
29,"u2",42,17
29,"u2",47,335
29,"u2",52,306
29,"u3",7,0
29,"u3",12,0
29,"u3",17,0
29,"u3",22,31
29,"u3",27,27
29,"u3",32,19
29,"u3",37,16
29,"u3",42,61
29,"u3",47,100
29,"u3",52,7
29,"u4",7,2
29,"u4",12,1
29,"u4",17,15
29,"u4",22,18
29,"u4",27,83
29,"u4",32,75
29,"u4",37,100
29,"u4",42,23
29,"u4",47,17
29,"u4",52,62
29,"u5",7,1
29,"u5",12,4
29,"u5",17,12
29,"u5",22,5
29,"u5",27,2
29,"u5",32,59
29,"u5",37,31
29,"u5",42,105
29,"u5",47,152
29,"u5",52,139
29,"u6",7,6
29,"u6",12,5
29,"u6",17,11
29,"u6",22,12
29,"u6",27,28
29,"u6",32,103
29,"u6",37,64
29,"u6",42,117
29,"u6",47,72
29,"u6",52,13
29,"u7",7,4
29,"u7",12,20
29,"u7",17,18
29,"u7",22,297
29,"u7",27,122
29,"u7",32,22
29,"u7",37,157
29,"u7",42,59
29,"u7",47,50
29,"u7",52,28
29,"u8",7,7
29,"u8",12,3
29,"u8",17,0
29,"u8",22,15
29,"u8",27,11
29,"u8",32,7
29,"u8",37,3
29,"u8",42,9
29,"u8",47,75
29,"u8",52,9
29,"u9",7,3
29,"u9",12,7
29,"u9",17,45
29,"u9",22,287
29,"u9",27,333
29,"u9",32,22
29,"u9",37,27
29,"u9",42,133
29,"u9",47,3
29,"u9",52,30
29,"u10",7,4
29,"u10",12,1
29,"u10",17,20
29,"u10",22,70
29,"u10",27,16
29,"u10",32,104
29,"u10",37,43
29,"u10",42,22
29,"u10",47,52
29,"u10",52,10
30,"u1",7,3
30,"u1",12,12
30,"u1",17,2
30,"u1",22,3
30,"u1",27,45
30,"u1",32,53
30,"u1",37,31
30,"u1",42,36
30,"u1",47,14
30,"u1",52,21
30,"u2",7,6
30,"u2",12,4
30,"u2",17,94
30,"u2",22,43
30,"u2",27,101
30,"u2",32,170
30,"u2",37,168
30,"u2",42,170
30,"u2",47,58
30,"u2",52,20
30,"u3",7,1
30,"u3",12,3
30,"u3",17,8
30,"u3",22,12
30,"u3",27,11
30,"u3",32,9
30,"u3",37,23
30,"u3",42,13
30,"u3",47,7
30,"u3",52,44
30,"u4",7,0
30,"u4",12,2
30,"u4",17,3
30,"u4",22,10
30,"u4",27,88
30,"u4",32,128
30,"u4",37,34
30,"u4",42,152
30,"u4",47,77
30,"u4",52,184
30,"u5",7,0
30,"u5",12,15
30,"u5",17,31
30,"u5",22,36
30,"u5",27,21
30,"u5",32,11
30,"u5",37,12
30,"u5",42,4
30,"u5",47,0
30,"u5",52,1
30,"u6",7,5
30,"u6",12,9
30,"u6",17,91
30,"u6",22,74
30,"u6",27,108
30,"u6",32,78
30,"u6",37,80
30,"u6",42,35
30,"u6",47,41
30,"u6",52,11
30,"u7",7,1
30,"u7",12,9
30,"u7",17,9
30,"u7",22,2
30,"u7",27,5
30,"u7",32,5
30,"u7",37,33
30,"u7",42,192
30,"u7",47,17
30,"u7",52,311
30,"u8",7,1
30,"u8",12,0
30,"u8",17,10
30,"u8",22,22
30,"u8",27,22
30,"u8",32,51
30,"u8",37,41
30,"u8",42,43
30,"u8",47,42
30,"u8",52,25
30,"u9",7,3
30,"u9",12,3
30,"u9",17,12
30,"u9",22,39
30,"u9",27,20
30,"u9",32,89
30,"u9",37,44
30,"u9",42,28
30,"u9",47,5
30,"u9",52,52
30,"u10",7,2
30,"u10",12,3
30,"u10",17,62
30,"u10",22,24
30,"u10",27,16
30,"u10",32,245
30,"u10",37,55
30,"u10",42,35
30,"u10",47,28
30,"u10",52,4
31,"u1",7,0
31,"u1",12,10
31,"u1",17,30
31,"u1",22,35
31,"u1",27,72
31,"u1",32,105
31,"u1",37,117
31,"u1",42,49
31,"u1",47,34
31,"u1",52,15
31,"u2",7,1
31,"u2",12,6
31,"u2",17,17
31,"u2",22,23
31,"u2",27,51
31,"u2",32,45
31,"u2",37,99
31,"u2",42,31
31,"u2",47,59
31,"u2",52,30
31,"u3",7,1
31,"u3",12,2
31,"u3",17,11
31,"u3",22,34
31,"u3",27,52
31,"u3",32,128
31,"u3",37,62
31,"u3",42,18
31,"u3",47,19
31,"u3",52,2
31,"u4",7,2
31,"u4",12,1
31,"u4",17,2
31,"u4",22,5
31,"u4",27,6
31,"u4",32,21
31,"u4",37,83
31,"u4",42,52
31,"u4",47,447
31,"u4",52,142
31,"u5",7,4
31,"u5",12,11
31,"u5",17,7
31,"u5",22,16
31,"u5",27,84
31,"u5",32,138
31,"u5",37,524
31,"u5",42,90
31,"u5",47,24
31,"u5",52,47
31,"u6",7,6
31,"u6",12,0
31,"u6",17,49
31,"u6",22,86
31,"u6",27,132
31,"u6",32,86
31,"u6",37,6
31,"u6",42,57
31,"u6",47,37
31,"u6",52,11
31,"u7",7,3
31,"u7",12,3
31,"u7",17,10
31,"u7",22,48
31,"u7",27,85
31,"u7",32,34
31,"u7",37,73
31,"u7",42,27
31,"u7",47,8
31,"u7",52,8
31,"u8",7,3
31,"u8",12,15
31,"u8",17,21
31,"u8",22,9
31,"u8",27,66
31,"u8",32,423
31,"u8",37,299
31,"u8",42,57
31,"u8",47,18
31,"u8",52,10
31,"u9",7,1
31,"u9",12,4
31,"u9",17,15
31,"u9",22,4
31,"u9",27,14
31,"u9",32,48
31,"u9",37,162
31,"u9",42,46
31,"u9",47,90
31,"u9",52,31
31,"u10",7,1
31,"u10",12,9
31,"u10",17,79
31,"u10",22,24
31,"u10",27,197
31,"u10",32,45
31,"u10",37,27
31,"u10",42,3
31,"u10",47,16
31,"u10",52,27
32,"u1",7,2
32,"u1",12,4
32,"u1",17,2
32,"u1",22,47
32,"u1",27,50
32,"u1",32,98
32,"u1",37,38
32,"u1",42,4
32,"u1",47,30
32,"u1",52,1
32,"u2",7,3
32,"u2",12,13
32,"u2",17,28
32,"u2",22,16
32,"u2",27,120
32,"u2",32,131
32,"u2",37,24
32,"u2",42,11
32,"u2",47,2
32,"u2",52,5
32,"u3",7,0
32,"u3",12,7
32,"u3",17,17
32,"u3",22,57
32,"u3",27,5
32,"u3",32,54
32,"u3",37,76
32,"u3",42,144
32,"u3",47,89
32,"u3",52,71
32,"u4",7,2
32,"u4",12,1
32,"u4",17,12
32,"u4",22,48
32,"u4",27,37
32,"u4",32,391
32,"u4",37,16
32,"u4",42,55
32,"u4",47,43
32,"u4",52,30
32,"u5",7,6
32,"u5",12,5
32,"u5",17,12
32,"u5",22,10
32,"u5",27,24
32,"u5",32,11
32,"u5",37,35
32,"u5",42,136
32,"u5",47,232
32,"u5",52,42
32,"u6",7,3
32,"u6",12,4
32,"u6",17,23
32,"u6",22,63
32,"u6",27,99
32,"u6",32,6
32,"u6",37,52
32,"u6",42,44
32,"u6",47,14
32,"u6",52,38
32,"u7",7,5
32,"u7",12,20
32,"u7",17,13
32,"u7",22,19
32,"u7",27,16
32,"u7",32,19
32,"u7",37,10
32,"u7",42,54
32,"u7",47,10
32,"u7",52,32
32,"u8",7,2
32,"u8",12,6
32,"u8",17,28
32,"u8",22,145
32,"u8",27,143
32,"u8",32,356
32,"u8",37,50
32,"u8",42,9
32,"u8",47,15
32,"u8",52,9
32,"u9",7,11
32,"u9",12,11
32,"u9",17,34
32,"u9",22,119
32,"u9",27,78
32,"u9",32,89
32,"u9",37,10
32,"u9",42,190
32,"u9",47,59
32,"u9",52,31
32,"u10",7,0
32,"u10",12,1
32,"u10",17,6
32,"u10",22,59
32,"u10",27,71
32,"u10",32,113
32,"u10",37,39
32,"u10",42,84
32,"u10",47,39
32,"u10",52,86
33,"u1",7,2
33,"u1",12,8
33,"u1",17,17
33,"u1",22,10
33,"u1",27,73
33,"u1",32,24
33,"u1",37,70
33,"u1",42,176
33,"u1",47,37
33,"u1",52,9
33,"u2",7,2
33,"u2",12,0
33,"u2",17,9
33,"u2",22,14
33,"u2",27,20
33,"u2",32,89
33,"u2",37,20
33,"u2",42,27
33,"u2",47,37
33,"u2",52,0
33,"u3",7,6
33,"u3",12,5
33,"u3",17,14
33,"u3",22,17
33,"u3",27,51
33,"u3",32,162
33,"u3",37,89
33,"u3",42,50
33,"u3",47,7
33,"u3",52,43
33,"u4",7,1
33,"u4",12,5
33,"u4",17,9
33,"u4",22,2
33,"u4",27,74
33,"u4",32,64
33,"u4",37,163
33,"u4",42,93
33,"u4",47,63
33,"u4",52,17
33,"u5",7,2
33,"u5",12,5
33,"u5",17,26
33,"u5",22,63
33,"u5",27,17
33,"u5",32,58
33,"u5",37,220
33,"u5",42,53
33,"u5",47,52
33,"u5",52,29
33,"u6",7,2
33,"u6",12,12
33,"u6",17,3
33,"u6",22,9
33,"u6",27,1
33,"u6",32,9
33,"u6",37,24
33,"u6",42,14
33,"u6",47,9
33,"u6",52,22
33,"u7",7,4
33,"u7",12,10
33,"u7",17,3
33,"u7",22,22
33,"u7",27,19
33,"u7",32,67
33,"u7",37,106
33,"u7",42,10
33,"u7",47,18
33,"u7",52,11
33,"u8",7,1
33,"u8",12,0
33,"u8",17,2
33,"u8",22,7
33,"u8",27,37
33,"u8",32,57
33,"u8",37,181
33,"u8",42,156
33,"u8",47,24
33,"u8",52,102
33,"u9",7,0
33,"u9",12,2
33,"u9",17,16
33,"u9",22,1
33,"u9",27,14
33,"u9",32,13
33,"u9",37,77
33,"u9",42,13
33,"u9",47,20
33,"u9",52,12
33,"u10",7,2
33,"u10",12,25
33,"u10",17,19
33,"u10",22,46
33,"u10",27,46
33,"u10",32,76
33,"u10",37,29
33,"u10",42,2
33,"u10",47,1
33,"u10",52,10
34,"u1",7,4
34,"u1",12,3
34,"u1",17,7
34,"u1",22,21
34,"u1",27,156
34,"u1",32,33
34,"u1",37,29
34,"u1",42,40
34,"u1",47,33
34,"u1",52,0
34,"u2",7,2
34,"u2",12,4
34,"u2",17,17
34,"u2",22,88
34,"u2",27,221
34,"u2",32,79
34,"u2",37,44
34,"u2",42,6
34,"u2",47,2
34,"u2",52,7
34,"u3",7,4
34,"u3",12,1
34,"u3",17,56
34,"u3",22,48
34,"u3",27,18
34,"u3",32,39
34,"u3",37,55
34,"u3",42,90
34,"u3",47,177
34,"u3",52,39
34,"u4",7,3
34,"u4",12,19
34,"u4",17,15
34,"u4",22,10
34,"u4",27,14
34,"u4",32,22
34,"u4",37,48
34,"u4",42,191
34,"u4",47,47
34,"u4",52,34
34,"u5",7,1
34,"u5",12,4
34,"u5",17,32
34,"u5",22,617
34,"u5",27,40
34,"u5",32,11
34,"u5",37,16
34,"u5",42,45
34,"u5",47,27
34,"u5",52,4
34,"u6",7,1
34,"u6",12,4
34,"u6",17,17
34,"u6",22,9
34,"u6",27,52
34,"u6",32,67
34,"u6",37,30
34,"u6",42,83
34,"u6",47,107
34,"u6",52,69
34,"u7",7,10
34,"u7",12,29
34,"u7",17,71
34,"u7",22,328
34,"u7",27,71
34,"u7",32,6
34,"u7",37,13
34,"u7",42,1
34,"u7",47,11
34,"u7",52,3
34,"u8",7,8
34,"u8",12,8
34,"u8",17,12
34,"u8",22,5
34,"u8",27,13
34,"u8",32,62
34,"u8",37,83
34,"u8",42,42
34,"u8",47,48
34,"u8",52,41
34,"u9",7,1
34,"u9",12,9
34,"u9",17,1
34,"u9",22,55
34,"u9",27,141
34,"u9",32,48
34,"u9",37,33
34,"u9",42,75
34,"u9",47,27
34,"u9",52,25
34,"u10",7,6
34,"u10",12,13
34,"u10",17,29
34,"u10",22,8
34,"u10",27,31
34,"u10",32,11
34,"u10",37,11
34,"u10",42,17
34,"u10",47,6
34,"u10",52,23
35,"u1",7,1
35,"u1",12,6
35,"u1",17,13
35,"u1",22,124
35,"u1",27,115
35,"u1",32,7
35,"u1",37,128
35,"u1",42,121
35,"u1",47,89
35,"u1",52,11
35,"u2",7,2
35,"u2",12,12
35,"u2",17,187
35,"u2",22,108
35,"u2",27,105
35,"u2",32,12
35,"u2",37,25
35,"u2",42,1
35,"u2",47,6
35,"u2",52,5
35,"u3",7,1
35,"u3",12,6
35,"u3",17,8
35,"u3",22,96
35,"u3",27,59
35,"u3",32,25
35,"u3",37,44
35,"u3",42,206
35,"u3",47,32
35,"u3",52,19
35,"u4",7,3
35,"u4",12,0
35,"u4",17,38
35,"u4",22,19
35,"u4",27,8
35,"u4",32,48
35,"u4",37,12
35,"u4",42,33
35,"u4",47,31
35,"u4",52,6
35,"u5",7,1
35,"u5",12,7
35,"u5",17,8
35,"u5",22,3
35,"u5",27,0
35,"u5",32,13
35,"u5",37,8
35,"u5",42,29
35,"u5",47,86
35,"u5",52,97
35,"u6",7,0
35,"u6",12,9
35,"u6",17,11
35,"u6",22,47
35,"u6",27,30
35,"u6",32,26
35,"u6",37,37
35,"u6",42,14
35,"u6",47,4
35,"u6",52,2
35,"u7",7,2
35,"u7",12,1
35,"u7",17,2
35,"u7",22,5
35,"u7",27,9
35,"u7",32,13
35,"u7",37,36
35,"u7",42,214
35,"u7",47,119
35,"u7",52,568
35,"u8",7,1
35,"u8",12,13
35,"u8",17,19
35,"u8",22,26
35,"u8",27,83
35,"u8",32,68
35,"u8",37,36
35,"u8",42,4
35,"u8",47,17
35,"u8",52,11
35,"u9",7,0
35,"u9",12,8
35,"u9",17,4
35,"u9",22,5
35,"u9",27,47
35,"u9",32,12
35,"u9",37,7
35,"u9",42,35
35,"u9",47,25
35,"u9",52,42
35,"u10",7,2
35,"u10",12,13
35,"u10",17,4
35,"u10",22,14
35,"u10",27,14
35,"u10",32,31
35,"u10",37,10
35,"u10",42,59
35,"u10",47,26
35,"u10",52,23
36,"u1",7,1
36,"u1",12,13
36,"u1",17,45
36,"u1",22,169
36,"u1",27,237
36,"u1",32,297
36,"u1",37,52
36,"u1",42,13
36,"u1",47,8
36,"u1",52,1
36,"u2",7,1
36,"u2",12,1
36,"u2",17,1
36,"u2",22,7
36,"u2",27,73
36,"u2",32,131
36,"u2",37,29
36,"u2",42,82
36,"u2",47,18
36,"u2",52,32
36,"u3",7,0
36,"u3",12,6
36,"u3",17,23
36,"u3",22,6
36,"u3",27,95
36,"u3",32,112
36,"u3",37,184
36,"u3",42,12
36,"u3",47,8
36,"u3",52,16
36,"u4",7,6
36,"u4",12,23
36,"u4",17,8
36,"u4",22,15
36,"u4",27,15
36,"u4",32,23
36,"u4",37,35
36,"u4",42,36
36,"u4",47,28
36,"u4",52,83
36,"u5",7,2
36,"u5",12,0
36,"u5",17,9
36,"u5",22,52
36,"u5",27,30
36,"u5",32,10
36,"u5",37,29
36,"u5",42,5
36,"u5",47,10
36,"u5",52,23
36,"u6",7,3
36,"u6",12,9
36,"u6",17,96
36,"u6",22,17
36,"u6",27,65
36,"u6",32,13
36,"u6",37,11
36,"u6",42,68
36,"u6",47,16
36,"u6",52,202
36,"u7",7,0
36,"u7",12,2
36,"u7",17,2
36,"u7",22,15
36,"u7",27,66
36,"u7",32,33
36,"u7",37,25
36,"u7",42,45
36,"u7",47,65
36,"u7",52,14
36,"u8",7,0
36,"u8",12,3
36,"u8",17,9
36,"u8",22,12
36,"u8",27,9
36,"u8",32,88
36,"u8",37,161
36,"u8",42,40
36,"u8",47,53
36,"u8",52,22
36,"u9",7,2
36,"u9",12,13
36,"u9",17,6
36,"u9",22,19
36,"u9",27,49
36,"u9",32,84
36,"u9",37,11
36,"u9",42,49
36,"u9",47,16
36,"u9",52,97
36,"u10",7,0
36,"u10",12,28
36,"u10",17,79
36,"u10",22,95
36,"u10",27,82
36,"u10",32,36
36,"u10",37,3
36,"u10",42,17
36,"u10",47,0
36,"u10",52,0
37,"u1",7,1
37,"u1",12,1
37,"u1",17,7
37,"u1",22,5
37,"u1",27,98
37,"u1",32,78
37,"u1",37,230
37,"u1",42,96
37,"u1",47,132
37,"u1",52,24
37,"u2",7,2
37,"u2",12,8
37,"u2",17,40
37,"u2",22,71
37,"u2",27,56
37,"u2",32,127
37,"u2",37,123
37,"u2",42,32
37,"u2",47,21
37,"u2",52,59
37,"u3",7,4
37,"u3",12,1
37,"u3",17,17
37,"u3",22,7
37,"u3",27,18
37,"u3",32,15
37,"u3",37,33
37,"u3",42,211
37,"u3",47,98
37,"u3",52,14
37,"u4",7,0
37,"u4",12,1
37,"u4",17,5
37,"u4",22,3
37,"u4",27,50
37,"u4",32,67
37,"u4",37,24
37,"u4",42,16
37,"u4",47,4
37,"u4",52,1
37,"u5",7,3
37,"u5",12,4
37,"u5",17,23
37,"u5",22,20
37,"u5",27,30
37,"u5",32,106
37,"u5",37,12
37,"u5",42,15
37,"u5",47,7
37,"u5",52,12
37,"u6",7,1
37,"u6",12,3
37,"u6",17,1
37,"u6",22,5
37,"u6",27,13
37,"u6",32,62
37,"u6",37,132
37,"u6",42,28
37,"u6",47,58
37,"u6",52,32
37,"u7",7,0
37,"u7",12,7
37,"u7",17,27
37,"u7",22,84
37,"u7",27,33
37,"u7",32,122
37,"u7",37,31
37,"u7",42,134
37,"u7",47,2
37,"u7",52,20
37,"u8",7,1
37,"u8",12,14
37,"u8",17,11
37,"u8",22,94
37,"u8",27,60
37,"u8",32,11
37,"u8",37,14
37,"u8",42,21
37,"u8",47,12
37,"u8",52,120
37,"u9",7,5
37,"u9",12,10
37,"u9",17,20
37,"u9",22,59
37,"u9",27,46
37,"u9",32,49
37,"u9",37,12
37,"u9",42,3
37,"u9",47,29
37,"u9",52,29
37,"u10",7,2
37,"u10",12,2
37,"u10",17,12
37,"u10",22,15
37,"u10",27,25
37,"u10",32,30
37,"u10",37,90
37,"u10",42,75
37,"u10",47,10
37,"u10",52,119
38,"u1",7,0
38,"u1",12,15
38,"u1",17,17
38,"u1",22,21
38,"u1",27,99
38,"u1",32,5
38,"u1",37,42
38,"u1",42,65
38,"u1",47,73
38,"u1",52,42
38,"u2",7,2
38,"u2",12,3
38,"u2",17,4
38,"u2",22,7
38,"u2",27,47
38,"u2",32,5
38,"u2",37,30
38,"u2",42,70
38,"u2",47,58
38,"u2",52,125
38,"u3",7,2
38,"u3",12,2
38,"u3",17,3
38,"u3",22,27
38,"u3",27,81
38,"u3",32,18
38,"u3",37,6
38,"u3",42,27
38,"u3",47,8
38,"u3",52,12
38,"u4",7,1
38,"u4",12,3
38,"u4",17,3
38,"u4",22,15
38,"u4",27,40
38,"u4",32,17
38,"u4",37,19
38,"u4",42,22
38,"u4",47,12
38,"u4",52,54
38,"u5",7,5
38,"u5",12,4
38,"u5",17,7
38,"u5",22,31
38,"u5",27,62
38,"u5",32,121
38,"u5",37,70
38,"u5",42,28
38,"u5",47,19
38,"u5",52,23
38,"u6",7,2
38,"u6",12,4
38,"u6",17,0
38,"u6",22,3
38,"u6",27,38
38,"u6",32,37
38,"u6",37,348
38,"u6",42,54
38,"u6",47,22
38,"u6",52,9
38,"u7",7,0
38,"u7",12,2
38,"u7",17,30
38,"u7",22,24
38,"u7",27,30
38,"u7",32,36
38,"u7",37,68
38,"u7",42,21
38,"u7",47,30
38,"u7",52,9
38,"u8",7,1
38,"u8",12,10
38,"u8",17,15
38,"u8",22,16
38,"u8",27,82
38,"u8",32,45
38,"u8",37,213
38,"u8",42,107
38,"u8",47,29
38,"u8",52,11
38,"u9",7,3
38,"u9",12,2
38,"u9",17,15
38,"u9",22,3
38,"u9",27,5
38,"u9",32,61
38,"u9",37,18
38,"u9",42,4
38,"u9",47,61
38,"u9",52,155
38,"u10",7,1
38,"u10",12,2
38,"u10",17,18
38,"u10",22,211
38,"u10",27,38
38,"u10",32,26
38,"u10",37,7
38,"u10",42,4
38,"u10",47,49
38,"u10",52,94
39,"u1",7,3
39,"u1",12,18
39,"u1",17,35
39,"u1",22,32
39,"u1",27,96
39,"u1",32,102
39,"u1",37,52
39,"u1",42,60
39,"u1",47,65
39,"u1",52,77
39,"u2",7,3
39,"u2",12,21
39,"u2",17,6
39,"u2",22,5
39,"u2",27,63
39,"u2",32,111
39,"u2",37,7
39,"u2",42,91
39,"u2",47,7
39,"u2",52,19
39,"u3",7,3
39,"u3",12,15
39,"u3",17,46
39,"u3",22,99
39,"u3",27,178
39,"u3",32,18
39,"u3",37,145
39,"u3",42,99
39,"u3",47,7
39,"u3",52,4
39,"u4",7,0
39,"u4",12,9
39,"u4",17,5
39,"u4",22,14
39,"u4",27,34
39,"u4",32,11
39,"u4",37,12
39,"u4",42,92
39,"u4",47,43
39,"u4",52,71
39,"u5",7,3
39,"u5",12,8
39,"u5",17,2
39,"u5",22,20
39,"u5",27,80
39,"u5",32,58
39,"u5",37,31
39,"u5",42,52
39,"u5",47,56
39,"u5",52,28
39,"u6",7,3
39,"u6",12,0
39,"u6",17,0
39,"u6",22,15
39,"u6",27,86
39,"u6",32,101
39,"u6",37,53
39,"u6",42,60
39,"u6",47,67
39,"u6",52,12
39,"u7",7,1
39,"u7",12,2
39,"u7",17,2
39,"u7",22,73
39,"u7",27,105
39,"u7",32,156
39,"u7",37,80
39,"u7",42,42
39,"u7",47,72
39,"u7",52,55
39,"u8",7,1
39,"u8",12,1
39,"u8",17,3
39,"u8",22,9
39,"u8",27,41
39,"u8",32,18
39,"u8",37,24
39,"u8",42,16
39,"u8",47,139
39,"u8",52,37
39,"u9",7,2
39,"u9",12,6
39,"u9",17,40
39,"u9",22,50
39,"u9",27,103
39,"u9",32,135
39,"u9",37,105
39,"u9",42,46
39,"u9",47,45
39,"u9",52,10
39,"u10",7,1
39,"u10",12,1
39,"u10",17,19
39,"u10",22,104
39,"u10",27,46
39,"u10",32,53
39,"u10",37,10
39,"u10",42,12
39,"u10",47,5
39,"u10",52,1
40,"u1",7,0
40,"u1",12,24
40,"u1",17,6
40,"u1",22,28
40,"u1",27,3
40,"u1",32,24
40,"u1",37,16
40,"u1",42,10
40,"u1",47,226
40,"u1",52,13
40,"u2",7,3
40,"u2",12,14
40,"u2",17,25
40,"u2",22,22
40,"u2",27,79
40,"u2",32,9
40,"u2",37,59
40,"u2",42,76
40,"u2",47,30
40,"u2",52,31
40,"u3",7,3
40,"u3",12,4
40,"u3",17,8
40,"u3",22,30
40,"u3",27,14
40,"u3",32,64
40,"u3",37,78
40,"u3",42,14
40,"u3",47,60
40,"u3",52,241
40,"u4",7,3
40,"u4",12,3
40,"u4",17,1
40,"u4",22,20
40,"u4",27,2
40,"u4",32,96
40,"u4",37,52
40,"u4",42,39
40,"u4",47,106
40,"u4",52,91
40,"u5",7,2
40,"u5",12,11
40,"u5",17,17
40,"u5",22,34
40,"u5",27,33
40,"u5",32,78
40,"u5",37,113
40,"u5",42,89
40,"u5",47,143
40,"u5",52,70
40,"u6",7,2
40,"u6",12,2
40,"u6",17,4
40,"u6",22,74
40,"u6",27,12
40,"u6",32,86
40,"u6",37,21
40,"u6",42,9
40,"u6",47,3
40,"u6",52,80
40,"u7",7,3
40,"u7",12,35
40,"u7",17,55
40,"u7",22,62
40,"u7",27,89
40,"u7",32,47
40,"u7",37,26
40,"u7",42,40
40,"u7",47,5
40,"u7",52,71
40,"u8",7,2
40,"u8",12,5
40,"u8",17,7
40,"u8",22,4
40,"u8",27,15
40,"u8",32,40
40,"u8",37,79
40,"u8",42,31
40,"u8",47,62
40,"u8",52,15
40,"u9",7,6
40,"u9",12,4
40,"u9",17,3
40,"u9",22,9
40,"u9",27,4
40,"u9",32,17
40,"u9",37,64
40,"u9",42,51
40,"u9",47,23
40,"u9",52,11
40,"u10",7,3
40,"u10",12,4
40,"u10",17,3
40,"u10",22,11
40,"u10",27,22
40,"u10",32,28
40,"u10",37,19
40,"u10",42,24
40,"u10",47,121
40,"u10",52,38
41,"u1",7,2
41,"u1",12,3
41,"u1",17,8
41,"u1",22,6
41,"u1",27,15
41,"u1",32,147
41,"u1",37,131
41,"u1",42,137
41,"u1",47,18
41,"u1",52,32
41,"u2",7,8
41,"u2",12,21
41,"u2",17,44
41,"u2",22,50
41,"u2",27,18
41,"u2",32,22
41,"u2",37,15
41,"u2",42,8
41,"u2",47,13
41,"u2",52,5
41,"u3",7,4
41,"u3",12,0
41,"u3",17,17
41,"u3",22,57
41,"u3",27,45
41,"u3",32,46
41,"u3",37,17
41,"u3",42,1
41,"u3",47,13
41,"u3",52,24
41,"u4",7,1
41,"u4",12,4
41,"u4",17,13
41,"u4",22,67
41,"u4",27,37
41,"u4",32,43
41,"u4",37,42
41,"u4",42,58
41,"u4",47,8
41,"u4",52,11
41,"u5",7,3
41,"u5",12,1
41,"u5",17,39
41,"u5",22,31
41,"u5",27,128
41,"u5",32,92
41,"u5",37,163
41,"u5",42,137
41,"u5",47,76
41,"u5",52,42
41,"u6",7,6
41,"u6",12,3
41,"u6",17,1
41,"u6",22,25
41,"u6",27,34
41,"u6",32,117
41,"u6",37,128
41,"u6",42,37
41,"u6",47,8
41,"u6",52,35
41,"u7",7,1
41,"u7",12,2
41,"u7",17,23
41,"u7",22,50
41,"u7",27,41
41,"u7",32,23
41,"u7",37,60
41,"u7",42,7
41,"u7",47,16
41,"u7",52,31
41,"u8",7,5
41,"u8",12,40
41,"u8",17,6
41,"u8",22,84
41,"u8",27,23
41,"u8",32,73
41,"u8",37,19
41,"u8",42,8
41,"u8",47,56
41,"u8",52,39
41,"u9",7,3
41,"u9",12,3
41,"u9",17,60
41,"u9",22,25
41,"u9",27,69
41,"u9",32,6
41,"u9",37,27
41,"u9",42,69
41,"u9",47,55
41,"u9",52,39
41,"u10",7,0
41,"u10",12,0
41,"u10",17,3
41,"u10",22,27
41,"u10",27,59
41,"u10",32,54
41,"u10",37,41
41,"u10",42,5
41,"u10",47,7
41,"u10",52,32
42,"u1",7,5
42,"u1",12,7
42,"u1",17,6
42,"u1",22,11
42,"u1",27,5
42,"u1",32,12
42,"u1",37,13
42,"u1",42,32
42,"u1",47,90
42,"u1",52,130
42,"u2",7,1
42,"u2",12,2
42,"u2",17,21
42,"u2",22,264
42,"u2",27,249
42,"u2",32,132
42,"u2",37,171
42,"u2",42,97
42,"u2",47,29
42,"u2",52,35
42,"u3",7,3
42,"u3",12,2
42,"u3",17,6
42,"u3",22,24
42,"u3",27,19
42,"u3",32,7
42,"u3",37,17
42,"u3",42,66
42,"u3",47,63
42,"u3",52,8
42,"u4",7,5
42,"u4",12,7
42,"u4",17,8
42,"u4",22,29
42,"u4",27,55
42,"u4",32,23
42,"u4",37,17
42,"u4",42,6
42,"u4",47,94
42,"u4",52,21
42,"u5",7,3
42,"u5",12,2
42,"u5",17,4
42,"u5",22,3
42,"u5",27,16
42,"u5",32,284
42,"u5",37,67
42,"u5",42,28
42,"u5",47,131
42,"u5",52,21
42,"u6",7,2
42,"u6",12,5
42,"u6",17,7
42,"u6",22,73
42,"u6",27,75
42,"u6",32,95
42,"u6",37,54
42,"u6",42,136
42,"u6",47,54
42,"u6",52,44
42,"u7",7,2
42,"u7",12,6
42,"u7",17,0
42,"u7",22,39
42,"u7",27,39
42,"u7",32,247
42,"u7",37,278
42,"u7",42,188
42,"u7",47,6
42,"u7",52,14
42,"u8",7,5
42,"u8",12,10
42,"u8",17,15
42,"u8",22,29
42,"u8",27,54
42,"u8",32,147
42,"u8",37,158
42,"u8",42,103
42,"u8",47,44
42,"u8",52,17
42,"u9",7,2
42,"u9",12,10
42,"u9",17,0
42,"u9",22,11
42,"u9",27,11
42,"u9",32,13
42,"u9",37,30
42,"u9",42,131
