"b","unit","day","lumadult"
14,"u10",17,14
14,"u10",22,15
14,"u10",27,113
14,"u10",32,64
14,"u10",37,55
14,"u10",42,15
14,"u10",47,59
14,"u10",52,31
15,"u1",7,1
15,"u1",12,4
15,"u1",17,12
15,"u1",22,10
15,"u1",27,14
15,"u1",32,134
15,"u1",37,368
15,"u1",42,36
15,"u1",47,23
15,"u1",52,14
15,"u2",7,2
15,"u2",12,7
15,"u2",17,25
15,"u2",22,53
15,"u2",27,28
15,"u2",32,10
15,"u2",37,37
15,"u2",42,6
15,"u2",47,22
15,"u2",52,42
15,"u3",7,1
15,"u3",12,6
15,"u3",17,11
15,"u3",22,23
15,"u3",27,24
15,"u3",32,75
15,"u3",37,25
15,"u3",42,52
15,"u3",47,26
15,"u3",52,31
15,"u4",7,14
15,"u4",12,10
15,"u4",17,66
15,"u4",22,112
15,"u4",27,113
15,"u4",32,18
15,"u4",37,39
15,"u4",42,12
15,"u4",47,2
15,"u4",52,2
15,"u5",7,4
15,"u5",12,3
15,"u5",17,0
15,"u5",22,9
15,"u5",27,15
15,"u5",32,24
15,"u5",37,4
15,"u5",42,23
15,"u5",47,3
15,"u5",52,17
15,"u6",7,1
15,"u6",12,3
15,"u6",17,16
15,"u6",22,25
15,"u6",27,44
15,"u6",32,34
15,"u6",37,48
15,"u6",42,16
15,"u6",47,42
15,"u6",52,30
15,"u7",7,1
15,"u7",12,6
15,"u7",17,5
15,"u7",22,30
15,"u7",27,45
15,"u7",32,242
15,"u7",37,108
15,"u7",42,87
15,"u7",47,46
15,"u7",52,20
15,"u8",7,2
15,"u8",12,4
15,"u8",17,106
15,"u8",22,51
15,"u8",27,59
15,"u8",32,151
15,"u8",37,8
15,"u8",42,22
15,"u8",47,1
15,"u8",52,8
15,"u9",7,3
15,"u9",12,6
15,"u9",17,35
15,"u9",22,47
15,"u9",27,36
15,"u9",32,39
15,"u9",37,98
15,"u9",42,11
15,"u9",47,4
15,"u9",52,10
15,"u10",7,6
15,"u10",12,6
15,"u10",17,34
15,"u10",22,49
15,"u10",27,33
15,"u10",32,50
15,"u10",37,6
15,"u10",42,8
15,"u10",47,1
15,"u10",52,2
16,"u1",7,3
16,"u1",12,11
16,"u1",17,21
16,"u1",22,55
16,"u1",27,30
16,"u1",32,109
16,"u1",37,32
16,"u1",42,7
16,"u1",47,50
16,"u1",52,7
16,"u2",7,3
16,"u2",12,0
16,"u2",17,9
16,"u2",22,34
16,"u2",27,41
16,"u2",32,194
16,"u2",37,279
16,"u2",42,27
16,"u2",47,11
16,"u2",52,5
16,"u3",7,6
16,"u3",12,15
16,"u3",17,49
16,"u3",22,109
16,"u3",27,69
16,"u3",32,144
16,"u3",37,250
16,"u3",42,72
16,"u3",47,58
16,"u3",52,28
16,"u4",7,0
16,"u4",12,0
16,"u4",17,25
16,"u4",22,20
16,"u4",27,20
16,"u4",32,19
16,"u4",37,10
16,"u4",42,9
16,"u4",47,11
16,"u4",52,3
16,"u5",7,1
16,"u5",12,5
16,"u5",17,4
16,"u5",22,13
16,"u5",27,79
16,"u5",32,7
16,"u5",37,7
16,"u5",42,2
16,"u5",47,10
16,"u5",52,8
16,"u6",7,1
16,"u6",12,5
16,"u6",17,0
16,"u6",22,12
16,"u6",27,110
16,"u6",32,41
16,"u6",37,45
16,"u6",42,30
16,"u6",47,47
16,"u6",52,106
16,"u7",7,1
16,"u7",12,1
16,"u7",17,21
16,"u7",22,36
16,"u7",27,24
16,"u7",32,55
16,"u7",37,97
16,"u7",42,51
16,"u7",47,95
16,"u7",52,3
16,"u8",7,8
16,"u8",12,2
16,"u8",17,35
16,"u8",22,108
16,"u8",27,4
16,"u8",32,6
16,"u8",37,5
16,"u8",42,2
16,"u8",47,1
16,"u8",52,1
16,"u9",7,2
16,"u9",12,1
16,"u9",17,9
16,"u9",22,13
16,"u9",27,10
16,"u9",32,109
16,"u9",37,136
16,"u9",42,102
16,"u9",47,52
16,"u9",52,140
16,"u10",7,1
16,"u10",12,19
16,"u10",17,32
16,"u10",22,19
16,"u10",27,50
16,"u10",32,28
16,"u10",37,40
16,"u10",42,33
16,"u10",47,34
16,"u10",52,11
17,"u1",7,6
17,"u1",12,4
17,"u1",17,1
17,"u1",22,3
17,"u1",27,22
17,"u1",32,21
17,"u1",37,25
17,"u1",42,25
17,"u1",47,19
17,"u1",52,3
17,"u2",7,7
17,"u2",12,1
17,"u2",17,3
17,"u2",22,6
17,"u2",27,5
17,"u2",32,5
17,"u2",37,397
17,"u2",42,92
17,"u2",47,66
17,"u2",52,25
17,"u3",7,4
17,"u3",12,2
17,"u3",17,49
17,"u3",22,227
17,"u3",27,118
17,"u3",32,15
17,"u3",37,28
17,"u3",42,9
17,"u3",47,5
17,"u3",52,5
17,"u4",7,0
17,"u4",12,1
17,"u4",17,6
17,"u4",22,18
17,"u4",27,41
17,"u4",32,59
17,"u4",37,133
17,"u4",42,52
17,"u4",47,15
17,"u4",52,6
17,"u5",7,4
17,"u5",12,3
17,"u5",17,13
17,"u5",22,34
17,"u5",27,73
17,"u5",32,408
17,"u5",37,190
17,"u5",42,339
17,"u5",47,16
17,"u5",52,11
17,"u6",7,6
17,"u6",12,0
17,"u6",17,10
17,"u6",22,40
17,"u6",27,12
17,"u6",32,87
17,"u6",37,12
17,"u6",42,9
17,"u6",47,7
17,"u6",52,15
17,"u7",7,2
17,"u7",12,8
17,"u7",17,77
17,"u7",22,174
17,"u7",27,217
17,"u7",32,17
17,"u7",37,16
17,"u7",42,28
17,"u7",47,16
17,"u7",52,5
17,"u8",7,1
17,"u8",12,5
17,"u8",17,5
17,"u8",22,44
17,"u8",27,6
17,"u8",32,29
17,"u8",37,11
17,"u8",42,95
17,"u8",47,2
17,"u8",52,38
17,"u9",7,10
17,"u9",12,17
17,"u9",17,2
17,"u9",22,28
17,"u9",27,109
17,"u9",32,43
17,"u9",37,113
17,"u9",42,59
17,"u9",47,25
17,"u9",52,26
17,"u10",7,0
17,"u10",12,2
17,"u10",17,12
17,"u10",22,5
17,"u10",27,46
17,"u10",32,81
17,"u10",37,377
17,"u10",42,7
17,"u10",47,23
17,"u10",52,15
18,"u1",7,5
18,"u1",12,2
18,"u1",17,9
18,"u1",22,5
18,"u1",27,12
18,"u1",32,6
18,"u1",37,30
18,"u1",42,16
18,"u1",47,23
18,"u1",52,24
18,"u2",7,1
18,"u2",12,2
18,"u2",17,3
18,"u2",22,9
18,"u2",27,29
18,"u2",32,8
18,"u2",37,34
18,"u2",42,62
18,"u2",47,44
18,"u2",52,236
18,"u3",7,3
18,"u3",12,19
18,"u3",17,11
18,"u3",22,24
18,"u3",27,66
18,"u3",32,14
18,"u3",37,101
18,"u3",42,27
18,"u3",47,21
18,"u3",52,11
18,"u4",7,9
18,"u4",12,4
18,"u4",17,13
18,"u4",22,29
18,"u4",27,15
18,"u4",32,52
18,"u4",37,94
18,"u4",42,112
18,"u4",47,14
18,"u4",52,81
18,"u5",7,4
18,"u5",12,0
18,"u5",17,12
18,"u5",22,44
18,"u5",27,101
18,"u5",32,149
18,"u5",37,162
18,"u5",42,81
18,"u5",47,33
18,"u5",52,20
18,"u6",7,1
18,"u6",12,43
18,"u6",17,168
18,"u6",22,69
18,"u6",27,55
18,"u6",32,194
18,"u6",37,22
18,"u6",42,7
18,"u6",47,47
18,"u6",52,7
18,"u7",7,3
18,"u7",12,0
18,"u7",17,1
18,"u7",22,9
18,"u7",27,9
18,"u7",32,34
18,"u7",37,12
18,"u7",42,19
18,"u7",47,38
18,"u7",52,79
18,"u8",7,1
18,"u8",12,14
18,"u8",17,11
18,"u8",22,61
18,"u8",27,30
18,"u8",32,70
18,"u8",37,100
18,"u8",42,14
18,"u8",47,17
18,"u8",52,7
18,"u9",7,2
18,"u9",12,1
18,"u9",17,10
18,"u9",22,59
18,"u9",27,24
18,"u9",32,147
18,"u9",37,125
18,"u9",42,79
18,"u9",47,25
18,"u9",52,14
18,"u10",7,2
18,"u10",12,2
18,"u10",17,22
18,"u10",22,38
18,"u10",27,28
18,"u10",32,16
18,"u10",37,8
18,"u10",42,8
18,"u10",47,28
18,"u10",52,95
19,"u1",7,6
19,"u1",12,12
19,"u1",17,0
19,"u1",22,12
19,"u1",27,87
19,"u1",32,22
19,"u1",37,4
19,"u1",42,3
19,"u1",47,61
19,"u1",52,6
19,"u2",7,5
19,"u2",12,7
19,"u2",17,9
19,"u2",22,25
19,"u2",27,95
19,"u2",32,122
19,"u2",37,35
19,"u2",42,43
19,"u2",47,107
19,"u2",52,21
19,"u3",7,1
19,"u3",12,12
19,"u3",17,36
19,"u3",22,4
19,"u3",27,275
19,"u3",32,148
19,"u3",37,7
19,"u3",42,5
19,"u3",47,0
19,"u3",52,4
19,"u4",7,1
19,"u4",12,3
19,"u4",17,29
19,"u4",22,7
19,"u4",27,24
19,"u4",32,51
19,"u4",37,31
19,"u4",42,442
19,"u4",47,102
19,"u4",52,59
19,"u5",7,2
19,"u5",12,2
19,"u5",17,16
19,"u5",22,23
19,"u5",27,93
19,"u5",32,114
19,"u5",37,43
19,"u5",42,81
19,"u5",47,67
19,"u5",52,39
19,"u6",7,1
19,"u6",12,3
19,"u6",17,3
19,"u6",22,31
19,"u6",27,56
19,"u6",32,33
19,"u6",37,31
19,"u6",42,10
19,"u6",47,12
19,"u6",52,48
19,"u7",7,8
19,"u7",12,11
19,"u7",17,4
19,"u7",22,45
19,"u7",27,63
19,"u7",32,106
19,"u7",37,70
19,"u7",42,58
19,"u7",47,24
19,"u7",52,44
19,"u8",7,2
19,"u8",12,1
19,"u8",17,4
19,"u8",22,0
19,"u8",27,17
19,"u8",32,38
19,"u8",37,53
19,"u8",42,51
19,"u8",47,12
19,"u8",52,13
19,"u9",7,5
19,"u9",12,12
19,"u9",17,72
19,"u9",22,211
19,"u9",27,348
19,"u9",32,67
19,"u9",37,12
19,"u9",42,13
19,"u9",47,11
19,"u9",52,8
19,"u10",7,2
19,"u10",12,6
19,"u10",17,29
19,"u10",22,59
19,"u10",27,53
19,"u10",32,39
19,"u10",37,95
19,"u10",42,46
19,"u10",47,9
19,"u10",52,14
20,"u1",7,6
20,"u1",12,0
20,"u1",17,15
20,"u1",22,74
20,"u1",27,39
20,"u1",32,63
20,"u1",37,39
20,"u1",42,27
20,"u1",47,57
20,"u1",52,69
20,"u2",7,6
20,"u2",12,30
20,"u2",17,64
20,"u2",22,77
20,"u2",27,69
20,"u2",32,172
20,"u2",37,58
20,"u2",42,86
20,"u2",47,12
20,"u2",52,12
20,"u3",7,2
20,"u3",12,11
20,"u3",17,22
20,"u3",22,16
20,"u3",27,10
20,"u3",32,65
20,"u3",37,19
20,"u3",42,19
20,"u3",47,90
20,"u3",52,37
20,"u4",7,5
20,"u4",12,4
20,"u4",17,7
20,"u4",22,20
20,"u4",27,25
20,"u4",32,43
20,"u4",37,82
20,"u4",42,74
20,"u4",47,222
20,"u4",52,61
20,"u5",7,6
20,"u5",12,3
20,"u5",17,0
20,"u5",22,16
20,"u5",27,11
20,"u5",32,30
20,"u5",37,16
20,"u5",42,14
20,"u5",47,11
20,"u5",52,83
20,"u6",7,2
20,"u6",12,2
20,"u6",17,9
20,"u6",22,19
20,"u6",27,13
20,"u6",32,19
20,"u6",37,48
20,"u6",42,37
20,"u6",47,14
20,"u6",52,4
20,"u7",7,1
20,"u7",12,9
20,"u7",17,10
20,"u7",22,6
20,"u7",27,8
20,"u7",32,95
20,"u7",37,236
20,"u7",42,80
20,"u7",47,39
20,"u7",52,24
20,"u8",7,0
20,"u8",12,4
20,"u8",17,9
20,"u8",22,76
20,"u8",27,19
20,"u8",32,19
20,"u8",37,12
20,"u8",42,21
20,"u8",47,37
20,"u8",52,79
20,"u9",7,3
20,"u9",12,6
20,"u9",17,6
20,"u9",22,71
20,"u9",27,38
20,"u9",32,17
20,"u9",37,10
20,"u9",42,7
20,"u9",47,1
20,"u9",52,1
20,"u10",7,1
20,"u10",12,7
20,"u10",17,21
20,"u10",22,143
20,"u10",27,314
20,"u10",32,58
20,"u10",37,101
20,"u10",42,44
20,"u10",47,11
20,"u10",52,7
21,"u1",7,4
21,"u1",12,9
21,"u1",17,2
21,"u1",22,12
21,"u1",27,20
21,"u1",32,102
21,"u1",37,95
21,"u1",42,41
21,"u1",47,8
21,"u1",52,21
21,"u2",7,4
21,"u2",12,7
21,"u2",17,44
21,"u2",22,185
21,"u2",27,36
21,"u2",32,35
21,"u2",37,41
21,"u2",42,9
21,"u2",47,13
21,"u2",52,30
21,"u3",7,1
21,"u3",12,11
21,"u3",17,34
21,"u3",22,22
21,"u3",27,76
21,"u3",32,75
21,"u3",37,35
21,"u3",42,42
21,"u3",47,37
21,"u3",52,6
21,"u4",7,4
21,"u4",12,13
21,"u4",17,63
21,"u4",22,10
21,"u4",27,89
21,"u4",32,28
21,"u4",37,170
21,"u4",42,110
21,"u4",47,14
21,"u4",52,16
21,"u5",7,6
21,"u5",12,34
21,"u5",17,167
21,"u5",22,241
21,"u5",27,243
21,"u5",32,212
21,"u5",37,199
21,"u5",42,24
21,"u5",47,2
21,"u5",52,0
21,"u6",7,7
21,"u6",12,5
21,"u6",17,14
21,"u6",22,10
21,"u6",27,17
21,"u6",32,11
21,"u6",37,4
21,"u6",42,34
21,"u6",47,32
21,"u6",52,1
21,"u7",7,1
21,"u7",12,4
21,"u7",17,7
21,"u7",22,11
21,"u7",27,96
21,"u7",32,76
21,"u7",37,105
21,"u7",42,27
21,"u7",47,11
21,"u7",52,21
21,"u8",7,2
21,"u8",12,13
21,"u8",17,34
21,"u8",22,117
21,"u8",27,33
21,"u8",32,54
21,"u8",37,129
21,"u8",42,33
21,"u8",47,6
21,"u8",52,8
21,"u9",7,2
21,"u9",12,2
21,"u9",17,18
21,"u9",22,12
21,"u9",27,38
21,"u9",32,55
21,"u9",37,32
21,"u9",42,21
21,"u9",47,20
21,"u9",52,63
21,"u10",7,3
21,"u10",12,6
21,"u10",17,4
21,"u10",22,8
21,"u10",27,15
21,"u10",32,35
21,"u10",37,14
21,"u10",42,90
21,"u10",47,27
21,"u10",52,226
22,"u1",7,4
22,"u1",12,1
22,"u1",17,15
22,"u1",22,66
22,"u1",27,190
22,"u1",32,56
22,"u1",37,95
22,"u1",42,116
22,"u1",47,2
22,"u1",52,7
22,"u2",7,3
22,"u2",12,7
22,"u2",17,13
22,"u2",22,41
22,"u2",27,130
22,"u2",32,159
22,"u2",37,95
22,"u2",42,59
22,"u2",47,21
22,"u2",52,25
22,"u3",7,2
22,"u3",12,7
22,"u3",17,13
22,"u3",22,53
22,"u3",27,53
22,"u3",32,133
22,"u3",37,5
22,"u3",42,20
22,"u3",47,9
22,"u3",52,6
22,"u4",7,2
22,"u4",12,8
22,"u4",17,4
22,"u4",22,6
22,"u4",27,22
22,"u4",32,38
22,"u4",37,90
22,"u4",42,14
22,"u4",47,9
22,"u4",52,5
22,"u5",7,9
22,"u5",12,37
22,"u5",17,45
22,"u5",22,113
22,"u5",27,109
22,"u5",32,57
22,"u5",37,17
22,"u5",42,48
22,"u5",47,23
22,"u5",52,4
22,"u6",7,8
22,"u6",12,10
22,"u6",17,42
22,"u6",22,207
22,"u6",27,102
22,"u6",32,6
22,"u6",37,4
22,"u6",42,6
22,"u6",47,3
22,"u6",52,8
22,"u7",7,8
22,"u7",12,2
22,"u7",17,8
22,"u7",22,11
22,"u7",27,22
22,"u7",32,15
22,"u7",37,87
22,"u7",42,22
22,"u7",47,22
22,"u7",52,73
22,"u8",7,4
22,"u8",12,0
22,"u8",17,13
22,"u8",22,19
22,"u8",27,55
22,"u8",32,40
22,"u8",37,21
22,"u8",42,42
22,"u8",47,18
22,"u8",52,33
22,"u9",7,12
22,"u9",12,29
22,"u9",17,15
22,"u9",22,5
22,"u9",27,34
22,"u9",32,41
22,"u9",37,73
22,"u9",42,49
22,"u9",47,38
22,"u9",52,18
22,"u10",7,2
22,"u10",12,15
22,"u10",17,9
22,"u10",22,5
22,"u10",27,18
22,"u10",32,60
22,"u10",37,76
22,"u10",42,88
22,"u10",47,86
22,"u10",52,24
23,"u1",7,2
23,"u1",12,6
23,"u1",17,26
23,"u1",22,54
23,"u1",27,64
23,"u1",32,45
23,"u1",37,37
23,"u1",42,27
23,"u1",47,8
23,"u1",52,6
23,"u2",7,0
23,"u2",12,0
23,"u2",17,5
23,"u2",22,5
23,"u2",27,16
23,"u2",32,50
23,"u2",37,172
23,"u2",42,91
23,"u2",47,21
23,"u2",52,25
23,"u3",7,1
23,"u3",12,14
23,"u3",17,29
23,"u3",22,64
23,"u3",27,9
23,"u3",32,58
23,"u3",37,13
23,"u3",42,18
23,"u3",47,177
23,"u3",52,239
23,"u4",7,2
23,"u4",12,16
23,"u4",17,37
23,"u4",22,25
23,"u4",27,18
23,"u4",32,270
23,"u4",37,193
23,"u4",42,75
23,"u4",47,120
23,"u4",52,34
23,"u5",7,2
23,"u5",12,1
23,"u5",17,0
23,"u5",22,8
23,"u5",27,7
23,"u5",32,43
23,"u5",37,109
23,"u5",42,172
23,"u5",47,9
23,"u5",52,24
23,"u6",7,1
23,"u6",12,25
23,"u6",17,22
23,"u6",22,18
23,"u6",27,17
23,"u6",32,9
23,"u6",37,19
23,"u6",42,37
23,"u6",47,11
23,"u6",52,2
23,"u7",7,1
23,"u7",12,5
23,"u7",17,1
23,"u7",22,7
23,"u7",27,13
23,"u7",32,15
23,"u7",37,38
23,"u7",42,34
23,"u7",47,109
23,"u7",52,26
23,"u8",7,3
23,"u8",12,39
23,"u8",17,62
23,"u8",22,132
23,"u8",27,120
23,"u8",32,29
23,"u8",37,6
23,"u8",42,8
23,"u8",47,23
23,"u8",52,3
23,"u9",7,3
23,"u9",12,4
23,"u9",17,10
23,"u9",22,16
23,"u9",27,8
23,"u9",32,57
23,"u9",37,71
23,"u9",42,55
23,"u9",47,50
23,"u9",52,1
23,"u10",7,4
23,"u10",12,7
23,"u10",17,47
23,"u10",22,80
23,"u10",27,203
23,"u10",32,233
23,"u10",37,132
23,"u10",42,254
23,"u10",47,49
23,"u10",52,4
24,"u1",7,5
24,"u1",12,8
24,"u1",17,56
24,"u1",22,60
24,"u1",27,92
24,"u1",32,358
24,"u1",37,35
24,"u1",42,20
24,"u1",47,9
24,"u1",52,15
24,"u2",7,9
24,"u2",12,32
24,"u2",17,13
24,"u2",22,105
24,"u2",27,11
24,"u2",32,32
24,"u2",37,17
24,"u2",42,22
24,"u2",47,16
24,"u2",52,12
24,"u3",7,1
24,"u3",12,11
24,"u3",17,43
24,"u3",22,45
24,"u3",27,28
24,"u3",32,95
24,"u3",37,34
24,"u3",42,19
24,"u3",47,9
24,"u3",52,6
24,"u4",7,2
24,"u4",12,4
24,"u4",17,9
24,"u4",22,18
24,"u4",27,28
24,"u4",32,82
24,"u4",37,37
24,"u4",42,76
24,"u4",47,67
24,"u4",52,16
24,"u5",7,1
24,"u5",12,12
24,"u5",17,3
24,"u5",22,147
24,"u5",27,24
24,"u5",32,23
24,"u5",37,44
24,"u5",42,26
24,"u5",47,1
24,"u5",52,31
24,"u6",7,2
24,"u6",12,4
24,"u6",17,11
24,"u6",22,4
24,"u6",27,62
24,"u6",32,70
24,"u6",37,75
24,"u6",42,81
24,"u6",47,68
24,"u6",52,5
24,"u7",7,2
24,"u7",12,2
24,"u7",17,25
24,"u7",22,20
24,"u7",27,97
24,"u7",32,16
24,"u7",37,29
24,"u7",42,50
24,"u7",47,59
24,"u7",52,16
24,"u8",7,0
24,"u8",12,3
24,"u8",17,2
24,"u8",22,22
24,"u8",27,1
24,"u8",32,50
24,"u8",37,51
24,"u8",42,34
24,"u8",47,7
24,"u8",52,29
24,"u9",7,8
24,"u9",12,1
24,"u9",17,8
24,"u9",22,0
24,"u9",27,6
24,"u9",32,22
24,"u9",37,23
24,"u9",42,44
24,"u9",47,48
24,"u9",52,101
24,"u10",7,1
24,"u10",12,4
24,"u10",17,17
24,"u10",22,9
24,"u10",27,48
24,"u10",32,74
24,"u10",37,111
24,"u10",42,13
24,"u10",47,3
24,"u10",52,19
25,"u1",7,2
25,"u1",12,3
25,"u1",17,12
25,"u1",22,74
25,"u1",27,127
25,"u1",32,219
25,"u1",37,58
25,"u1",42,40
25,"u1",47,169
25,"u1",52,103
25,"u2",7,3
25,"u2",12,30
25,"u2",17,134
25,"u2",22,140
25,"u2",27,530
25,"u2",32,114
25,"u2",37,54
25,"u2",42,15
25,"u2",47,28
25,"u2",52,17
25,"u3",7,7
25,"u3",12,0
25,"u3",17,2
25,"u3",22,14
25,"u3",27,116
25,"u3",32,57
25,"u3",37,57
25,"u3",42,56
25,"u3",47,43
25,"u3",52,41
25,"u4",7,3
25,"u4",12,1
25,"u4",17,12
25,"u4",22,31
25,"u4",27,25
25,"u4",32,169
25,"u4",37,144
25,"u4",42,39
25,"u4",47,152
25,"u4",52,68
25,"u5",7,2
25,"u5",12,14
25,"u5",17,10
25,"u5",22,12
25,"u5",27,38
25,"u5",32,50
25,"u5",37,121
25,"u5",42,42
25,"u5",47,24
25,"u5",52,15
25,"u6",7,6
25,"u6",12,33
25,"u6",17,23
25,"u6",22,30
25,"u6",27,32
25,"u6",32,56
25,"u6",37,48
25,"u6",42,79
25,"u6",47,68
25,"u6",52,27
25,"u7",7,4
25,"u7",12,6
25,"u7",17,18
25,"u7",22,11
25,"u7",27,50
25,"u7",32,15
25,"u7",37,6
25,"u7",42,18
25,"u7",47,4
25,"u7",52,60
25,"u8",7,0
25,"u8",12,29
25,"u8",17,9
25,"u8",22,16
25,"u8",27,44
25,"u8",32,20
25,"u8",37,10
25,"u8",42,18
25,"u8",47,6
25,"u8",52,38
25,"u9",7,3
25,"u9",12,8
25,"u9",17,6
25,"u9",22,11
25,"u9",27,33
25,"u9",32,18
25,"u9",37,297
25,"u9",42,175
25,"u9",47,43
25,"u9",52,13
25,"u10",7,6
25,"u10",12,5
25,"u10",17,6
25,"u10",22,14
25,"u10",27,60
25,"u10",32,5
25,"u10",37,38
25,"u10",42,52
25,"u10",47,60
25,"u10",52,109
26,"u1",7,0
26,"u1",12,3
26,"u1",17,4
26,"u1",22,26
26,"u1",27,46
26,"u1",32,60
26,"u1",37,24
26,"u1",42,7
26,"u1",47,19
26,"u1",52,3
26,"u2",7,0
26,"u2",12,6
26,"u2",17,13
26,"u2",22,61
26,"u2",27,35
26,"u2",32,7
26,"u2",37,54
26,"u2",42,20
26,"u2",47,5
26,"u2",52,13
26,"u3",7,10
26,"u3",12,2
26,"u3",17,47
26,"u3",22,388
26,"u3",27,271
26,"u3",32,181
26,"u3",37,108
26,"u3",42,12
26,"u3",47,7
26,"u3",52,0
26,"u4",7,10
26,"u4",12,3
26,"u4",17,1
26,"u4",22,18
26,"u4",27,12
26,"u4",32,4
26,"u4",37,19
26,"u4",42,30
26,"u4",47,18
26,"u4",52,10
26,"u5",7,1
26,"u5",12,21
26,"u5",17,112
26,"u5",22,86
26,"u5",27,145
26,"u5",32,42
26,"u5",37,27
26,"u5",42,34
26,"u5",47,9
26,"u5",52,9
26,"u6",7,0
26,"u6",12,0
26,"u6",17,12
26,"u6",22,29
26,"u6",27,22
26,"u6",32,31
26,"u6",37,33
26,"u6",42,115
26,"u6",47,88
26,"u6",52,33
26,"u7",7,2
26,"u7",12,1
26,"u7",17,8
26,"u7",22,5
26,"u7",27,2
26,"u7",32,4
26,"u7",37,111
26,"u7",42,237
26,"u7",47,42
26,"u7",52,84
26,"u8",7,2
26,"u8",12,11
26,"u8",17,22
26,"u8",22,147
26,"u8",27,69
26,"u8",32,156
26,"u8",37,24
26,"u8",42,31
26,"u8",47,16
26,"u8",52,35
26,"u9",7,2
26,"u9",12,11
26,"u9",17,32
26,"u9",22,8
26,"u9",27,132
26,"u9",32,139
26,"u9",37,17
26,"u9",42,31
26,"u9",47,25
26,"u9",52,27
26,"u10",7,2
26,"u10",12,3
26,"u10",17,6
26,"u10",22,30
26,"u10",27,5
26,"u10",32,13
26,"u10",37,31
26,"u10",42,42
26,"u10",47,32
26,"u10",52,15
27,"u1",7,2
27,"u1",12,3
27,"u1",17,10
27,"u1",22,25
27,"u1",27,27
27,"u1",32,45
27,"u1",37,63
27,"u1",42,35
27,"u1",47,57
27,"u1",52,19
27,"u2",7,1
27,"u2",12,10
27,"u2",17,4
27,"u2",22,139
27,"u2",27,110
27,"u2",32,60
27,"u2",37,7
27,"u2",42,15
27,"u2",47,12
27,"u2",52,17
27,"u3",7,5
27,"u3",12,11
27,"u3",17,21
27,"u3",22,57
27,"u3",27,70
27,"u3",32,55
27,"u3",37,47
27,"u3",42,33
27,"u3",47,3
27,"u3",52,3
27,"u4",7,2
27,"u4",12,19
27,"u4",17,17
27,"u4",22,32
27,"u4",27,32
27,"u4",32,76
27,"u4",37,52
27,"u4",42,104
27,"u4",47,235
27,"u4",52,99
27,"u5",7,8
27,"u5",12,15
27,"u5",17,7
27,"u5",22,32
27,"u5",27,57
27,"u5",32,125
27,"u5",37,52
27,"u5",42,27
27,"u5",47,4
27,"u5",52,11
27,"u6",7,9
27,"u6",12,22
27,"u6",17,20
27,"u6",22,18
27,"u6",27,41
27,"u6",32,11
27,"u6",37,124
27,"u6",42,44
27,"u6",47,44
27,"u6",52,19
27,"u7",7,0
27,"u7",12,4
27,"u7",17,10
27,"u7",22,4
27,"u7",27,4
27,"u7",32,8
27,"u7",37,43
27,"u7",42,6
27,"u7",47,33
27,"u7",52,34
27,"u8",7,3
27,"u8",12,9
27,"u8",17,0
27,"u8",22,27
27,"u8",27,2
27,"u8",32,58
27,"u8",37,23
27,"u8",42,9
27,"u8",47,19
27,"u8",52,15
27,"u9",7,0
27,"u9",12,12
27,"u9",17,21
27,"u9",22,26
27,"u9",27,61
27,"u9",32,70
27,"u9",37,37
27,"u9",42,31
27,"u9",47,17
27,"u9",52,16
27,"u10",7,1
27,"u10",12,10
27,"u10",17,69
27,"u10",22,277
27,"u10",27,100
27,"u10",32,92
27,"u10",37,94
27,"u10",42,35
27,"u10",47,5
27,"u10",52,11
28,"u1",7,11
28,"u1",12,3
28,"u1",17,10
28,"u1",22,30
28,"u1",27,63
28,"u1",32,24
28,"u1",37,74
28,"u1",42,89
28,"u1",47,133
28,"u1",52,78
28,"u2",7,0
28,"u2",12,2
28,"u2",17,8
28,"u2",22,0
28,"u2",27,3
28,"u2",32,1
28,"u2",37,23
28,"u2",42,19
28,"u2",47,66
28,"u2",52,92
28,"u3",7,5
28,"u3",12,12
28,"u3",17,18
28,"u3",22,53
28,"u3",27,4
28,"u3",32,11
28,"u3",37,88
28,"u3",42,83
28,"u3",47,9
28,"u3",52,9
28,"u4",7,4
28,"u4",12,5
28,"u4",17,13
28,"u4",22,8
28,"u4",27,50
28,"u4",32,10
28,"u4",37,63
28,"u4",42,22
28,"u4",47,7
28,"u4",52,4
28,"u5",7,0
28,"u5",12,10
28,"u5",17,30
28,"u5",22,10
28,"u5",27,49
28,"u5",32,35
28,"u5",37,52
28,"u5",42,40
28,"u5",47,39
28,"u5",52,28
28,"u6",7,2
28,"u6",12,6
28,"u6",17,3
28,"u6",22,21
28,"u6",27,92
28,"u6",32,14
28,"u6",37,2
28,"u6",42,22
28,"u6",47,57
28,"u6",52,57
28,"u7",7,0
28,"u7",12,3
28,"u7",17,5
28,"u7",22,6
28,"u7",27,35
28,"u7",32,29
28,"u7",37,43
28,"u7",42,150
28,"u7",47,54
28,"u7",52,10
28,"u8",7,0
28,"u8",12,17
28,"u8",17,35
28,"u8",22,89
28,"u8",27,27
28,"u8",32,120
28,"u8",37,108
28,"u8",42,28
28,"u8",47,49
28,"u8",52,4
28,"u9",7,0
28,"u9",12,5
28,"u9",17,2
28,"u9",22,8
28,"u9",27,4
28,"u9",32,35
28,"u9",37,115
28,"u9",42,56
28,"u9",47,88
28,"u9",52,16
